event_id,year,start_date,end_date,duration_days,cluster_id,n_tiles,event_path,n_communes,communes,n_candidates_tested,n_overlap_skipped
2022-05-16---2022-05-30_cluster_None,2022,2022-05-16,2022-05-30,14,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-05-16---2022-05-30_duration_14_days_cluster_096_A0_000038_A_000043_lat_04358_lon_00459_size_0014.tif,0,,3599,1154
2022-05-30---2022-06-06_cluster_None,2022,2022-05-30,2022-06-06,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-05-30---2022-06-06_duration_7_days_cluster_112_A0_000004_A_000004_lat_04877_lon_-0364_size_0007.tif,0,,752,264
2022-06-06---2022-06-13_cluster_None,2022,2022-06-06,2022-06-13,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-06-06---2022-06-13_duration_7_days_cluster_118_A0_000020_A_000022_lat_05393_lon_-0665_size_0087.tif,0,,0,0
2022-06-06---2022-06-27_cluster_None,2022,2022-06-06,2022-06-27,21,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-06-06---2022-06-27_duration_21_days_cluster_120_A0_000022_A_000025_lat_04359_lon_00454_size_0012.tif,0,,3599,1154
2022-06-20---2022-06-27_cluster_None,2022,2022-06-20,2022-06-27,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-06-20---2022-06-27_duration_7_days_cluster_134_A0_000021_A_000025_lat_05410_lon_-0465_size_0082.tif,0,,0,0
2022-06-27---2022-07-04_cluster_None,2022,2022-06-27,2022-07-04,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-06-27---2022-07-04_duration_7_days_cluster_142_A0_000002_A_000002_lat_04661_lon_00394_size_0035.tif,0,,6093,3686
2022-07-04---2022-07-11_cluster_None,2022,2022-07-04,2022-07-11,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-07-04---2022-07-11_duration_7_days_cluster_152_A0_000001_A_000001_lat_04304_lon_01254_size_0018.tif,0,,0,0
2022-07-04---2022-07-18_cluster_None,2022,2022-07-04,2022-07-18,14,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-07-04---2022-07-18_duration_14_days_cluster_151_A0_000019_A_000023_lat_05222_lon_-0259_size_0193.tif,0,,0,244
2022-07-18---2022-07-25_cluster_None,2022,2022-07-18,2022-07-25,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-07-18---2022-07-25_duration_7_days_cluster_164_A0_000001_A_000001_lat_04172_lon_-0275_size_0037.tif,0,,815,813
2022-07-25---2022-08-01_cluster_None,2022,2022-07-25,2022-08-01,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-07-25---2022-08-01_duration_7_days_cluster_171_A0_000001_A_000001_lat_05128_lon_-0326_size_0029.tif,0,,0,244
2022-08-01---2022-08-08_cluster_None,2022,2022-08-01,2022-08-08,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-08-01---2022-08-08_duration_7_days_cluster_178_A0_000001_A_000002_lat_04354_lon_00459_size_0021.tif,0,,3599,1154
2022-08-08---2022-08-15_cluster_None,2022,2022-08-08,2022-08-15,7,,10,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-08-08---2022-08-15_duration_7_days_cluster_182_A0_000025_A_000039_lat_04634_lon_-0133_size_0065.tif,2,Esnandes; Le Gua,7961,5141
2022-08-15---2022-08-22_cluster_None,2022,2022-08-15,2022-08-22,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-08-15---2022-08-22_duration_7_days_cluster_194_A0_000009_A_000011_lat_05115_lon_00094_size_0157.tif,0,,234,3817
2022-08-22---2022-08-29_cluster_None,2022,2022-08-22,2022-08-29,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-08-22---2022-08-29_duration_7_days_cluster_201_A0_000002_A_000002_lat_04181_lon_-0195_size_0074.tif,0,,815,813
2022-08-22---2022-09-05_cluster_None,2022,2022-08-22,2022-09-05,14,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-08-22---2022-09-05_duration_14_days_cluster_202_A0_000002_A_000002_lat_04566_lon_01291_size_0009.tif,0,,0,0
2022-08-29---2022-09-05_cluster_None,2022,2022-08-29,2022-09-05,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-08-29---2022-09-05_duration_7_days_cluster_207_A0_000002_A_000002_lat_04881_lon_-0354_size_0001.tif,0,,752,264
2022-09-05---2022-09-12_cluster_None,2022,2022-09-05,2022-09-12,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-09-05---2022-09-12_duration_7_days_cluster_211_A0_000018_A_000025_lat_05314_lon_00137_size_0124.tif,0,,234,4059
2022-09-12---2022-09-19_cluster_None,2022,2022-09-12,2022-09-19,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-09-12---2022-09-19_duration_7_days_cluster_217_A0_000016_A_000031_lat_04075_lon_-0862_size_0007.tif,1,Saint-Molf,1567,1077
2022-09-19---2022-10-10_cluster_None,2022,2022-09-19,2022-10-10,21,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-09-19---2022-10-10_duration_21_days_cluster_227_A0_000063_A_000091_lat_04563_lon_01562_size_0085.tif,0,,0,0
2022-09-26---2022-10-03_cluster_None,2022,2022-09-26,2022-10-03,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-09-26---2022-10-03_duration_7_days_cluster_235_A0_000001_A_000001_lat_04067_lon_00068_size_0008.tif,0,,752,264
2022-10-10---2022-10-17_cluster_None,2022,2022-10-10,2022-10-17,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-10-10---2022-10-17_duration_7_days_cluster_250_A0_000003_A_000004_lat_06474_lon_-2197_size_0017.tif,0,,0,0
2022-10-10---2023-01-02_cluster_None,2022,2022-10-10,2023-01-02,84,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-10-10---2023-01-02_duration_84_days_cluster_351_A0_000463_A_000561_lat_05162_lon_-0440_size_0337.tif,28,Airel; Appeville; Auvers; Besné; Boutteville; Bouée; Bricqueville; Carentan-les-Marais; Colombières; Créances; Donges; Graignes-Mesnil-Angot; Liesville-sur-Douve; Malestroit; Méautis; Peillac; Pont-Hébert; Port-Saint-Père; Remilly Les Marais; Saint-André-de-Bohon; Saint-Fromond; Saint-Lumine-de-Coutais; Saint-Mars-de-Coutais; Saint-Mars-du-Désert; Saint-Philbert-de-Grand-Lieu; Saint-Vincent-sur-Oust; Tribehou; Varenguebec,12226,6171
2022-10-17---2022-10-24_cluster_None,2022,2022-10-17,2022-10-24,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-10-17---2022-10-24_duration_7_days_cluster_256_A0_000001_A_000001_lat_04175_lon_-0295_size_0032.tif,0,,815,1057
2022-10-24---2022-10-31_cluster_None,2022,2022-10-24,2022-10-31,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-10-24---2022-10-31_duration_7_days_cluster_261_A0_000001_A_000002_lat_03763_lon_-0699_size_0098.tif,0,,3931,1930
2022-10-24---2022-12-19_cluster_None,2022,2022-10-24,2022-12-19,49,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-10-24---2022-12-19_duration_49_days_cluster_352_A0_000430_A_000534_lat_05117_lon_-0118_size_0205.tif,27,Airel; Appeville; Auvers; Besné; Beuzeville-la-Bastille; Bouée; Carentan-les-Marais; Colombières; Créances; Donges; Graignes-Mesnil-Angot; Liesville-sur-Douve; Malestroit; Méautis; Peillac; Pont-Hébert; Port-Saint-Père; Remilly Les Marais; Saint-André-de-Bohon; Saint-Fromond; Saint-Lumine-de-Coutais; Saint-Mars-de-Coutais; Saint-Mars-du-Désert; Saint-Philbert-de-Grand-Lieu; Saint-Vincent-sur-Oust; Tribehou; Varenguebec,13404,9191
2022-10-31---2022-11-07_cluster_None,2022,2022-10-31,2022-11-07,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-10-31---2022-11-07_duration_7_days_cluster_271_A0_000002_A_000003_lat_06553_lon_-2239_size_0027.tif,0,,3599,1154
2022-11-07---2022-11-14_cluster_None,2022,2022-11-07,2022-11-14,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-11-07---2022-11-14_duration_7_days_cluster_277_A0_000001_A_000001_lat_04515_lon_00861_size_0004.tif,0,,69,249
2022-11-14---2022-11-21_cluster_None,2022,2022-11-14,2022-11-21,7,,8,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-11-14---2022-11-21_duration_7_days_cluster_280_A0_000033_A_000054_lat_06473_lon_-1865_size_0031.tif,0,,3599,1154
2022-11-14---2023-01-02_cluster_None,2022,2022-11-14,2023-01-02,35,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-11-14---2023-01-02_duration_35_days_cluster_279_A0_000374_A_000443_lat_03940_lon_-0724_size_0151.tif,0,,815,3039
2022-11-21---2022-12-05_cluster_None,2022,2022-11-21,2022-12-05,14,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-11-21---2022-12-05_duration_14_days_cluster_291_A0_000056_A_000069_lat_04209_lon_01957_size_0033.tif,0,,0,0
2022-11-21---2023-01-02_cluster_None,2022,2022-11-21,2023-01-02,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-11-21---2023-01-02_duration_42_days_cluster_290_A0_000168_A_000262_lat_04538_lon_01554_size_0088.tif,0,,429,300
2022-11-28---2022-12-05_cluster_None,2022,2022-11-28,2022-12-05,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-11-28---2022-12-05_duration_7_days_cluster_299_A0_000001_A_000001_lat_05921_lon_-0263_size_0007.tif,0,,69,249
2022-12-19---2022-12-26_cluster_None,2022,2022-12-19,2022-12-26,7,,7,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-12-19---2022-12-26_duration_7_days_cluster_317_A0_000002_A_000003_lat_06565_lon_-2262_size_0036.tif,10,Jouvençon; Le Planois; Maxey-sur-Vaise; Montaron; Saint-Gervais-en-Vallière; Sens-sur-Seille; Sepvigny; Seveux-Motey; Vaucouleurs; Vellexon-Queutrey-et-Vaudey,5859,3089
2022-12-19---2023-01-02_cluster_None,2022,2022-12-19,2023-01-02,14,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-12-19---2023-01-02_duration_14_days_cluster_320_A0_000013_A_000017_lat_04968_lon_00834_size_0171.tif,2,Aboncourt-sur-Seille; Bey-sur-Seille,1235,1098
2022-12-26---2023-01-02_cluster_None,2022,2022-12-26,2023-01-02,7,,9,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2022_filtered\WD_MERGE_2022-12-26---2023-01-02_duration_7_days_cluster_326_A0_000008_A_000010_lat_03974_lon_-0059_size_0063.tif,0,,884,2224
2023-01-30---2023-02-06_cluster_None,2023,2023-01-30,2023-02-06,7,,10,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-01-30---2023-02-06_duration_7_days_cluster_001_A0_000001_A_000001_lat_03700_lon_-0606_size_0009.tif,0,,69,249
2023-01-30---2023-02-13_cluster_None,2023,2023-01-30,2023-02-13,14,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-01-30---2023-02-13_duration_14_days_cluster_003_A0_000008_A_000010_lat_04868_lon_-0220_size_0101.tif,2,Carentan-les-Marais; Liesville-sur-Douve,4633,2726
2023-01-30---2023-03-06_cluster_None,2023,2023-01-30,2023-03-06,28,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-01-30---2023-03-06_duration_28_days_cluster_325_A0_001369_A_001744_lat_05231_lon_02379_size_0369.tif,0,,0,1668
2023-01-30---2023-03-27_cluster_None,2023,2023-01-30,2023-03-27,49,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-01-30---2023-03-27_duration_49_days_cluster_002_A0_000106_A_000156_lat_03910_lon_-0556_size_0312.tif,0,,815,1975
2023-01-30---2023-04-17_cluster_None,2023,2023-01-30,2023-04-17,77,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-01-30---2023-04-17_duration_77_days_cluster_323_A0_000417_A_000518_lat_05204_lon_-0299_size_0389.tif,12,Appeville; Auvers; Besné; Beuzeville-la-Bastille; Donges; Liesville-sur-Douve; Miniac-Morvan; Port-Saint-Père; Saint-Mars-de-Coutais; Saint-Molf; Saint-Philbert-de-Grand-Lieu; Varenguebec,25470,6106
2023-02-06---2023-02-13_cluster_None,2023,2023-02-06,2023-02-13,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-02-06---2023-02-13_duration_7_days_cluster_015_A0_000008_A_000009_lat_04650_lon_00060_size_0145.tif,1,Échigey,9893,6310
2023-02-13---2023-02-20_cluster_None,2023,2023-02-13,2023-02-20,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-02-13---2023-02-20_duration_7_days_cluster_019_A0_000002_A_000003_lat_03712_lon_00928_size_0010.tif,0,,0,0
2023-02-13---2023-03-27_cluster_None,2023,2023-02-13,2023-03-27,35,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-02-13---2023-03-27_duration_35_days_cluster_327_A0_001908_A_002379_lat_05273_lon_02570_size_0289.tif,0,,0,1668
2023-02-20---2023-02-27_cluster_None,2023,2023-02-20,2023-02-27,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-02-20---2023-02-27_duration_7_days_cluster_025_A0_000002_A_000003_lat_05420_lon_-0911_size_0053.tif,0,,2497,1614
2023-02-27---2023-03-06_cluster_None,2023,2023-02-27,2023-03-06,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-02-27---2023-03-06_duration_7_days_cluster_032_A0_000002_A_000003_lat_04070_lon_-0144_size_0178.tif,0,,815,1975
2023-03-06---2023-03-13_cluster_None,2023,2023-03-06,2023-03-13,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-03-06---2023-03-13_duration_7_days_cluster_037_A0_000002_A_000003_lat_05088_lon_-0468_size_0080.tif,0,,0,171
2023-03-06---2023-04-24_cluster_None,2023,2023-03-06,2023-04-24,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-03-06---2023-04-24_duration_42_days_cluster_328_A0_000293_A_000366_lat_04855_lon_00376_size_0461.tif,28,Appeville; Auvers; Besné; Beuzeville-la-Bastille; Brives-sur-Charente; Bussac-sur-Charente; Carentan-les-Marais; Champdolent; Courcoury; Couëron; Créances; Donges; Fontcouverte; Foussemagne; Frossay; Les Gonds; Les Nouillers; Liesville-sur-Douve; Merpins; Miniac-Morvan; Rouffiac; Saint-André-des-Eaux; Saint-Lumine-de-Coutais; Saint-Malo-de-Guersac; Saint-Sever-de-Saintonge; Salignac-sur-Charente; Trignac; Varenguebec,25470,6106
2023-03-13---2023-03-20_cluster_None,2023,2023-03-13,2023-03-20,7,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-03-13---2023-03-20_duration_7_days_cluster_045_A0_000018_A_000024_lat_06558_lon_-1965_size_0015.tif,0,,0,0
2023-03-13---2023-05-01_cluster_None,2023,2023-03-13,2023-05-01,49,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-03-13---2023-05-01_duration_49_days_cluster_331_A0_000343_A_000408_lat_05536_lon_01477_size_0370.tif,1,Hazembourg,1235,7868
2023-03-20---2023-03-27_cluster_None,2023,2023-03-20,2023-03-27,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-03-20---2023-03-27_duration_7_days_cluster_048_A0_000001_A_000002_lat_03717_lon_00945_size_0008.tif,0,,0,0
2023-03-27---2023-04-17_cluster_None,2023,2023-03-27,2023-04-17,21,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-03-27---2023-04-17_duration_21_days_cluster_052_A0_000015_A_000017_lat_04292_lon_01222_size_0048.tif,0,,360,14
2023-03-27---2023-04-24_cluster_None,2023,2023-03-27,2023-04-24,28,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-03-27---2023-04-24_duration_28_days_cluster_333_A0_003661_A_004613_lat_05281_lon_03006_size_0197.tif,0,,0,0
2023-04-03---2023-04-10_cluster_None,2023,2023-04-03,2023-04-10,7,,7,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-04-03---2023-04-10_duration_7_days_cluster_054_A0_000007_A_000010_lat_04023_lon_-0848_size_0067.tif,0,,0,0
2023-04-10---2023-05-01_cluster_None,2023,2023-04-10,2023-05-01,21,,2,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-04-10---2023-05-01_duration_21_days_cluster_063_A0_000033_A_000038_lat_04364_lon_00460_size_0018.tif,0,,3599,1154
2023-04-17---2023-04-24_cluster_None,2023,2023-04-17,2023-04-24,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-04-17---2023-04-24_duration_7_days_cluster_067_A0_000002_A_000003_lat_04064_lon_-0864_size_0017.tif,0,,0,0
2023-04-24---2023-05-01_cluster_None,2023,2023-04-24,2023-05-01,7,,7,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-04-24---2023-05-01_duration_7_days_cluster_074_A0_000005_A_000006_lat_03913_lon_-0623_size_0028.tif,0,,234,597
2023-04-24---2023-06-05_cluster_None,2023,2023-04-24,2023-06-05,42,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-04-24---2023-06-05_duration_42_days_cluster_077_A0_000314_A_000408_lat_04477_lon_01163_size_0382.tif,0,,4003,3808
2023-05-01---2023-05-08_cluster_None,2023,2023-05-01,2023-05-08,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-05-01---2023-05-08_duration_7_days_cluster_083_A0_000015_A_000018_lat_04020_lon_-0869_size_0009.tif,0,,0,171
2023-05-01---2023-06-19_cluster_None,2023,2023-05-01,2023-06-19,35,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-05-01---2023-06-19_duration_35_days_cluster_084_A0_000359_A_000445_lat_03961_lon_-0503_size_0349.tif,0,,815,1975
2023-05-08---2023-05-15_cluster_None,2023,2023-05-08,2023-05-15,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-05-08---2023-05-15_duration_7_days_cluster_093_A0_000001_A_000002_lat_03717_lon_00944_size_0007.tif,0,,0,0
2023-05-15---2023-05-22_cluster_None,2023,2023-05-15,2023-05-22,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-05-15---2023-05-22_duration_7_days_cluster_100_A0_000003_A_000003_lat_03992_lon_00864_size_0005.tif,0,,0,0
2023-05-29---2023-06-05_cluster_None,2023,2023-05-29,2023-06-05,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-05-29---2023-06-05_duration_7_days_cluster_114_A0_000001_A_000001_lat_05170_lon_-0488_size_0002.tif,0,,0,171
2023-06-05---2023-06-12_cluster_None,2023,2023-06-05,2023-06-12,7,,7,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-06-05---2023-06-12_duration_7_days_cluster_122_A0_000002_A_000003_lat_04068_lon_00074_size_0004.tif,0,,752,264
2023-06-12---2023-06-19_cluster_None,2023,2023-06-12,2023-06-19,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-06-12---2023-06-19_duration_7_days_cluster_130_A0_000001_A_000001_lat_04189_lon_-0295_size_0022.tif,0,,815,813
2023-06-19---2023-06-26_cluster_None,2023,2023-06-19,2023-06-26,7,,10,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-06-19---2023-06-26_duration_7_days_cluster_136_A0_000001_A_000003_lat_03702_lon_-0784_size_0005.tif,1,Bourrouillan,5522,1871
2023-06-26---2023-07-03_cluster_None,2023,2023-06-26,2023-07-03,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-06-26---2023-07-03_duration_7_days_cluster_148_A0_000001_A_000002_lat_03713_lon_00952_size_0015.tif,0,,0,0
2023-07-03---2023-07-10_cluster_None,2023,2023-07-03,2023-07-10,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-03---2023-07-10_duration_7_days_cluster_156_A0_000001_A_000001_lat_04048_lon_00051_size_0027.tif,0,,986,861
2023-07-17---2023-07-24_cluster_None,2023,2023-07-17,2023-07-24,7,,5,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-17---2023-07-24_duration_7_days_cluster_172_A0_000001_A_000001_lat_04184_lon_-0303_size_0021.tif,0,,2050,1911
2023-07-24---2023-07-31_cluster_None,2023,2023-07-24,2023-07-31,7,,6,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-24---2023-07-31_duration_7_days_cluster_178_A0_000018_A_000021_lat_05323_lon_-0433_size_0159.tif,0,,0,244
2023-07-31---2023-08-07_cluster_None,2023,2023-07-31,2023-08-07,7,,9,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_187_A0_000023_A_000039_lat_04092_lon_-0798_size_0063.tif,0,,815,813
2023-08-07---2023-08-14_cluster_None,2023,2023-08-07,2023-08-14,7,,7,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-07---2023-08-14_duration_7_days_cluster_198_A0_000012_A_000013_lat_05080_lon_-0113_size_0011.tif,0,,0,244
2023-08-14---2023-08-21_cluster_None,2023,2023-08-14,2023-08-21,7,,8,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_210_A0_000003_A_000005_lat_04079_lon_-0865_size_0001.tif,0,,1567,1077
2023-08-21---2023-08-28_cluster_None,2023,2023-08-21,2023-08-28,7,,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-21---2023-08-28_duration_7_days_cluster_220_A0_000014_A_000019_lat_05116_lon_00141_size_0196.tif,0,,234,3817
2023-08-28---2023-09-04_cluster_None,2023,2023-08-28,2023-09-04,7,,10,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_225_A0_000012_A_000015_lat_04821_lon_-0302_size_0082.tif,3,Billiers; Préfailles; Saint-Molf,752,265
2023-09-04---2023-09-11_cluster_None,2023,2023-09-04,2023-09-11,7,,3,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-04---2023-09-11_duration_7_days_cluster_239_A0_000005_A_000006_lat_05081_lon_-0110_size_0007.tif,0,,5859,3333
2023-09-11---2023-09-18_cluster_None,2023,2023-09-11,2023-09-18,7,,4,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-11---2023-09-18_duration_7_days_cluster_243_A0_000001_A_000001_lat_04864_lon_-0402_size_0038.tif,0,,752,264
2023-09-25---2023-10-02_cluster_None,2023,2023-09-25,2023-10-02,7,,10,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_257_A0_000028_A_000040_lat_03933_lon_-0346_size_0025.tif,0,,815,1057
