cod_commune;lib_commune;lib_risque;num_risque
01194;Jassans-Riottier;Effet toxique;213
01194;Jassans-Riottier;Effet de projection;214
01194;Jassans-Riottier;Transport de marchandises dangereuses;24
01195;Jasseron;Séisme;13
01195;Jasseron;Transport de marchandises dangereuses;24
01196;Jayat;Inondation;11
01196;Jayat;Par une crue à débordement lent de cours d'eau;112
01196;Jayat;Séisme;13
01196;Jayat;Transport de marchandises dangereuses;24
01197;Journans;Séisme;13
01198;Joyeux;Séisme;13
01199;Jujurieux;Inondation;11
01199;Jujurieux;Par une crue à débordement lent de cours d'eau;112
01199;Jujurieux;Mouvement de terrain;12
01199;Jujurieux;Eboulement ou chutes de pierres et de blocs;123
01199;Jujurieux;Glissement de terrain;124
01199;Jujurieux;Séisme;13
01199;Jujurieux;Rupture de barrage;23
01200;Labalme;Séisme;13
01202;Lagnieu;Inondation;11
01202;Lagnieu;Par une crue à débordement lent de cours d'eau;112
01202;Lagnieu;Séisme;13
01202;Lagnieu;Nucléaire;22
01202;Lagnieu;Rupture de barrage;23
01202;Lagnieu;Transport de marchandises dangereuses;24
01203;Laiz;Inondation;11
01203;Laiz;Par une crue à débordement lent de cours d'eau;112
01203;Laiz;Séisme;13
01203;Laiz;Transport de marchandises dangereuses;24
01204;Le Poizat-Lalleyriat;Séisme;13
01204;Le Poizat-Lalleyriat;Transport de marchandises dangereuses;24
01206;Lantenay;Séisme;13
01207;Lapeyrouse;Séisme;13
01208;Lavours;Inondation;11
01208;Lavours;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01208;Lavours;Séisme;13
01208;Lavours;Rupture de barrage;23
01209;Léaz;Mouvement de terrain;12
01209;Léaz;Eboulement ou chutes de pierres et de blocs;123
01209;Léaz;Glissement de terrain;124
01209;Léaz;Séisme;13
01210;Lélex;Inondation;11
01210;Lélex;Par une crue à débordement lent de cours d'eau;112
01210;Lélex;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01210;Lélex;Mouvement de terrain;12
01210;Lélex;Glissement de terrain;124
01210;Lélex;Séisme;13
01210;Lélex;Avalanche;14
01211;Lent;Inondation;11
01211;Lent;Par une crue à débordement lent de cours d'eau;112
01211;Lent;Séisme;13
01211;Lent;Transport de marchandises dangereuses;24
01212;Lescheroux;Inondation;11
01212;Lescheroux;Par une crue à débordement lent de cours d'eau;112
01212;Lescheroux;Séisme;13
01212;Lescheroux;Transport de marchandises dangereuses;24
01213;Leyment;Inondation;11
01213;Leyment;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01213;Leyment;Séisme;13
01213;Leyment;Rupture de barrage;23
01213;Leyment;Transport de marchandises dangereuses;24
01214;Leyssard;Séisme;13
01215;Surjoux-Lhopital;Mouvement de terrain;12
01215;Surjoux-Lhopital;Eboulement ou chutes de pierres et de blocs;123
01215;Surjoux-Lhopital;Séisme;13
01215;Surjoux-Lhopital;Rupture de barrage;23
01216;Lhuis;Inondation;11
01216;Lhuis;Par une crue à débordement lent de cours d'eau;112
01216;Lhuis;Séisme;13
01219;Lompnas;Séisme;13
01224;Loyettes;Inondation;11
01224;Loyettes;Par une crue à débordement lent de cours d'eau;112
01224;Loyettes;Séisme;13
01224;Loyettes;Nucléaire;22
01224;Loyettes;Rupture de barrage;23
01225;Lurcy;Inondation;11
01225;Lurcy;Par une crue à débordement lent de cours d'eau;112
01225;Lurcy;Séisme;13
01227;Magnieu;Mouvement de terrain;12
01227;Magnieu;Eboulement ou chutes de pierres et de blocs;123
01227;Magnieu;Séisme;13
01227;Magnieu;Rupture de barrage;23
01228;Maillat;Inondation;11
01228;Maillat;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01228;Maillat;Séisme;13
01228;Maillat;Transport de marchandises dangereuses;24
01229;Malafretaz;Inondation;11
01229;Malafretaz;Par une crue à débordement lent de cours d'eau;112
01229;Malafretaz;Séisme;13
01230;Mantenay-Montlin;Inondation;11
01230;Mantenay-Montlin;Par une crue à débordement lent de cours d'eau;112
01230;Mantenay-Montlin;Séisme;13
01231;Manziat;Inondation;11
01231;Manziat;Par une crue à débordement lent de cours d'eau;112
01231;Manziat;Séisme;13
01231;Manziat;Transport de marchandises dangereuses;24
01232;Marboz;Inondation;11
01232;Marboz;Par une crue à débordement lent de cours d'eau;112
01232;Marboz;Séisme;13
01232;Marboz;Transport de marchandises dangereuses;24
01233;Marchamp;Séisme;13
01234;Marignieu;Séisme;13
01235;Marlieux;Inondation;11
01235;Marlieux;Par une crue à débordement lent de cours d'eau;112
01235;Marlieux;Séisme;13
01236;Marsonnas;Séisme;13
01237;Martignat;Inondation;11
01237;Martignat;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01237;Martignat;Séisme;13
01237;Martignat;Transport de marchandises dangereuses;24
01238;Massieux;Inondation;11
01238;Massieux;Par une crue à débordement lent de cours d'eau;112
01238;Massieux;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01238;Massieux;Mouvement de terrain;12
01238;Massieux;Glissement de terrain;124
01238;Massieux;Séisme;13
01239;Massignieu-de-Rives;Inondation;11
01239;Massignieu-de-Rives;Par une crue à débordement lent de cours d'eau;112
01239;Massignieu-de-Rives;Séisme;13
01239;Massignieu-de-Rives;Rupture de barrage;23
01240;Matafelon-Granges;Inondation;11
01240;Matafelon-Granges;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01240;Matafelon-Granges;Mouvement de terrain;12
01240;Matafelon-Granges;Eboulement ou chutes de pierres et de blocs;123
01240;Matafelon-Granges;Séisme;13
01240;Matafelon-Granges;Rupture de barrage;23
01240;Matafelon-Granges;Transport de marchandises dangereuses;24
01241;Meillonnas;Inondation;11
01241;Meillonnas;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01241;Meillonnas;Séisme;13
01241;Meillonnas;Transport de marchandises dangereuses;24
01242;Mérignat;Séisme;13
01243;Messimy-sur-Saône;Inondation;11
01243;Messimy-sur-Saône;Par une crue à débordement lent de cours d'eau;112
01243;Messimy-sur-Saône;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01243;Messimy-sur-Saône;Séisme;13
01243;Messimy-sur-Saône;Transport de marchandises dangereuses;24
01244;Meximieux;Inondation;11
01244;Meximieux;Par une crue à débordement lent de cours d'eau;112
01244;Meximieux;Mouvement de terrain;12
01244;Meximieux;Glissement de terrain;124
01244;Meximieux;Séisme;13
01244;Meximieux;Rupture de barrage;23
01244;Meximieux;Transport de marchandises dangereuses;24
01245;Bohas-Meyriat-Rignat;Inondation;11
01245;Bohas-Meyriat-Rignat;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01245;Bohas-Meyriat-Rignat;Séisme;13
01246;Mézériat;Inondation;11
01246;Mézériat;Par une crue à débordement lent de cours d'eau;112
01246;Mézériat;Séisme;13
01246;Mézériat;Transport de marchandises dangereuses;24
01247;Mijoux;Inondation;11
01247;Mijoux;Par une crue à débordement lent de cours d'eau;112
01247;Mijoux;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01247;Mijoux;Mouvement de terrain;12
01247;Mijoux;Eboulement ou chutes de pierres et de blocs;123
01247;Mijoux;Glissement de terrain;124
01247;Mijoux;Séisme;13
01247;Mijoux;Avalanche;14
01248;Mionnay;Séisme;13
01248;Mionnay;Transport de marchandises dangereuses;24
01249;Miribel;Inondation;11
01249;Miribel;Par une crue à débordement lent de cours d'eau;112
01249;Miribel;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01249;Miribel;Mouvement de terrain;12
01249;Miribel;Glissement de terrain;124
01249;Miribel;Séisme;13
01249;Miribel;Rupture de barrage;23
01249;Miribel;Transport de marchandises dangereuses;24
01250;Misérieux;Inondation;11
01250;Misérieux;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01250;Misérieux;Séisme;13
01250;Misérieux;Transport de marchandises dangereuses;24
01252;Mogneneins;Inondation;11
01252;Mogneneins;Par une crue à débordement lent de cours d'eau;112
01252;Mogneneins;Séisme;13
01254;Montagnat;Inondation;11
01254;Montagnat;Par une crue à débordement lent de cours d'eau;112
01254;Montagnat;Séisme;13
01254;Montagnat;Transport de marchandises dangereuses;24
01255;Montagnieu;Inondation;11
01255;Montagnieu;Par une crue à débordement lent de cours d'eau;112
01255;Montagnieu;Mouvement de terrain;12
01255;Montagnieu;Eboulement ou chutes de pierres et de blocs;123
01255;Montagnieu;Glissement de terrain;124
01255;Montagnieu;Séisme;13
01257;Montanges;Séisme;13
01258;Montceaux;Séisme;13
01259;Montcet;Inondation;11
01259;Montcet;Par une crue à débordement lent de cours d'eau;112
01259;Montcet;Séisme;13
01260;Le Montellier;Séisme;13
01261;Monthieux;Séisme;13
01261;Monthieux;Transport de marchandises dangereuses;24
01262;Montluel;Inondation;11
01262;Montluel;Par une crue à débordement lent de cours d'eau;112
01262;Montluel;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01262;Montluel;Mouvement de terrain;12
01262;Montluel;Glissement de terrain;124
01262;Montluel;Séisme;13
01262;Montluel;Transport de marchandises dangereuses;24
01263;Montmerle-sur-Saône;Inondation;11
01263;Montmerle-sur-Saône;Par une crue à débordement lent de cours d'eau;112
01263;Montmerle-sur-Saône;Séisme;13
01264;Montracol;Inondation;11
01264;Montracol;Par une crue à débordement lent de cours d'eau;112
01264;Montracol;Séisme;13
01264;Montracol;Transport de marchandises dangereuses;24
01265;Montréal-la-Cluse;Inondation;11
01265;Montréal-la-Cluse;Par une crue à débordement lent de cours d'eau;112
01265;Montréal-la-Cluse;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01265;Montréal-la-Cluse;Mouvement de terrain;12
01265;Montréal-la-Cluse;Eboulement ou chutes de pierres et de blocs;123
01265;Montréal-la-Cluse;Glissement de terrain;124
01265;Montréal-la-Cluse;Séisme;13
01266;Montrevel-en-Bresse;Inondation;11
01266;Montrevel-en-Bresse;Par une crue à débordement lent de cours d'eau;112
01266;Montrevel-en-Bresse;Séisme;13
01267;Nurieux-Volognat;Inondation;11
01267;Nurieux-Volognat;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01267;Nurieux-Volognat;Séisme;13
01268;Murs-et-Gélignieux;Inondation;11
01268;Murs-et-Gélignieux;Par une crue à débordement lent de cours d'eau;112
01268;Murs-et-Gélignieux;Séisme;13
01268;Murs-et-Gélignieux;Rupture de barrage;23
01268;Murs-et-Gélignieux;Transport de marchandises dangereuses;24
01269;Nantua;Inondation;11
01269;Nantua;Par une crue à débordement lent de cours d'eau;112
01269;Nantua;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01269;Nantua;Mouvement de terrain;12
01269;Nantua;Eboulement ou chutes de pierres et de blocs;123
01269;Nantua;Glissement de terrain;124
01269;Nantua;Séisme;13
01269;Nantua;Avalanche;14
01272;Neuville-les-Dames;Inondation;11
01272;Neuville-les-Dames;Par une crue à débordement lent de cours d'eau;112
01272;Neuville-les-Dames;Séisme;13
01272;Neuville-les-Dames;Transport de marchandises dangereuses;24
01273;Neuville-sur-Ain;Inondation;11
01273;Neuville-sur-Ain;Par une crue à débordement lent de cours d'eau;112
01273;Neuville-sur-Ain;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01273;Neuville-sur-Ain;Mouvement de terrain;12
01273;Neuville-sur-Ain;Glissement de terrain;124
01273;Neuville-sur-Ain;Séisme;13
01273;Neuville-sur-Ain;Rupture de barrage;23
01274;Les Neyrolles;Inondation;11
01274;Les Neyrolles;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01274;Les Neyrolles;Mouvement de terrain;12
01274;Les Neyrolles;Eboulement ou chutes de pierres et de blocs;123
01274;Les Neyrolles;Glissement de terrain;124
01274;Les Neyrolles;Séisme;13
01274;Les Neyrolles;Avalanche;14
01275;Neyron;Inondation;11
01275;Neyron;Par une crue à débordement lent de cours d'eau;112
01275;Neyron;Mouvement de terrain;12
01275;Neyron;Glissement de terrain;124
01275;Neyron;Séisme;13
01275;Neyron;Rupture de barrage;23
01275;Neyron;Transport de marchandises dangereuses;24
01276;Niévroz;Inondation;11
01276;Niévroz;Par une crue à débordement lent de cours d'eau;112
01276;Niévroz;Séisme;13
01276;Niévroz;Rupture de barrage;23
01276;Niévroz;Transport de marchandises dangereuses;24
01277;Nivollet-Montgriffon;Séisme;13
01279;Oncieu;Inondation;11
01279;Oncieu;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01279;Oncieu;Mouvement de terrain;12
01279;Oncieu;Eboulement ou chutes de pierres et de blocs;123
01279;Oncieu;Séisme;13
01280;Ordonnaz;Mouvement de terrain;12
01280;Ordonnaz;Eboulement ou chutes de pierres et de blocs;123
01280;Ordonnaz;Séisme;13
01281;Ornex;Séisme;13
01281;Ornex;Nucléaire;22
01282;Outriaz;Mouvement de terrain;12
01282;Outriaz;Eboulement ou chutes de pierres et de blocs;123
01282;Outriaz;Séisme;13
01283;Oyonnax;Inondation;11
01283;Oyonnax;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01283;Oyonnax;Séisme;13
01283;Oyonnax;Transport de marchandises dangereuses;24
01284;Ozan;Inondation;11
01284;Ozan;Par une crue à débordement lent de cours d'eau;112
01284;Ozan;Séisme;13
01284;Ozan;Transport de marchandises dangereuses;24
01285;Parcieux;Inondation;11
01285;Parcieux;Par une crue à débordement lent de cours d'eau;112
01285;Parcieux;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01285;Parcieux;Mouvement de terrain;12
01285;Parcieux;Glissement de terrain;124
01285;Parcieux;Séisme;13
01286;Parves et Nattages;Inondation;11
01286;Parves et Nattages;Par une crue à débordement lent de cours d'eau;112
01286;Parves et Nattages;Mouvement de terrain;12
01286;Parves et Nattages;Eboulement ou chutes de pierres et de blocs;123
01286;Parves et Nattages;Séisme;13
01286;Parves et Nattages;Rupture de barrage;23
01288;Péron;Inondation;11
01288;Péron;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01288;Péron;Mouvement de terrain;12
01288;Péron;Glissement de terrain;124
01288;Péron;Séisme;13
01289;Péronnas;Inondation;11
01289;Péronnas;Par une crue à débordement lent de cours d'eau;112
01289;Péronnas;Séisme;13
01289;Péronnas;Transport de marchandises dangereuses;24
01290;Pérouges;Inondation;11
01290;Pérouges;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01290;Pérouges;Mouvement de terrain;12
01290;Pérouges;Glissement de terrain;124
01290;Pérouges;Séisme;13
01290;Pérouges;Rupture de barrage;23
01290;Pérouges;Transport de marchandises dangereuses;24
01291;Perrex;Inondation;11
01291;Perrex;Par une crue à débordement lent de cours d'eau;112
01291;Perrex;Séisme;13
01293;Peyriat;Séisme;13
01294;Peyrieu;Inondation;11
01294;Peyrieu;Par une crue à débordement lent de cours d'eau;112
01294;Peyrieu;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01294;Peyrieu;Séisme;13
01294;Peyrieu;Rupture de barrage;23
01294;Peyrieu;Transport de marchandises dangereuses;24
01295;Peyzieux-sur-Saône;Inondation;11
01295;Peyzieux-sur-Saône;Par une crue à débordement lent de cours d'eau;112
01295;Peyzieux-sur-Saône;Séisme;13
01296;Pirajoux;Inondation;11
01296;Pirajoux;Par une crue à débordement lent de cours d'eau;112
01296;Pirajoux;Séisme;13
01296;Pirajoux;Transport de marchandises dangereuses;24
01297;Pizay;Séisme;13
01297;Pizay;Transport de marchandises dangereuses;24
01298;Plagne;Séisme;13
01299;Le Plantay;Inondation;11
01299;Le Plantay;Par une crue à débordement lent de cours d'eau;112
01299;Le Plantay;Séisme;13
01299;Le Plantay;Transport de marchandises dangereuses;24
01301;Polliat;Inondation;11
01301;Polliat;Par une crue à débordement lent de cours d'eau;112
01301;Polliat;Séisme;13
01301;Polliat;Transport de marchandises dangereuses;24
01302;Pollieu;Inondation;11
01302;Pollieu;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01302;Pollieu;Séisme;13
01302;Pollieu;Rupture de barrage;23
01303;Poncin;Inondation;11
01303;Poncin;Par une crue à débordement lent de cours d'eau;112
01303;Poncin;Séisme;13
01303;Poncin;Rupture de barrage;23
01304;Pont-d'Ain;Inondation;11
01304;Pont-d'Ain;Par une crue à débordement lent de cours d'eau;112
01304;Pont-d'Ain;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01304;Pont-d'Ain;Mouvement de terrain;12
01304;Pont-d'Ain;Glissement de terrain;124
01304;Pont-d'Ain;Séisme;13
01304;Pont-d'Ain;Rupture de barrage;23
01305;Pont-de-Vaux;Inondation;11
01305;Pont-de-Vaux;Par une crue à débordement lent de cours d'eau;112
01305;Pont-de-Vaux;Séisme;13
01305;Pont-de-Vaux;Transport de marchandises dangereuses;24
01306;Pont-de-Veyle;Inondation;11
01306;Pont-de-Veyle;Par une crue à débordement lent de cours d'eau;112
01306;Pont-de-Veyle;Séisme;13
01307;Port;Inondation;11
01307;Port;Par une crue à débordement lent de cours d'eau;112
01307;Port;Mouvement de terrain;12
01307;Port;Eboulement ou chutes de pierres et de blocs;123
01307;Port;Séisme;13
01307;Port;Transport de marchandises dangereuses;24
01308;Pougny;Mouvement de terrain;12
01308;Pougny;Glissement de terrain;124
01308;Pougny;Séisme;13
01309;Pouillat;Séisme;13
01309;Pouillat;Transport de marchandises dangereuses;24
01310;Prémeyzel;Séisme;13
01311;Prémillieu;Séisme;13
01313;Prévessin-Moëns;Inondation;11
01313;Prévessin-Moëns;Par une crue à débordement lent de cours d'eau;112
01313;Prévessin-Moëns;Par une crue torrentielle ou à montée rapide de cours d'eau;113
01313;Prévessin-Moëns;Séisme;13
01313;Prévessin-Moëns;Nucléaire;22
01313;Prévessin-Moëns;Transport de marchandises dangereuses;24
01314;Priay;Inondation;11
