cod_commune;lib_commune;lib_risque;num_risque
38466;Saint-Vincent-de-Mercuze;Rupture de barrage;23
38466;Saint-Vincent-de-Mercuze;Transport de marchandises dangereuses;24
38467;Salagnon;Inondation;11
38467;Salagnon;Par une crue à débordement lent de cours d'eau;112
38467;Salagnon;Séisme;13
38468;Salaise-sur-Sanne;Inondation;11
38468;Salaise-sur-Sanne;Par une crue à débordement lent de cours d'eau;112
38468;Salaise-sur-Sanne;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38468;Salaise-sur-Sanne;Séisme;13
38468;Salaise-sur-Sanne;Risque industriel;21
38468;Salaise-sur-Sanne;Effet thermique;211
38468;Salaise-sur-Sanne;Effet de surpression;212
38468;Salaise-sur-Sanne;Effet toxique;213
38468;Salaise-sur-Sanne;Rupture de barrage;23
38468;Salaise-sur-Sanne;Transport de marchandises dangereuses;24
38469;La Salette-Fallavaux;Inondation;11
38469;La Salette-Fallavaux;Par une crue à débordement lent de cours d'eau;112
38469;La Salette-Fallavaux;Mouvement de terrain;12
38469;La Salette-Fallavaux;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38469;La Salette-Fallavaux;Séisme;13
38470;La Salle-en-Beaumont;Inondation;11
38470;La Salle-en-Beaumont;Par une crue à débordement lent de cours d'eau;112
38470;La Salle-en-Beaumont;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38470;La Salle-en-Beaumont;Par ruissellement et coulée de boue;114
38470;La Salle-en-Beaumont;Par remontées de nappes naturelles;116
38470;La Salle-en-Beaumont;Mouvement de terrain;12
38470;La Salle-en-Beaumont;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38470;La Salle-en-Beaumont;Eboulement ou chutes de pierres et de blocs;123
38470;La Salle-en-Beaumont;Glissement de terrain;124
38470;La Salle-en-Beaumont;Séisme;13
38470;La Salle-en-Beaumont;Avalanche;14
38470;La Salle-en-Beaumont;Rupture de barrage;23
38471;Le Sappey-en-Chartreuse;Inondation;11
38471;Le Sappey-en-Chartreuse;Par une crue à débordement lent de cours d'eau;112
38471;Le Sappey-en-Chartreuse;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38471;Le Sappey-en-Chartreuse;Par ruissellement et coulée de boue;114
38471;Le Sappey-en-Chartreuse;Par remontées de nappes naturelles;116
38471;Le Sappey-en-Chartreuse;Mouvement de terrain;12
38471;Le Sappey-en-Chartreuse;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38471;Le Sappey-en-Chartreuse;Eboulement ou chutes de pierres et de blocs;123
38471;Le Sappey-en-Chartreuse;Glissement de terrain;124
38471;Le Sappey-en-Chartreuse;Séisme;13
38471;Le Sappey-en-Chartreuse;Avalanche;14
38472;Sarcenas;Inondation;11
38472;Sarcenas;Par une crue à débordement lent de cours d'eau;112
38472;Sarcenas;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38472;Sarcenas;Par ruissellement et coulée de boue;114
38472;Sarcenas;Par remontées de nappes naturelles;116
38472;Sarcenas;Mouvement de terrain;12
38472;Sarcenas;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38472;Sarcenas;Eboulement ou chutes de pierres et de blocs;123
38472;Sarcenas;Glissement de terrain;124
38472;Sarcenas;Séisme;13
38472;Sarcenas;Avalanche;14
38473;Sardieu;Inondation;11
38473;Sardieu;Par une crue à débordement lent de cours d'eau;112
38473;Sardieu;Séisme;13
38473;Sardieu;Transport de marchandises dangereuses;24
38474;Sassenage;Inondation;11
38474;Sassenage;Par une crue à débordement lent de cours d'eau;112
38474;Sassenage;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38474;Sassenage;Par ruissellement et coulée de boue;114
38474;Sassenage;Par remontées de nappes naturelles;116
38474;Sassenage;Mouvement de terrain;12
38474;Sassenage;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38474;Sassenage;Eboulement ou chutes de pierres et de blocs;123
38474;Sassenage;Glissement de terrain;124
38474;Sassenage;Séisme;13
38474;Sassenage;Feu de forêt;16
38474;Sassenage;Rupture de barrage;23
38474;Sassenage;Transport de marchandises dangereuses;24
38475;Satolas-et-Bonce;Inondation;11
38475;Satolas-et-Bonce;Par une crue à débordement lent de cours d'eau;112
38475;Satolas-et-Bonce;Mouvement de terrain;12
38475;Satolas-et-Bonce;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38475;Satolas-et-Bonce;Séisme;13
38475;Satolas-et-Bonce;Transport de marchandises dangereuses;24
38476;Savas-Mépin;Inondation;11
38476;Savas-Mépin;Par une crue à débordement lent de cours d'eau;112
38476;Savas-Mépin;Séisme;13
38476;Savas-Mépin;Transport de marchandises dangereuses;24
38478;Séchilienne;Inondation;11
38478;Séchilienne;Par une crue à débordement lent de cours d'eau;112
38478;Séchilienne;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38478;Séchilienne;Par remontées de nappes naturelles;116
38478;Séchilienne;Mouvement de terrain;12
38478;Séchilienne;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38478;Séchilienne;Eboulement ou chutes de pierres et de blocs;123
38478;Séchilienne;Glissement de terrain;124
38478;Séchilienne;Séisme;13
38478;Séchilienne;Risque industriel;21
38478;Séchilienne;Effet thermique;211
38478;Séchilienne;Rupture de barrage;23
38479;Porte-des-Bonnevaux;Inondation;11
38479;Porte-des-Bonnevaux;Par une crue à débordement lent de cours d'eau;112
38479;Porte-des-Bonnevaux;Mouvement de terrain;12
38479;Porte-des-Bonnevaux;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38479;Porte-des-Bonnevaux;Séisme;13
38480;Septème;Inondation;11
38480;Septème;Par une crue à débordement lent de cours d'eau;112
38480;Septème;Séisme;13
38480;Septème;Transport de marchandises dangereuses;24
38481;Sérézin-de-la-Tour;Inondation;11
38481;Sérézin-de-la-Tour;Par une crue à débordement lent de cours d'eau;112
38481;Sérézin-de-la-Tour;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38481;Sérézin-de-la-Tour;Par remontées de nappes naturelles;116
38481;Sérézin-de-la-Tour;Mouvement de terrain;12
38481;Sérézin-de-la-Tour;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38481;Sérézin-de-la-Tour;Séisme;13
38481;Sérézin-de-la-Tour;Transport de marchandises dangereuses;24
38483;Sermérieu;Séisme;13
38484;Serpaize;Inondation;11
38484;Serpaize;Par une crue à débordement lent de cours d'eau;112
38484;Serpaize;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38484;Serpaize;Séisme;13
38484;Serpaize;Risque industriel;21
38484;Serpaize;Effet thermique;211
38484;Serpaize;Effet de surpression;212
38484;Serpaize;Transport de marchandises dangereuses;24
38485;Seyssinet-Pariset;Inondation;11
38485;Seyssinet-Pariset;Par une crue à débordement lent de cours d'eau;112
38485;Seyssinet-Pariset;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38485;Seyssinet-Pariset;Par ruissellement et coulée de boue;114
38485;Seyssinet-Pariset;Par remontées de nappes naturelles;116
38485;Seyssinet-Pariset;Mouvement de terrain;12
38485;Seyssinet-Pariset;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38485;Seyssinet-Pariset;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38485;Seyssinet-Pariset;Eboulement ou chutes de pierres et de blocs;123
38485;Seyssinet-Pariset;Glissement de terrain;124
38485;Seyssinet-Pariset;Séisme;13
38485;Seyssinet-Pariset;Avalanche;14
38485;Seyssinet-Pariset;Feu de forêt;16
38485;Seyssinet-Pariset;Risque industriel;21
38485;Seyssinet-Pariset;Effet thermique;211
38485;Seyssinet-Pariset;Rupture de barrage;23
38485;Seyssinet-Pariset;Transport de marchandises dangereuses;24
38486;Seyssins;Inondation;11
38486;Seyssins;Par une crue à débordement lent de cours d'eau;112
38486;Seyssins;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38486;Seyssins;Par ruissellement et coulée de boue;114
38486;Seyssins;Par remontées de nappes naturelles;116
38486;Seyssins;Mouvement de terrain;12
38486;Seyssins;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38486;Seyssins;Eboulement ou chutes de pierres et de blocs;123
38486;Seyssins;Glissement de terrain;124
38486;Seyssins;Séisme;13
38486;Seyssins;Avalanche;14
38486;Seyssins;Feu de forêt;16
38486;Seyssins;Risque industriel;21
38486;Seyssins;Effet thermique;211
38486;Seyssins;Rupture de barrage;23
38486;Seyssins;Transport de marchandises dangereuses;24
38487;Seyssuel;Inondation;11
38487;Seyssuel;Par une crue à débordement lent de cours d'eau;112
38487;Seyssuel;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38487;Seyssuel;Séisme;13
38487;Seyssuel;Rupture de barrage;23
38487;Seyssuel;Transport de marchandises dangereuses;24
38488;Siccieu-Saint-Julien-et-Carisieu;Séisme;13
38488;Siccieu-Saint-Julien-et-Carisieu;Rupture de barrage;23
38489;Siévoz;Inondation;11
38489;Siévoz;Par une crue à débordement lent de cours d'eau;112
38489;Siévoz;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38489;Siévoz;Par ruissellement et coulée de boue;114
38489;Siévoz;Mouvement de terrain;12
38489;Siévoz;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38489;Siévoz;Eboulement ou chutes de pierres et de blocs;123
38489;Siévoz;Glissement de terrain;124
38489;Siévoz;Séisme;13
38490;Sillans;Inondation;11
38490;Sillans;Par une crue à débordement lent de cours d'eau;112
38490;Sillans;Mouvement de terrain;12
38490;Sillans;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38490;Sillans;Séisme;13
38490;Sillans;Risque industriel;21
38490;Sillans;Effet thermique;211
38490;Sillans;Transport de marchandises dangereuses;24
38492;Sinard;Inondation;11
38492;Sinard;Par une crue à débordement lent de cours d'eau;112
38492;Sinard;Par remontées de nappes naturelles;116
38492;Sinard;Mouvement de terrain;12
38492;Sinard;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38492;Sinard;Eboulement ou chutes de pierres et de blocs;123
38492;Sinard;Glissement de terrain;124
38492;Sinard;Séisme;13
38492;Sinard;Rupture de barrage;23
38492;Sinard;Transport de marchandises dangereuses;24
38494;Soleymieu;Séisme;13
38494;Soleymieu;Rupture de barrage;23
38494;Soleymieu;Transport de marchandises dangereuses;24
38495;La Sône;Mouvement de terrain;12
38495;La Sône;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38495;La Sône;Séisme;13
38495;La Sône;Rupture de barrage;23
38496;Sonnay;Inondation;11
38496;Sonnay;Par une crue à débordement lent de cours d'eau;112
38496;Sonnay;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38496;Sonnay;Par ruissellement et coulée de boue;114
38496;Sonnay;Mouvement de terrain;12
38496;Sonnay;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38496;Sonnay;Glissement de terrain;124
38496;Sonnay;Séisme;13
38497;Sousville;Inondation;11
38497;Sousville;Par une crue à débordement lent de cours d'eau;112
38497;Sousville;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38497;Sousville;Par remontées de nappes naturelles;116
38497;Sousville;Mouvement de terrain;12
38497;Sousville;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38497;Sousville;Eboulement ou chutes de pierres et de blocs;123
38497;Sousville;Glissement de terrain;124
38497;Sousville;Séisme;13
38498;Succieu;Inondation;11
38498;Succieu;Par une crue à débordement lent de cours d'eau;112
38498;Succieu;Mouvement de terrain;12
38498;Succieu;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38498;Succieu;Séisme;13
38499;Susville;Inondation;11
38499;Susville;Par une crue à débordement lent de cours d'eau;112
38499;Susville;Mouvement de terrain;12
38499;Susville;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38499;Susville;Séisme;13
38499;Susville;Affaissement minier;31
38499;Susville;Effondrements généralisés;311
38499;Susville;Effondrements localisés;312
38499;Susville;Tassements;314
38499;Susville;Glissements ou mouvements de pente;315
38499;Susville;Inondations de terrains miniers;32
38499;Susville;Pollution des eaux souterraines et de surface;321
38499;Susville;Emissions en surface de gaz de mine;33
38499;Susville;Echauffement des terrains de dépôts;34
38500;Têche;Inondation;11
38500;Têche;Par une crue à débordement lent de cours d'eau;112
38500;Têche;Mouvement de terrain;12
38500;Têche;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38500;Têche;Séisme;13
38500;Têche;Rupture de barrage;23
38501;Tencin;Inondation;11
38501;Tencin;Par une crue à débordement lent de cours d'eau;112
38501;Tencin;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38501;Tencin;Par ruissellement et coulée de boue;114
38501;Tencin;Par remontées de nappes naturelles;116
38501;Tencin;Mouvement de terrain;12
38501;Tencin;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38501;Tencin;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38501;Tencin;Eboulement ou chutes de pierres et de blocs;123
38501;Tencin;Glissement de terrain;124
38501;Tencin;Séisme;13
38501;Tencin;Rupture de barrage;23
38501;Tencin;Transport de marchandises dangereuses;24
38503;La Terrasse;Inondation;11
38503;La Terrasse;Par une crue à débordement lent de cours d'eau;112
38503;La Terrasse;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38503;La Terrasse;Par ruissellement et coulée de boue;114
38503;La Terrasse;Par remontées de nappes naturelles;116
38503;La Terrasse;Mouvement de terrain;12
38503;La Terrasse;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38503;La Terrasse;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38503;La Terrasse;Eboulement ou chutes de pierres et de blocs;123
38503;La Terrasse;Glissement de terrain;124
38503;La Terrasse;Séisme;13
38503;La Terrasse;Feu de forêt;16
38503;La Terrasse;Rupture de barrage;23
38504;Theys;Inondation;11
38504;Theys;Par une crue à débordement lent de cours d'eau;112
38504;Theys;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38504;Theys;Par remontées de nappes naturelles;116
38504;Theys;Mouvement de terrain;12
38504;Theys;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38504;Theys;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38504;Theys;Eboulement ou chutes de pierres et de blocs;123
38504;Theys;Glissement de terrain;124
38504;Theys;Séisme;13
38504;Theys;Avalanche;14
38505;Thodure;Inondation;11
38505;Thodure;Par une crue à débordement lent de cours d'eau;112
38505;Thodure;Mouvement de terrain;12
38505;Thodure;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38505;Thodure;Séisme;13
38505;Thodure;Transport de marchandises dangereuses;24
38507;Tignieu-Jameyzieu;Inondation;11
38507;Tignieu-Jameyzieu;Par une crue à débordement lent de cours d'eau;112
38507;Tignieu-Jameyzieu;Séisme;13
38507;Tignieu-Jameyzieu;Rupture de barrage;23
38507;Tignieu-Jameyzieu;Transport de marchandises dangereuses;24
38508;Torchefelon;Inondation;11
38508;Torchefelon;Par une crue à débordement lent de cours d'eau;112
38508;Torchefelon;Séisme;13
38508;Torchefelon;Affaissement minier;31
38508;Torchefelon;Tassements;314
38508;Torchefelon;Emissions en surface de gaz de mine;33
38509;La Tour-du-Pin;Inondation;11
38509;La Tour-du-Pin;Par une crue à débordement lent de cours d'eau;112
38509;La Tour-du-Pin;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38509;La Tour-du-Pin;Par ruissellement et coulée de boue;114
38509;La Tour-du-Pin;Par remontées de nappes naturelles;116
38509;La Tour-du-Pin;Mouvement de terrain;12
38509;La Tour-du-Pin;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38509;La Tour-du-Pin;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38509;La Tour-du-Pin;Glissement de terrain;124
38509;La Tour-du-Pin;Séisme;13
38509;La Tour-du-Pin;Transport de marchandises dangereuses;24
38509;La Tour-du-Pin;Affaissement minier;31
38509;La Tour-du-Pin;Effondrements localisés;312
38511;Le Touvet;Inondation;11
38511;Le Touvet;Par une crue à débordement lent de cours d'eau;112
38511;Le Touvet;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38511;Le Touvet;Par ruissellement et coulée de boue;114
38511;Le Touvet;Par remontées de nappes naturelles;116
38511;Le Touvet;Mouvement de terrain;12
38511;Le Touvet;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38511;Le Touvet;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38511;Le Touvet;Eboulement ou chutes de pierres et de blocs;123
38511;Le Touvet;Glissement de terrain;124
38511;Le Touvet;Séisme;13
38511;Le Touvet;Feu de forêt;16
38511;Le Touvet;Risque industriel;21
38511;Le Touvet;Effet thermique;211
38511;Le Touvet;Rupture de barrage;23
38511;Le Touvet;Transport de marchandises dangereuses;24
38512;Tramolé;Séisme;13
38512;Tramolé;Transport de marchandises dangereuses;24
38513;Treffort;Inondation;11
38513;Treffort;Par une crue à débordement lent de cours d'eau;112
38513;Treffort;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38513;Treffort;Mouvement de terrain;12
38513;Treffort;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38513;Treffort;Eboulement ou chutes de pierres et de blocs;123
38513;Treffort;Glissement de terrain;124
38513;Treffort;Séisme;13
38513;Treffort;Avalanche;14
38513;Treffort;Rupture de barrage;23
38513;Treffort;Transport de marchandises dangereuses;24
38514;Tréminis;Inondation;11
38514;Tréminis;Par une crue à débordement lent de cours d'eau;112
38514;Tréminis;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38514;Tréminis;Mouvement de terrain;12
38514;Tréminis;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38514;Tréminis;Eboulement ou chutes de pierres et de blocs;123
38514;Tréminis;Glissement de terrain;124
38514;Tréminis;Séisme;13
38514;Tréminis;Avalanche;14
38515;Trept;Inondation;11
38515;Trept;Par une crue à débordement lent de cours d'eau;112
38515;Trept;Séisme;13
38515;Trept;Transport de marchandises dangereuses;24
38516;La Tronche;Inondation;11
38516;La Tronche;Par une crue à débordement lent de cours d'eau;112
38516;La Tronche;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38516;La Tronche;Par ruissellement et coulée de boue;114
38516;La Tronche;Mouvement de terrain;12
38516;La Tronche;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38516;La Tronche;Eboulement ou chutes de pierres et de blocs;123
38516;La Tronche;Glissement de terrain;124
38516;La Tronche;Séisme;13
38516;La Tronche;Feu de forêt;16
38516;La Tronche;Rupture de barrage;23
38516;La Tronche;Transport de marchandises dangereuses;24
38517;Tullins;Inondation;11
38517;Tullins;Par une crue à débordement lent de cours d'eau;112
38517;Tullins;Par ruissellement et coulée de boue;114
38517;Tullins;Séisme;13
38517;Tullins;Rupture de barrage;23
38517;Tullins;Transport de marchandises dangereuses;24
38518;Valbonnais;Inondation;11
38518;Valbonnais;Par une crue à débordement lent de cours d'eau;112
38518;Valbonnais;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38518;Valbonnais;Par remontées de nappes naturelles;116
38518;Valbonnais;Mouvement de terrain;12
38518;Valbonnais;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38518;Valbonnais;Eboulement ou chutes de pierres et de blocs;123
38518;Valbonnais;Séisme;13
38518;Valbonnais;Avalanche;14
38519;Valencin;Inondation;11
38519;Valencin;Par une crue à débordement lent de cours d'eau;112
38519;Valencin;Par ruissellement et coulée de boue;114
38519;Valencin;Séisme;13
38519;Valencin;Transport de marchandises dangereuses;24
38520;Valencogne;Séisme;13
38521;La Valette;Inondation;11
38521;La Valette;Par une crue à débordement lent de cours d'eau;112
38521;La Valette;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38521;La Valette;Par ruissellement et coulée de boue;114
38521;La Valette;Mouvement de terrain;12
38521;La Valette;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38521;La Valette;Eboulement ou chutes de pierres et de blocs;123
38521;La Valette;Glissement de terrain;124
38521;La Valette;Séisme;13
38521;La Valette;Avalanche;14
38522;Valjouffrey;Inondation;11
38522;Valjouffrey;Par une crue à débordement lent de cours d'eau;112
38522;Valjouffrey;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38522;Valjouffrey;Par ruissellement et coulée de boue;114
38522;Valjouffrey;Mouvement de terrain;12
38522;Valjouffrey;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38522;Valjouffrey;Eboulement ou chutes de pierres et de blocs;123
38522;Valjouffrey;Glissement de terrain;124
38522;Valjouffrey;Séisme;13
38522;Valjouffrey;Avalanche;14
38523;Varacieux;Inondation;11
38523;Varacieux;Par une crue à débordement lent de cours d'eau;112
38523;Varacieux;Mouvement de terrain;12
38523;Varacieux;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38523;Varacieux;Séisme;13
38524;Varces-Allières-et-Risset;Inondation;11
38524;Varces-Allières-et-Risset;Par une crue à débordement lent de cours d'eau;112
38524;Varces-Allières-et-Risset;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38524;Varces-Allières-et-Risset;Par ruissellement et coulée de boue;114
38524;Varces-Allières-et-Risset;Par remontées de nappes naturelles;116
38524;Varces-Allières-et-Risset;Mouvement de terrain;12
38524;Varces-Allières-et-Risset;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38524;Varces-Allières-et-Risset;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38524;Varces-Allières-et-Risset;Eboulement ou chutes de pierres et de blocs;123
38524;Varces-Allières-et-Risset;Glissement de terrain;124
38524;Varces-Allières-et-Risset;Séisme;13
38524;Varces-Allières-et-Risset;Avalanche;14
38524;Varces-Allières-et-Risset;Feu de forêt;16
38524;Varces-Allières-et-Risset;Risque industriel;21
38524;Varces-Allières-et-Risset;Effet thermique;211
38524;Varces-Allières-et-Risset;Effet de surpression;212
38524;Varces-Allières-et-Risset;Effet toxique;213
38524;Varces-Allières-et-Risset;Rupture de barrage;23
38524;Varces-Allières-et-Risset;Transport de marchandises dangereuses;24
38525;Vasselin;Séisme;13
38526;Vatilieu;Mouvement de terrain;12
38526;Vatilieu;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38526;Vatilieu;Séisme;13
38527;Vaujany;Inondation;11
38527;Vaujany;Par une crue à débordement lent de cours d'eau;112
38527;Vaujany;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38527;Vaujany;Par ruissellement et coulée de boue;114
38527;Vaujany;Mouvement de terrain;12
38527;Vaujany;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38527;Vaujany;Eboulement ou chutes de pierres et de blocs;123
38527;Vaujany;Glissement de terrain;124
38527;Vaujany;Séisme;13
38527;Vaujany;Avalanche;14
38527;Vaujany;Rupture de barrage;23
38527;Vaujany;Transport de marchandises dangereuses;24
38528;Vaulnaveys-le-Bas;Inondation;11
38528;Vaulnaveys-le-Bas;Par une crue à débordement lent de cours d'eau;112
38528;Vaulnaveys-le-Bas;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38528;Vaulnaveys-le-Bas;Par ruissellement et coulée de boue;114
38528;Vaulnaveys-le-Bas;Mouvement de terrain;12
38528;Vaulnaveys-le-Bas;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38528;Vaulnaveys-le-Bas;Eboulement ou chutes de pierres et de blocs;123
38528;Vaulnaveys-le-Bas;Glissement de terrain;124
38528;Vaulnaveys-le-Bas;Séisme;13
38528;Vaulnaveys-le-Bas;Risque industriel;21
38528;Vaulnaveys-le-Bas;Effet thermique;211
38528;Vaulnaveys-le-Bas;Rupture de barrage;23
38528;Vaulnaveys-le-Bas;Transport de marchandises dangereuses;24
38529;Vaulnaveys-le-Haut;Inondation;11
38529;Vaulnaveys-le-Haut;Par une crue à débordement lent de cours d'eau;112
38529;Vaulnaveys-le-Haut;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38529;Vaulnaveys-le-Haut;Par ruissellement et coulée de boue;114
38529;Vaulnaveys-le-Haut;Par remontées de nappes naturelles;116
38529;Vaulnaveys-le-Haut;Mouvement de terrain;12
38529;Vaulnaveys-le-Haut;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38529;Vaulnaveys-le-Haut;Eboulement ou chutes de pierres et de blocs;123
38529;Vaulnaveys-le-Haut;Glissement de terrain;124
38529;Vaulnaveys-le-Haut;Séisme;13
38529;Vaulnaveys-le-Haut;Risque industriel;21
38529;Vaulnaveys-le-Haut;Effet thermique;211
38529;Vaulnaveys-le-Haut;Transport de marchandises dangereuses;24
38530;Vaulx-Milieu;Inondation;11
38530;Vaulx-Milieu;Par une crue à débordement lent de cours d'eau;112
38530;Vaulx-Milieu;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38530;Vaulx-Milieu;Par remontées de nappes naturelles;116
38530;Vaulx-Milieu;Mouvement de terrain;12
38530;Vaulx-Milieu;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38530;Vaulx-Milieu;Séisme;13
38530;Vaulx-Milieu;Transport de marchandises dangereuses;24
38531;Velanne;Séisme;13
38532;Vénérieu;Inondation;11
38532;Vénérieu;Par une crue à débordement lent de cours d'eau;112
38532;Vénérieu;Séisme;13
38532;Vénérieu;Transport de marchandises dangereuses;24
38533;Venon;Inondation;11
38533;Venon;Par une crue à débordement lent de cours d'eau;112
38533;Venon;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38533;Venon;Par ruissellement et coulée de boue;114
38533;Venon;Mouvement de terrain;12
38533;Venon;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38533;Venon;Eboulement ou chutes de pierres et de blocs;123
38533;Venon;Glissement de terrain;124
38533;Venon;Séisme;13
38535;Vernas;Inondation;11
38535;Vernas;Par une crue à débordement lent de cours d'eau;112
38535;Vernas;Mouvement de terrain;12
38535;Vernas;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38535;Vernas;Séisme;13
38535;Vernas;Rupture de barrage;23
38536;Vernioz;Inondation;11
38536;Vernioz;Par une crue à débordement lent de cours d'eau;112
38536;Vernioz;Mouvement de terrain;12
38536;Vernioz;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38536;Vernioz;Séisme;13
38536;Vernioz;Rupture de barrage;23
38536;Vernioz;Transport de marchandises dangereuses;24
38537;La Verpillière;Inondation;11
38537;La Verpillière;Par une crue à débordement lent de cours d'eau;112
38537;La Verpillière;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38537;La Verpillière;Par remontées de nappes naturelles;116
38537;La Verpillière;Séisme;13
38537;La Verpillière;Transport de marchandises dangereuses;24
38538;Le Versoud;Inondation;11
38538;Le Versoud;Par une crue à débordement lent de cours d'eau;112
38538;Le Versoud;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38538;Le Versoud;Par ruissellement et coulée de boue;114
38538;Le Versoud;Par remontées de nappes naturelles;116
38538;Le Versoud;Mouvement de terrain;12
38538;Le Versoud;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38538;Le Versoud;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38538;Le Versoud;Glissement de terrain;124
38538;Le Versoud;Séisme;13
