cod_commune;lib_commune;dat_transmission_tim
50216;Graignes-Mesnil-Angot;2014-11-28 01:00:00
50569;Savigny;2014-11-28 01:00:00
64218;Estérençuby;2012-07-01 02:00:00
86264;Sommières-du-Clain;2012-07-04 02:00:00
51223;Écollemont;2014-07-16 02:00:00
12124;Lassouts;2013-09-13 02:00:00
64141;Boueilh-Boueilho-Lasque;2012-07-01 02:00:00
67397;Rhinau;2012-01-11 01:00:00
21515;Quetigny;2014-07-24 02:00:00
86089;Cuhon;2012-07-04 02:00:00
21624;Tellecey;2014-07-16 02:00:00
64043;Argelos;2012-07-01 02:00:00
71103;Charmoy;2013-01-07 01:00:00
71318;Montpont-en-Bresse;2013-05-15 02:00:00
15187;Saint-Flour;2014-09-01 02:00:00
86077;Civaux;2012-07-04 02:00:00
90030;Croix;2013-07-31 02:00:00
50609;Turqueville;2014-11-28 01:00:00
51415;Omey;2013-06-28 02:00:00
64205;Escos;2012-07-01 02:00:00
86049;Chalais;2012-07-04 02:00:00
50618;Varouville;2014-11-28 01:00:00
50222;Grosville;2014-11-28 01:00:00
10073;Chalette-sur-Voire;2012-03-06 01:00:00
71447;Saint-Mard-de-Vaux;2013-11-15 01:00:00
12002;Aguessac;2013-09-13 02:00:00
21574;Saint-Seine-sur-Vingeanne;2014-07-10 02:00:00
50540;Saint-Pierre-Langers;2014-11-28 01:00:00
64459;Préchacq-Navarrenx;2012-07-01 02:00:00
21542;Saint-Bernard;2014-07-11 02:00:00
71246;Juif;2013-05-15 02:00:00
90028;Courtelevant;2013-07-31 02:00:00
50496;Saint-Jean-le-Thomas;2014-11-28 01:00:00
67321;Neuviller-la-Roche;2012-01-05 01:00:00
64079;Aurions-Idernes;2012-07-01 02:00:00
86165;Montmorillon;2012-07-04 02:00:00
97606;Chirongui;2013-02-05 01:00:00
12149;Montclar;2013-09-13 02:00:00
29265;Sainte-Sève;2013-05-15 02:00:00
12221;Saint-Félix-de-Lunel;2013-09-13 02:00:00
90033;Delle;2013-07-31 02:00:00
90086;Romagny-sous-Rougemont;2013-07-31 02:00:00
86063;Chatain;2012-07-04 02:00:00
12265;Sébrazac;2013-09-13 02:00:00
64356;Luc-Armau;2012-07-01 02:00:00
12298;Villecomtal;2013-09-13 02:00:00
29094;Kernouës;2013-04-15 02:00:00
86047;Cernay;2012-07-04 02:00:00
50041;La Hague;2014-11-28 01:00:00
64414;Narp;2012-07-01 02:00:00
64466;Rivehaute;2012-07-01 02:00:00
71307;Montceaux-l'Étoile;2013-05-15 02:00:00
12207;Rullac-Saint-Cirq;2013-09-13 02:00:00
50151;Créances;2014-11-28 01:00:00
16027;Barbezières;2012-12-05 01:00:00
29245;Saint-Divy;2013-05-15 02:00:00
29241;Rosporden;2012-03-26 02:00:00
64525;Siros;2012-07-01 02:00:00
12066;Clairvaux-d'Aveyron;2013-09-13 02:00:00
12073;Comps-la-Grand-Ville;2013-09-13 02:00:00
50365;Muneville-sur-Mer;2014-11-28 01:00:00
71018;Bantanges;2013-01-07 01:00:00
10105;Courcelles-sur-Voire;2012-03-06 01:00:00
15122;Maurs;2014-09-01 02:00:00
29040;Le Conquet;2013-02-21 01:00:00
71189;Épervans;2013-01-07 01:00:00
29097;Lampaul-Guimiliau;2013-04-15 02:00:00
50004;Airel;2014-11-28 01:00:00
86130;Leugny;2012-07-04 02:00:00
64543;Urepel;2012-07-01 02:00:00
21175;Cirey-lès-Pontailler;2014-06-02 02:00:00
86260;Sérigny;2012-07-04 02:00:00
40129;Josse;2013-02-19 01:00:00
50479;Saint-Germain-de-Varreville;2014-11-28 01:00:00
71081;Champforgeuil;2013-01-07 01:00:00
29090;Kerlaz;2013-04-15 02:00:00
10051;Bouilly;2012-04-06 02:00:00
15114;Marcenat;2014-09-01 02:00:00
50533;Saint-Patrice-de-Claids;2014-11-28 01:00:00
50574;Servon;2014-11-28 01:00:00
71033;Bey;2013-01-07 01:00:00
64398;Montaner;2012-07-01 02:00:00
50036;Baupte;2014-11-28 01:00:00
50315;Le Mesnillard;2014-11-28 01:00:00
71137;Cluny;2013-01-07 01:00:00
29133;Locquirec;2013-04-15 02:00:00
64227;Gabaston;2012-07-01 02:00:00
50196;Gatteville-le-Phare;2014-11-28 01:00:00
10043;Bessy;2012-03-06 01:00:00
85055;La Chapelle-Palluau;2014-09-01 02:00:00
71199;Flagy;2013-01-07 01:00:00
86175;Nalliers;2012-07-04 02:00:00
21437;Montmançon;2014-06-27 02:00:00
71270;Mâcon;2013-05-15 02:00:00
71413;Saint-Firmin;2013-11-15 01:00:00
71470;Saint-Point;2013-11-15 01:00:00
64193;Corbère-Abères;2012-07-01 02:00:00
50099;Carentan-les-Marais;2014-11-28 01:00:00
40036;Bénesse-Maremne;2013-02-19 01:00:00
67507;Villé;2012-01-30 01:00:00
29014;Botsorhel;2013-02-21 01:00:00
64428;Orriule;2012-07-01 02:00:00
21135;Champagne-sur-Vingeanne;2014-05-28 02:00:00
86248;Saint-Secondin;2012-07-04 02:00:00
15250;Vebret;2014-09-01 02:00:00
64274;Irouléguy;2012-07-01 02:00:00
71504;Saunières;2013-11-15 01:00:00
29215;Plozévet;2013-04-24 02:00:00
64196;Crouseilles;2012-07-01 02:00:00
64334;Léren;2012-07-01 02:00:00
71112;Château;2013-01-07 01:00:00
64186;Charre;2012-07-01 02:00:00
71446;Saint-Marcelin-de-Cray;2013-11-15 01:00:00
86217;Saint-Christophe;2012-07-04 02:00:00
12071;Compolibat;2013-09-13 02:00:00
21390;Marsannay-la-Côte;2014-06-18 02:00:00
16141;Fontenille;2012-12-18 01:00:00
29069;Guilers;2013-02-21 01:00:00
71408;Saint-Edmond;2013-11-15 01:00:00
64317;Larressore;2012-07-01 02:00:00
12212;Saint-Beaulize;2013-09-13 02:00:00
71544;Toutenant;2013-11-15 01:00:00
86189;Payroux;2012-07-04 02:00:00
71182;Dracy-le-Fort;2013-01-07 01:00:00
71390;Saint-Berain-sous-Sanvignes;2013-05-15 02:00:00
21138;Champdôtre;2015-01-09 01:00:00
21261;Fauverney;2015-01-09 01:00:00
21485;Plombières-lès-Dijon;2015-01-09 01:00:00
21021;Arc-sur-Tille;2015-12-04 01:00:00
29093;Kernilis;2015-08-20 02:00:00
88116;Cornimont;2015-07-21 02:00:00
21355;Longvic;2015-01-09 01:00:00
21645;Trouhans;2015-01-09 01:00:00
74239;Saint-Jean-de-Sixt;2015-02-25 01:00:00
88065;Bonvillet;2015-07-21 02:00:00
79149;Lhoumois;2015-08-13 02:00:00
88075;La Bresse;2015-11-03 01:00:00
79259;Saint-Jean-de-Thouars;2015-08-13 02:00:00
85205;Saint-Cyr-des-Gâts;2015-01-01 01:00:00
79025;Azay-sur-Thouet;2015-08-13 02:00:00
85110;L'Hermenault;2015-01-01 01:00:00
21292;Genlis;2015-01-09 01:00:00
85115;La Jaudonnière;2015-02-01 01:00:00
85056;La Chapelle-Thémer;2015-02-01 01:00:00
74241;Saint-Jeoire;2015-03-11 01:00:00
79329;Thouars;2015-08-13 02:00:00
79208;La Peyratte;2015-08-13 02:00:00
79268;Saint-Loup-Lamairé;2015-08-13 02:00:00
79080;Châtillon-sur-Thouet;2015-08-13 02:00:00
43263;Vielprat;2015-01-29 01:00:00
88447;Saulxures-sur-Moselotte;2015-07-21 02:00:00
21657;Varois-et-Chaignot;2015-12-04 01:00:00
21643;Tréclun;2015-01-09 01:00:00
43140;Le Monteil;2015-01-29 01:00:00
79252;Saint-Généroux;2015-08-13 02:00:00
21209;Couternon;2015-12-04 01:00:00
21656;Varanges;2015-01-09 01:00:00
88052;Belrupt;2015-07-21 02:00:00
85235;Saint-Juire-Champgillon;2015-02-01 01:00:00
43150;Le Pertuis;2015-06-30 02:00:00
21087;Bligny-sur-Ouche;2015-01-09 01:00:00
21273;Fleurey-sur-Ouche;2015-01-09 01:00:00
88272;Lironcourt;2015-07-22 02:00:00
88471;Les Thons;2015-07-22 02:00:00
21105;Bressey-sur-Tille;2015-12-04 01:00:00
21661;Velars-sur-Ouche;2015-01-09 01:00:00
43053;Champclause;2015-06-30 02:00:00
79014;Loretz-d'Argenton;2015-08-13 02:00:00
79077;Beugnon-Thireuil;2015-08-13 02:00:00
21360;Lusigny-sur-Ouche;2015-01-09 01:00:00
79277;Saint-Martin-de-Sanzay;2015-08-13 02:00:00
21622;Tart-le-Bas;2015-01-09 01:00:00
16413;Villiers-le-Roux;2015-06-05 02:00:00
21317;Is-sur-Tille;2015-12-04 01:00:00
79007;Allonne;2015-08-13 02:00:00
88016;Attigny;2015-07-22 02:00:00
85158;Mouzeuil-Saint-Martin;2015-01-01 01:00:00
85245;Saint-Martin-des-Fontaines;2015-01-01 01:00:00
21559;Sainte-Marie-sur-Ouche;2015-01-09 01:00:00
16401;Vervant;2015-06-05 02:00:00
21555;Saint-Julien;2015-12-04 01:00:00
79135;Gourgé;2015-08-13 02:00:00
79191;Niort;2015-05-04 02:00:00
88096;Châtillon-sur-Saône;2015-07-22 02:00:00
16381;Theil-Rabier;2015-06-05 02:00:00
21171;Chevigny-Saint-Sauveur;2015-12-04 01:00:00
85290;Thiré;2015-02-01 01:00:00
88486;Vagney;2015-07-21 02:00:00
88310;Monthureux-sur-Saône;2015-07-22 02:00:00
21532;Rouvres-en-Plaine;2015-01-09 01:00:00
88409;Saint-Amé;2015-07-21 02:00:00
74282;Fillière;2015-06-19 02:00:00
88171;Fignévelle;2015-07-22 02:00:00
79311;Secondigny;2015-08-13 02:00:00
88105;Claudon;2015-07-22 02:00:00
21452;Neuilly-Crimolois;2015-01-09 01:00:00
74284;La Tour;2015-02-12 01:00:00
16389;Turgon;2015-06-05 02:00:00
21300;Gissey-sur-Ouche;2015-01-09 01:00:00
85137;Marsais-Sainte-Radégonde;2015-01-01 01:00:00
21352;Longeault-Pluvault;2015-01-09 01:00:00
21487;Pluvet;2015-01-09 01:00:00
79202;Parthenay;2015-08-13 02:00:00
85040;La Caillère-Saint-Hilaire;2015-02-01 01:00:00
74166;Marin;2015-02-19 01:00:00
79005;Airvault;2015-08-13 02:00:00
88421;Saint-Julien;2015-07-22 02:00:00
29007;Berrien;2015-08-20 02:00:00
21320;Izier;2015-12-04 01:00:00
79022;Availles-Thouarsais;2015-08-13 02:00:00
88220;Grignoncourt;2015-07-22 02:00:00
85216;Sainte-Gemme-la-Plaine;2015-02-01 01:00:00
85237;Saint-Laurent-de-la-Salle;2015-01-01 01:00:00
43002;Aiguilhe;2015-07-07 02:00:00
53271;Villaines-la-Juhel;2024-09-30 02:00:00
53179;Placé;2024-09-30 02:00:00
53038;Boulay-les-Ifs;2024-09-30 02:00:00
53071;Colombiers-du-Plessis;2024-09-30 02:00:00
53047;Carelles;2024-09-30 02:00:00
53084;Craon;2024-09-30 02:00:00
53223;Saint-Germain-de-Coulamer;2024-09-30 02:00:00
53229;Saint-Jean-sur-Mayenne;2024-09-30 02:00:00
53249;Vimartin-sur-Orthe;2024-09-30 02:00:00
53077;Cossé-le-Vivien;2024-09-30 02:00:00
53178;Peuton;2024-09-30 02:00:00
53181;Pontmain;2024-09-30 02:00:00
53157;Montigné-le-Brillant;2024-09-30 02:00:00
53003;Ambrières-les-Vallées;2024-09-30 02:00:00
53035;Bouchamps-lès-Craon;2024-09-30 02:00:00
53025;Bazougers;2024-09-30 02:00:00
53188;Renazé;2024-09-30 02:00:00
53259;Senonnes;2024-09-30 02:00:00
43183;Sainte-Eugénie-de-Villeneuve;2017-07-24 02:00:00
06136;Sospel;2016-08-24 02:00:00
06096;Pierlas;2016-08-24 02:00:00
06081;Le Mas;2016-08-24 02:00:00
88222;Gugnécourt;2017-06-13 02:00:00
06011;Beaulieu-sur-Mer;2016-08-23 02:00:00
06103;Roquebillière;2016-08-24 02:00:00
97358;Saint-Élie;2016-02-16 01:00:00
43094;Ferrussac;2017-07-31 02:00:00
79253;Saint-Georges-de-Noisné;2016-02-01 01:00:00
06028;Caille;2016-08-24 02:00:00
06098;Puget-Rostang;2016-08-24 02:00:00
06035;Castellar;2016-08-24 02:00:00
43197;Saint-Jean-de-Nay;2017-07-25 02:00:00
88345;La Petite-Fosse;2017-06-15 02:00:00
43108;Jullianges;2017-08-08 02:00:00
06012;Beausoleil;2016-08-23 02:00:00
43009;Arlet;2017-08-01 02:00:00
06049;Courmes;2016-08-24 02:00:00
97309;Remire-Montjoly;2016-02-16 01:00:00
79048;La Crèche;2016-02-01 01:00:00
79114;Exireuil;2016-02-01 01:00:00
43075;Collat;2017-07-26 02:00:00
43145;Ouides;2017-07-25 02:00:00
06031;Cantaron;2016-08-24 02:00:00
06022;Bouyon;2016-08-24 02:00:00
79281;Saint-Maxire;2016-02-01 01:00:00
06023;Breil-sur-Roya;2016-08-24 02:00:00
06149;La Trinité;2016-08-24 02:00:00
79302;Saivres;2016-02-01 01:00:00
06104;Roquebrune-Cap-Martin;2016-08-24 02:00:00
06152;Valbonne;2016-08-24 02:00:00
79010;Arçais;2016-02-01 01:00:00
79081;Chauray;2016-02-01 01:00:00
79246;Sainte-Eanne;2016-02-01 01:00:00
06042;Clans;2016-08-24 02:00:00
88153;Domptail;2017-06-07 02:00:00
43080;Craponne-sur-Arzon;2016-01-20 01:00:00
79015;Asnières-en-Poitou;2017-04-11 02:00:00
97301;Régina;2016-02-16 01:00:00
88223;Gugney-aux-Aulx;2017-06-13 02:00:00
79008;Amailloux;2016-06-10 02:00:00
06121;Saint-Jean-Cap-Ferrat;2016-08-24 02:00:00
06147;Tourrette-Levens;2016-08-24 02:00:00
06054;Drap;2016-08-24 02:00:00
43024;Beaux;2016-10-10 02:00:00
06155;Vallauris;2016-08-24 02:00:00
43013;Vissac-Auteyrac;2017-08-08 02:00:00
97313;Montsinéry-Tonnegrande;2016-02-16 01:00:00
88200;Gigney;2017-06-13 02:00:00
06020;La Bollène-Vésubie;2016-08-24 02:00:00
06143;Touët-sur-Var;2016-08-24 02:00:00
79057;Brioux-sur-Boutonne;2017-04-11 02:00:00
06077;Lucéram;2016-08-24 02:00:00
79343;Vernoux-sur-Boutonne;2017-04-11 02:00:00
06123;Saint-Laurent-du-Var;2016-08-24 02:00:00
88002;Ahéville;2017-11-13 01:00:00
88023;Avillers;2017-11-17 01:00:00
06080;Marie;2016-08-24 02:00:00
97352;Saül;2016-02-16 01:00:00
79100;Coulon;2016-02-01 01:00:00
88087;Chantraine;2017-06-02 02:00:00
06086;Moulinet;2016-08-24 02:00:00
88066;Boulaincourt;2017-12-08 01:00:00
88093;Châtas;2017-06-13 02:00:00
88230;Hardancourt;2017-06-15 02:00:00
79304;Sansais;2016-02-01 01:00:00
06056;Entraunes;2016-08-24 02:00:00
06099;Puget-Théniers;2016-08-24 02:00:00
43057;La Chapelle-Bertin;2017-07-27 02:00:00
06097;Pierrefeu;2016-08-24 02:00:00
06140;Le Tignet;2016-08-24 02:00:00
79160;Lusseray;2017-04-11 02:00:00
79270;Saint-Maixent-l'École;2016-02-01 01:00:00
88298;Ménarmont;2017-06-15 02:00:00
06044;La Colle-sur-Loup;2016-08-24 02:00:00
79310;Secondigné-sur-Belle;2017-04-11 02:00:00
88053;Belval;2017-06-13 02:00:00
88216;Grandvillers;2017-06-13 02:00:00
06061;Les Ferres;2016-08-24 02:00:00
79085;Chérigné;2017-04-11 02:00:00
06030;Le Cannet;2016-08-24 02:00:00
06105;Roquefort-les-Pins;2016-08-24 02:00:00
43089;Espaly-Saint-Marcel;2016-04-14 02:00:00
06093;La Penne;2016-08-24 02:00:00
97310;Roura;2016-02-16 01:00:00
06006;Aspremont;2016-08-23 02:00:00
06126;Saint-Martin-du-Var;2016-08-24 02:00:00
79189;Nanteuil;2016-02-01 01:00:00
06053;Daluis;2016-08-24 02:00:00
88416;Saint-Genest;2017-06-15 02:00:00
06005;Ascros;2016-08-23 02:00:00
43190;Saint-Germain-Laprade;2016-12-20 01:00:00
06146;Tournefort;2016-08-24 02:00:00
79115;Exoudun;2016-02-01 01:00:00
88054;Bertrimoutier;2017-11-27 01:00:00
88374;Rapey;2017-06-15 02:00:00
06021;Bonson;2016-08-24 02:00:00
43122;Lissac;2017-07-27 02:00:00
88333;Nossoncourt;2017-06-15 02:00:00
43111;Landos;2017-07-24 02:00:00
06108;La Roquette-sur-Siagne;2016-08-24 02:00:00
06135;Sigale;2016-08-24 02:00:00
88311;Montmotier;2017-06-15 02:00:00
06118;Saint-Cézaire-sur-Siagne;2016-08-24 02:00:00
43169;Saint-Austremoine;2017-07-25 02:00:00
06009;Bairols;2016-08-23 02:00:00
79326;Thénezay;2016-06-10 02:00:00
06090;Pégomas;2016-08-24 02:00:00
79162;Magné;2016-02-01 01:00:00
88038;Battexey;2017-06-26 02:00:00
06039;Châteauneuf-Villevieille;2016-08-24 02:00:00
43105;Javaugues;2017-08-14 02:00:00
79120;La Ferrière-en-Parthenay;2016-06-10 02:00:00
88033;Ban-de-Sapt;2017-06-13 02:00:00
97311;Saint-Laurent-du-Maroni;2016-02-16 01:00:00
97303;Iracoubo;2016-02-16 01:00:00
79128;François;2016-02-01 01:00:00
79295;Saint-Romans-lès-Melle;2017-04-11 02:00:00
06161;Villeneuve-Loubet;2016-08-24 02:00:00
06145;Tourette-du-Château;2016-08-24 02:00:00
43093;Félines;2017-07-26 02:00:00
43158;Queyrières;2017-07-24 02:00:00
88057;Le Beulay;2017-11-27 01:00:00
88236;La Haye;2017-06-15 02:00:00
06019;Blausasc;2016-08-24 02:00:00
06025;Le Broc;2016-08-24 02:00:00
06141;Toudon;2016-08-24 02:00:00
97361;Awala-Yalimapo;2016-02-16 01:00:00
88004;Ainvelle;2017-06-29 02:00:00
88410;Sainte-Barbe;2017-06-15 02:00:00
06060;Falicon;2016-08-24 02:00:00
06074;Lantosque;2016-08-24 02:00:00
06072;Ilonse;2016-08-24 02:00:00
88347;Pierrefitte;2017-06-15 02:00:00
79204;Périgné;2017-04-11 02:00:00
88370;Rancourt;2017-06-19 02:00:00
06139;Thiéry;2016-08-24 02:00:00
06120;Saint-Étienne-de-Tinée;2016-08-24 02:00:00
88085;Champdray;2017-06-06 02:00:00
40065;Capbreton;2017-05-03 02:00:00
88287;Marey;2017-06-15 02:00:00
97308;Saint-Georges;2016-02-16 01:00:00
79337;Le Vanneau-Irleau;2016-02-01 01:00:00
06048;Contes;2016-08-24 02:00:00
43079;Couteuges;2017-07-25 02:00:00
97306;Mana;2016-02-16 01:00:00
06082;Massoins;2016-08-24 02:00:00
88198;Gerbépal;2017-06-07 02:00:00
06144;La Tour;2016-08-24 02:00:00
06142;Touët-de-l'Escarène;2016-08-24 02:00:00
43228;Saint-Victor-sur-Arlanc;2017-08-10 02:00:00
88362;Le Puid;2017-06-15 02:00:00
06131;Sallagriffon;2016-08-24 02:00:00
88115;Corcieux;2017-06-07 02:00:00
43237;Sembadel;2017-07-25 02:00:00
79165;Maisontiers;2016-06-10 02:00:00
06045;Collongues;2016-08-24 02:00:00
21023;Arnay-le-Duc;2016-02-02 01:00:00
06070;Gréolières;2016-08-24 02:00:00
06163;Tende;2016-08-24 02:00:00
43259;Vernassal;2017-07-31 02:00:00
88140;Dombrot-le-Sec;2017-06-07 02:00:00
06089;Opio;2016-08-24 02:00:00
79061;Celles-sur-Belle;2017-04-11 02:00:00
79348;Villefollet;2017-04-11 02:00:00
06114;Saint-André-de-la-Roche;2016-08-24 02:00:00
06107;La Roque-en-Provence;2016-08-24 02:00:00
06032;Cap-d'Ail;2016-08-24 02:00:00
06160;Villeneuve-d'Entraunes;2016-08-24 02:00:00
40184;Mimizan;2017-05-03 02:00:00
06064;Gattières;2016-08-24 02:00:00
43104;Grèzes;2017-07-27 02:00:00
97356;Camopi;2016-02-16 01:00:00
88088;La Chapelle-aux-Bois;2017-06-13 02:00:00
06069;Grasse;2016-08-24 02:00:00
43020;Bas-en-Basset;2017-01-26 01:00:00
06129;Saint-Sauveur-sur-Tinée;2016-08-24 02:00:00
97362;Papaichton;2016-02-16 01:00:00
43214;Saint-Pal-de-Senouire;2017-07-24 02:00:00
88043;Bazoilles-et-Ménil;2017-11-17 01:00:00
06119;Saint-Dalmas-le-Selvage;2016-08-24 02:00:00
88147;Dommartin-aux-Bois;2017-07-12 02:00:00
06102;Rimplas;2016-08-24 02:00:00
06110;Roubion;2016-08-24 02:00:00
06052;Cuébris;2016-08-24 02:00:00
06159;Villefranche-sur-Mer;2016-08-24 02:00:00
79090;Chizé;2017-04-11 02:00:00
06151;Utelle;2016-08-24 02:00:00
79346;Le Vert;2017-04-11 02:00:00
06111;Roure;2016-08-24 02:00:00
06013;Belvédère;2016-08-23 02:00:00
06057;L'Escarène;2016-08-24 02:00:00
88060;Blémerey;2017-12-08 01:00:00
43184;Saint-Ferréol-d'Auroure;2016-03-24 01:00:00
06079;Mandelieu-la-Napoule;2016-08-24 02:00:00
79283;Sainte-Néomaye;2016-02-01 01:00:00
06033;Carros;2016-08-24 02:00:00
43052;Champagnac-le-Vieux;2017-08-24 02:00:00
88129;Derbamont;2017-06-13 02:00:00
79024;Azay-le-Brûlé;2016-02-01 01:00:00
79276;Saint-Martin-de-Saint-Maixent;2016-02-01 01:00:00
79174;Melle;2016-06-10 02:00:00
43041;Brives-Charensac;2017-01-03 01:00:00
43071;Chomelix;2016-01-19 01:00:00
06127;Saint-Martin-Vésubie;2016-08-24 02:00:00
06101;Rigaud;2016-08-24 02:00:00
88058;Biécourt;2017-12-08 01:00:00
06133;Sauze;2016-08-24 02:00:00
06153;Valdeblore;2016-08-24 02:00:00
88041;Bazegney;2017-06-29 02:00:00
43112;Langeac;2016-02-25 01:00:00
97353;Maripasoula;2016-02-16 01:00:00
97302;Cayenne;2016-02-16 01:00:00
06026;Cabris;2016-08-24 02:00:00
06132;Saorge;2016-08-24 02:00:00
88003;Aingeville;2017-11-17 01:00:00
06117;Saint-Blaise;2016-08-24 02:00:00
79083;Chef-Boutonne;2017-04-11 02:00:00
06037;Caussols;2016-08-24 02:00:00
06018;Biot;2016-08-24 02:00:00
06015;Berre-les-Alpes;2016-08-24 02:00:00
06083;Menton;2016-08-24 02:00:00
06085;Mougins;2016-08-24 02:00:00
06150;La Turbie;2016-08-24 02:00:00
06156;Venanson;2016-08-24 02:00:00
88001;Les Ableuvenettes;2017-12-06 01:00:00
88078;Bruyères;2017-06-06 02:00:00
43129;Le Mas-de-Tence;2017-07-28 02:00:00
88124;Darney;2017-09-11 02:00:00
79352;Villiers-sur-Chizé;2017-04-11 02:00:00
06158;Villars-sur-Var;2016-08-24 02:00:00
06001;Aiglun;2016-08-23 02:00:00
06073;Isola;2016-08-24 02:00:00
06043;Coaraze;2016-08-24 02:00:00
43022;Beaumont;2017-07-24 02:00:00
79312;Séligné;2017-04-11 02:00:00
06092;Peillon;2016-08-24 02:00:00
79055;Brieuil-sur-Chizé;2017-04-11 02:00:00
06138;Théoule-sur-Mer;2016-08-24 02:00:00
06004;Antibes;2016-08-23 02:00:00
06106;Roquestéron;2016-08-24 02:00:00
06027;Cagnes-sur-Mer;2016-08-24 02:00:00
06125;Saint-Martin-d'Entraunes;2016-08-24 02:00:00
06113;Sainte-Agnès;2016-08-24 02:00:00
06094;Péone;2016-08-24 02:00:00
30005;Aiguèze;2017-02-24 01:00:00
06046;Colomars;2016-08-24 02:00:00
06065;La Gaude;2016-08-24 02:00:00
06003;Andon;2016-08-23 02:00:00
06066;Gilette;2016-08-24 02:00:00
43230;Saint-Vincent;2016-12-15 01:00:00
88532;Zincourt;2017-06-29 02:00:00
97307;Matoury;2016-02-16 01:00:00
43188;Saint-Georges-d'Aurac;2017-08-17 02:00:00
43199;Saint-Jeures;2016-03-01 01:00:00
43139;Montclard;2017-07-25 02:00:00
06047;Conségudes;2016-08-24 02:00:00
43095;Fix-Saint-Geneys;2017-07-27 02:00:00
79109;Échiré;2016-02-01 01:00:00
97304;Kourou;2016-02-16 01:00:00
88399;Le Roulier;2017-06-15 02:00:00
06034;Castagniers;2016-08-24 02:00:00
06137;Spéracèdes;2016-08-24 02:00:00
06115;Saint-Antonin;2016-08-24 02:00:00
06122;Saint-Jeannet;2016-08-24 02:00:00
88077;Brû;2017-12-12 01:00:00
06087;Les Mujouls;2016-08-24 02:00:00
06084;Mouans-Sartoux;2016-08-24 02:00:00
97314;Ouanary;2016-02-16 01:00:00
79158;Luché-sur-Brioux;2017-04-11 02:00:00
43251;Vals-près-le-Puy;2017-07-03 02:00:00
79034;Bessines;2016-02-01 01:00:00
88035;Barbey-Seroux;2017-06-13 02:00:00
06088;Nice;2016-08-24 02:00:00
06109;La Roquette-sur-Var;2016-08-24 02:00:00
06002;Amirat;2016-08-23 02:00:00
06116;Saint-Auban;2016-08-24 02:00:00
06010;Le Bar-sur-Loup;2016-08-23 02:00:00
06075;Levens;2016-08-24 02:00:00
97360;Apatou;2016-02-16 01:00:00
06007;Auribeau-sur-Siagne;2016-08-23 02:00:00
79298;Saint-Symphorien;2016-02-01 01:00:00
79251;Marcillé;2017-04-11 02:00:00
79319;Souvigné;2016-02-01 01:00:00
88214;Grandrupt-de-Bains;2017-06-13 02:00:00
06148;Tourrettes-sur-Loup;2016-08-24 02:00:00
06029;Cannes;2016-08-24 02:00:00
88050;Belmont-sur-Buttant;2017-12-06 01:00:00
79122;Fontenille-Saint-Martin-d'Entraigues;2017-04-11 02:00:00
43217;Saint-Pierre-du-Champ;2016-01-19 01:00:00
06067;Gorbio;2016-08-24 02:00:00
88331;Nonzeville;2017-06-15 02:00:00
06063;Gars;2016-08-24 02:00:00
21231;Dijon;2016-03-15 01:00:00
06040;Châteauneuf-d'Entraunes;2016-08-24 02:00:00
06058;Escragnolles;2016-08-24 02:00:00
06038;Châteauneuf-Grasse;2016-08-24 02:00:00
97357;Grand-Santi;2016-02-16 01:00:00
06017;Bézaudun-les-Alpes;2016-08-24 02:00:00
06128;Saint-Paul-de-Vence;2016-08-24 02:00:00
06124;Saint-Léger;2016-08-24 02:00:00
43016;Auzon;2016-11-15 01:00:00
79111;Ensigné;2017-04-11 02:00:00
06112;Le Rouret;2016-08-24 02:00:00
06157;Vence;2016-08-24 02:00:00
06008;Auvare;2016-08-23 02:00:00
06100;Revest-les-Roches;2016-08-24 02:00:00
06014;Bendejun;2016-08-24 02:00:00
06024;Briançonnet;2016-08-24 02:00:00
06062;Fontan;2016-08-24 02:00:00
06134;Séranon;2016-08-24 02:00:00
06051;La Croix-sur-Roudoule;2016-08-24 02:00:00
43051;Le Chambon-sur-Lignon;2016-01-20 01:00:00
97312;Sinnamary;2016-02-16 01:00:00
79184;La Mothe-Saint-Héray;2016-02-01 01:00:00
06050;Coursegoules;2016-08-24 02:00:00
97305;Macouria;2016-02-16 01:00:00
88008;Anglemont;2017-11-17 01:00:00
79198;Paizay-le-Chapt;2017-04-11 02:00:00
06162;La Brigue;2016-08-24 02:00:00
88226;Hagécourt;2017-10-16 02:00:00
06078;Malaussène;2016-08-24 02:00:00
06091;Peille;2016-08-24 02:00:00
06154;Valderoure;2016-08-24 02:00:00
88225;Hadol;2017-05-31 02:00:00
43082;Cronce;2017-08-07 02:00:00
06076;Lieuche;2016-08-24 02:00:00
43178;Saint-Didier-sur-Doulon;2017-07-25 02:00:00
06071;Guillaumes;2016-08-24 02:00:00
88073;Brantigny;2017-12-12 01:00:00
06036;Castillon;2016-08-24 02:00:00
06095;Peymeinade;2016-08-24 02:00:00
06041;Cipières;2016-08-24 02:00:00
79308;Sciecq;2016-02-01 01:00:00
88071;Bouzemont;2017-06-13 02:00:00
88228;Haillainville;2017-06-15 02:00:00
43166;Saint-André-de-Chalencon;2017-08-21 02:00:00
06055;Duranus;2016-08-24 02:00:00
06016;Beuil;2016-08-24 02:00:00
88042;Bazien;2017-06-13 02:00:00
06068;Gourdon;2016-08-24 02:00:00
79142;Juillé;2017-04-11 02:00:00
