cod_commune;lib_commune;dat_transmission_tim
62292;Elnes;2003-12-24 01:00:00
62403;Hallines;2003-12-24 01:00:00
77326;Nandy;2003-11-20 01:00:00
17093;Le Château-d'Oléron;2003-03-10 01:00:00
11065;Camps-sur-l'Agly;2003-10-08 02:00:00
21385;Marey-sur-Tille;2003-02-04 01:00:00
54043;Bainville-sur-Madon;2003-12-12 01:00:00
63245;Mozac;2003-11-27 01:00:00
95304;Hédouville;2003-10-29 01:00:00
63302;La Roche-Blanche;2003-11-24 01:00:00
32132;Fleurance;2003-09-25 02:00:00
97130;Terre-de-Bas;2003-09-23 02:00:00
62760;Saint-Martin-d'Hardinghem;2003-12-24 01:00:00
32440;Tasque;2003-08-06 02:00:00
01058;Brégnier-Cordon;2003-01-16 01:00:00
01378;Saint-Maurice-de-Gourdans;2003-01-13 01:00:00
32446;Tillac;2003-08-06 02:00:00
63212;Marsat;2003-11-27 01:00:00
97116;Morne-à-l'Eau;2003-09-15 02:00:00
02340;Gauchy;2003-04-10 02:00:00
62309;Esquerdes;2003-12-24 01:00:00
84073;Ménerbes;2003-11-17 01:00:00
54399;Neuviller-sur-Moselle;2003-12-12 01:00:00
69256;Vaulx-en-Velin;2003-11-25 01:00:00
80476;Liercourt;2003-11-20 01:00:00
14712;Troarn;2003-05-26 02:00:00
62504;Leulinghem;2003-08-08 02:00:00
97120;Pointe-à-Pitre;2003-09-23 02:00:00
16192;Terres-de-Haute-Charente;2003-05-05 02:00:00
63026;Aydat;2003-11-24 01:00:00
01088;Charnoz-sur-Ain;2003-01-13 01:00:00
80590;Neuilly-l'Hôpital;2003-11-20 01:00:00
2A189;Olmeto;2003-03-11 01:00:00
16238;Moutonneau;2003-02-20 01:00:00
80131;Boves;2003-02-03 01:00:00
97104;Baillif;2003-10-03 02:00:00
25266;Geney;2002-03-05 01:00:00
54275;Jaulny;2002-12-30 01:00:00
57662;Suisse;2002-07-05 02:00:00
42217;Saint-Didier-sur-Rochefort;2002-07-13 02:00:00
39162;Condamine;2002-07-19 02:00:00
73071;Champagny-en-Vanoise;2002-03-12 01:00:00
39458;Revigny;2002-07-19 02:00:00
60643;Tricot;2002-01-23 01:00:00
54174;Écrouves;2002-12-30 01:00:00
05066;La Haute-Beaume;2002-11-26 01:00:00
83143;Le Val;2002-06-30 02:00:00
25522;Saint-Julien-lès-Russey;2002-03-05 01:00:00
39552;Vernantois;2002-07-19 02:00:00
42098;Fourneaux;2002-07-12 02:00:00
25213;Les Écorces;2002-03-05 01:00:00
38003;Agnin;2002-05-30 02:00:00
66176;Saint-Hippolyte;2002-03-25 01:00:00
25053;Belvoir;2002-03-05 01:00:00
57379;Landroff;2002-05-24 02:00:00
69071;Curis-au-Mont-d'Or;2002-10-03 02:00:00
05029;Chabottes;2002-11-21 01:00:00
70149;Chenebier;2002-12-19 01:00:00
25051;Belleherbe;2002-03-05 01:00:00
65062;Barbazan-Debat;2002-01-16 01:00:00
95139;La Chapelle-en-Vexin;2002-11-08 01:00:00
57088;Bistroff;2002-04-15 02:00:00
62125;Beuvrequen;2002-01-23 01:00:00
57193;Ennery;2002-04-15 02:00:00
25361;Malbuisson;2002-03-05 01:00:00
25327;Lanthenans;2002-03-05 01:00:00
68224;Mulhouse;2002-07-04 02:00:00
69143;Neuville-sur-Saône;2002-10-03 02:00:00
42201;Saint-Appolinard;2002-07-17 02:00:00
24577;Vézac;2002-05-22 02:00:00
42084;Débats-Rivière-d'Orpra;2002-07-13 02:00:00
66008;Argelès-sur-Mer;2002-06-25 02:00:00
2A247;Porto-Vecchio;2002-10-21 02:00:00
25254;Les Fourgs;2002-03-05 01:00:00
26167;Luc-en-Diois;2002-10-23 02:00:00
26336;Saou;2002-12-05 01:00:00
25174;Courtefontaine;2002-03-05 01:00:00
25521;Saint-Julien-lès-Montbéliard;2002-03-05 01:00:00
25325;Landresse;2002-03-05 01:00:00
2A004;Ajaccio;2002-10-21 02:00:00
26072;Chantemerle-les-Blés;2002-01-07 01:00:00
26124;Étoile-sur-Rhône;2002-05-16 02:00:00
54022;Arnaville;2002-12-30 01:00:00
94065;Rungis;2002-01-16 01:00:00
84091;Piolenc;2002-03-19 01:00:00
25198;Désandans;2002-03-05 01:00:00
87021;Bosmie-l'Aiguille;2002-03-04 01:00:00
25432;Orchamps-Vennes;2002-03-05 01:00:00
57262;Grostenquin;2002-04-22 02:00:00
18078;Crézançay-sur-Cher;2002-10-04 02:00:00
42327;Vérin;2002-07-17 02:00:00
70408;Pesmes;2002-09-10 02:00:00
95682;Villiers-le-Sec;2002-12-06 01:00:00
28332;Sainte-Gemme-Moronval;2002-07-08 02:00:00
84031;Carpentras;2002-05-28 02:00:00
38556;Ville-sous-Anjou;2002-06-10 02:00:00
42265;Saint-Michel-sur-Rhône;2002-07-17 02:00:00
42326;Véranne;2002-07-17 02:00:00
60130;Catenoy;2002-02-11 01:00:00
95529;Ronquerolles;2002-11-08 01:00:00
38334;Revel;2002-06-06 02:00:00
42212;Saint-Cyr-de-Favières;2002-07-13 02:00:00
24291;Montignac-Lascaux;2002-05-22 02:00:00
07346;Viviers;2002-02-04 01:00:00
42108;L'Hôpital-le-Grand;2002-07-12 02:00:00
07240;Saint-Georges-les-Bains;2002-02-04 01:00:00
05090;La Motte-en-Champsaur;2002-11-29 01:00:00
26107;Crépol;2002-01-07 01:00:00
25596;Vellerot-lès-Vercel;2002-03-05 01:00:00
25301;Guyans-Vennes;2002-03-05 01:00:00
38114;Clonas-sur-Varèze;2002-06-11 02:00:00
84038;Cheval-Blanc;2002-03-19 01:00:00
26084;Châteauneuf-sur-Isère;2002-01-07 01:00:00
70494;Sornay;2002-12-19 01:00:00
57621;Saint-Médard;2002-07-05 02:00:00
68262;Ranspach;2002-09-17 02:00:00
26183;Mirabel-et-Blacons;2002-10-23 02:00:00
84029;Camaret-sur-Aigues;2002-07-04 02:00:00
42335;Viricelles;2002-07-13 02:00:00
80718;Saint-Sauveur;2002-12-01 01:00:00
54079;Blénod-lès-Pont-à-Mousson;2002-12-30 01:00:00
74240;Saint-Jean-de-Tholome;2002-12-19 01:00:00
2A085;Cauro;2002-10-21 02:00:00
57128;Charleville-sous-Bois;2002-11-13 01:00:00
26240;Plan-de-Baix;2002-10-23 02:00:00
79203;Pas-de-Jeu;2003-02-14 01:00:00
87065;Feytiat;2003-03-28 01:00:00
80328;Fontaine-sur-Somme;2003-02-03 01:00:00
54227;Giraumont;2003-12-12 01:00:00
80417;Harbonnières;2003-02-03 01:00:00
16345;Saint-Quentin-sur-Charente;2003-05-13 02:00:00
74096;Cruseilles;2003-07-10 02:00:00
97110;La Désirade;2003-09-23 02:00:00
74168;Marlioz;2003-06-30 02:00:00
14713;Montillières-sur-Orne;2003-05-26 02:00:00
2A090;Coggia;2003-03-11 01:00:00
80486;Long;2003-02-03 01:00:00
80135;Bray-lès-Mareuil;2003-11-20 01:00:00
95462;Omerville;2003-07-02 02:00:00
60277;Goincourt;2003-06-24 02:00:00
97125;Saint-François;2003-12-04 01:00:00
30054;Brouzet-lès-Quissac;2011-04-08 02:00:00
40083;Clèdes;2011-04-29 02:00:00
40115;Gousse;2011-04-29 02:00:00
30101;Deaux;2011-04-08 02:00:00
40035;Bénesse-lès-Dax;2011-04-29 02:00:00
36031;Buzançais;2011-05-02 02:00:00
67359;Ohlungen;2011-03-23 01:00:00
34179;Murviel-lès-Montpellier;2011-10-26 02:00:00
74075;Chilly;2011-05-20 02:00:00
10068;Buxeuil;2011-04-06 02:00:00
30131;Goudargues;2011-04-08 02:00:00
34133;Lavalette;2011-10-26 02:00:00
36131;Mosnay;2011-05-02 02:00:00
10330;Rouvres-les-Vignes;2011-04-06 02:00:00
81040;Brousse;2010-01-20 01:00:00
10411;La Ville-aux-Bois;2011-04-06 02:00:00
29165;Plobannalec-Lesconil;2010-10-11 02:00:00
67163;Gougenheim;2010-05-25 02:00:00
61466;La Selle-la-Forge;2011-08-08 02:00:00
34223;Puimisson;2011-10-26 02:00:00
30198;Les Plantiers;2011-04-08 02:00:00
36234;Verneuil-sur-Igneraie;2011-05-02 02:00:00
67266;Limersheim;2011-11-05 01:00:00
30043;Boissières;2011-04-08 02:00:00
34167;Montels;2011-10-26 02:00:00
10211;Macey;2011-10-11 02:00:00
81136;Larroque;2010-03-15 01:00:00
10056;Bouy-Luxembourg;2011-04-06 02:00:00
74308;Vinzier;2011-10-05 02:00:00
10092;Chauffour-lès-Bailly;2011-04-06 02:00:00
34115;Gorniès;2011-10-26 02:00:00
10057;Bouy-sur-Orvin;2011-04-06 02:00:00
61153;Écouché-les-Vallées;2010-09-29 02:00:00
30219;Rogues;2011-04-08 02:00:00
10007;Arconville;2011-04-06 02:00:00
10164;Gélannes;2011-10-11 02:00:00
34251;Saint-Étienne-de-Gourgas;2011-10-26 02:00:00
74202;Nonglard;2011-11-07 01:00:00
46089;Duravel;2010-04-27 02:00:00
03180;Montbeugny;2011-04-28 02:00:00
40252;Sainte-Colombe;2011-04-29 02:00:00
34155;Maureilhan;2011-10-26 02:00:00
67126;Erckartswiller;2011-10-27 02:00:00
10141;Essoyes;2011-04-06 02:00:00
34116;Grabels;2011-10-26 02:00:00
46159;Latouille-Lentillac;2010-05-19 02:00:00
10075;Champfleury;2011-04-06 02:00:00
10242;Meurville;2011-04-06 02:00:00
34299;Sérignan;2011-10-26 02:00:00
30273;Saint-Julien-de-Peyrolas;2011-04-08 02:00:00
30301;Saint-Victor-des-Oules;2011-04-08 02:00:00
40225;Philondenx;2011-04-29 02:00:00
29284;Treffiagat;2010-10-11 02:00:00
40203;Nassiet;2011-04-29 02:00:00
30045;Bordezac;2011-04-08 02:00:00
30250;Saint-Étienne-de-l'Olm;2011-04-08 02:00:00
36090;Jeu-Maloches;2011-05-02 02:00:00
67192;Herbsheim;2011-10-27 02:00:00
10440;Voigny;2011-04-06 02:00:00
30105;Dourbies;2011-04-08 02:00:00
40172;Mant;2011-04-29 02:00:00
10083;Chappes;2011-04-06 02:00:00
30222;La Roque-sur-Cèze;2011-04-08 02:00:00
36187;Saint-Civran;2011-05-02 02:00:00
67176;Gundershoffen;2010-06-07 02:00:00
10381;Torvilliers;2011-04-06 02:00:00
36164;Pouligny-Saint-Martin;2011-05-02 02:00:00
34277;Saint-Maurice-Navacelles;2011-10-26 02:00:00
36065;Diou;2011-05-02 02:00:00
61070;Caligny;2010-11-15 01:00:00
81215;Puybegon;2010-03-15 01:00:00
67215;Huttendorf;2010-10-15 02:00:00
36209;Saint-Valentin;2011-05-02 02:00:00
34073;Cers;2011-10-26 02:00:00
34148;Maraussan;2011-10-26 02:00:00
81236;Saint-Agnan;2010-01-20 01:00:00
81044;Cabanès;2010-03-15 01:00:00
34041;Brignac;2011-10-26 02:00:00
52212;Fronville;2004-04-20 02:00:00
81145;Lisle-sur-Tarn;2004-12-01 01:00:00
32020;Aux-Aussat;2004-09-30 02:00:00
62570;Méricourt;2004-08-31 02:00:00
01112;Condamine;2004-01-08 01:00:00
81074;Cunac;2004-12-02 01:00:00
47038;Bourran;2004-12-31 01:00:00
81038;Brens;2004-12-01 01:00:00
62080;Bapaume;2004-11-04 01:00:00
68153;Illhaeusern;2004-04-13 02:00:00
62083;Barlin;2004-12-16 01:00:00
62034;Annequin;2004-05-25 02:00:00
81011;Ambres;2004-08-03 02:00:00
62565;Mencas;2004-12-15 01:00:00
87153;Saint-Julien-le-Petit;2004-08-18 02:00:00
47091;Estillac;2004-12-31 01:00:00
32152;Haget;2004-02-03 01:00:00
47303;Soumensac;2004-12-31 01:00:00
62667;Le Portel;2004-11-29 01:00:00
47115;Guérin;2004-12-31 01:00:00
95024;Arthies;2004-02-19 01:00:00
01240;Matafelon-Granges;2004-01-08 01:00:00
47075;La Croix-Blanche;2004-12-31 01:00:00
62244;Coulogne;2004-11-26 01:00:00
68002;Altenach;2004-03-05 01:00:00
47195;Nérac;2004-12-31 01:00:00
95088;Bonneuil-en-France;2004-02-19 01:00:00
47267;Saint-Pierre-de-Buzet;2004-12-31 01:00:00
47068;Cocumont;2004-12-31 01:00:00
47216;Puymiclan;2004-12-31 01:00:00
47152;Lougratte;2004-12-31 01:00:00
62748;Saint-Folquin;2004-12-15 01:00:00
62790;Senlis;2004-12-15 01:00:00
19278;Varetz;2004-07-29 02:00:00
47315;Trentels;2004-12-31 01:00:00
47184;Montaut;2004-12-31 01:00:00
47028;Birac-sur-Trec;2004-12-31 01:00:00
62099;Beaurains;2004-11-04 01:00:00
62506;Licques;2004-04-29 02:00:00
01252;Mogneneins;2004-01-08 01:00:00
84058;Lacoste;2004-01-16 01:00:00
47013;Argenton;2004-12-31 01:00:00
47301;Seyches;2004-12-31 01:00:00
81104;Giroussens;2004-08-25 02:00:00
47127;Lafitte-sur-Lot;2004-12-31 01:00:00
62323;Fampoux;2004-06-07 02:00:00
47323;Villeneuve-sur-Lot;2004-12-31 01:00:00
68299;Saint-Ulrich;2004-03-05 01:00:00
87104;Nedde;2004-08-18 02:00:00
02456;Manicamp;2004-11-22 01:00:00
32076;Castelnau-Barbarens;2004-02-03 01:00:00
16086;Chassenon;2004-12-23 01:00:00
87126;Rochechouart;2004-09-13 02:00:00
84105;Saignon;2004-02-23 01:00:00
02719;Sinceny;2004-11-22 01:00:00
32010;Arrouède;2004-03-09 01:00:00
19246;Saint-Viance;2004-09-03 02:00:00
47190;Montpezat;2004-12-31 01:00:00
47296;Ségalas;2004-12-31 01:00:00
47095;Fauillet;2004-12-31 01:00:00
80213;Cottenchy;2004-12-01 01:00:00
84076;Mirabeau;2004-01-21 01:00:00
81069;Cordes-sur-Ciel;2004-12-28 01:00:00
02002;Achery;2004-11-22 01:00:00
47029;Blanquefort-sur-Briolance;2004-12-31 01:00:00
52421;Riaucourt;2004-03-29 02:00:00
62862;Vincly;2004-12-15 01:00:00
47019;Bajamont;2004-12-31 01:00:00
47004;Aiguillon;2004-12-31 01:00:00
47289;La Sauvetat-de-Savères;2004-12-31 01:00:00
38348;Ruy-Montceau;2004-01-12 01:00:00
47066;Clermont-Dessous;2004-12-31 01:00:00
95250;Fosses;2004-03-12 01:00:00
95555;Saint-Gratien;2004-02-19 01:00:00
62844;Verchocq;2004-10-25 02:00:00
62886;Wicquinghem;2004-10-25 02:00:00
65065;Barlest;2004-06-14 02:00:00
62827;Tournehem-sur-la-Hem;2004-04-29 02:00:00
62033;Annay;2004-12-20 01:00:00
65120;Calavanté;2004-06-14 02:00:00
81219;Puylaurens;2004-09-21 02:00:00
84102;Roussillon;2004-02-09 01:00:00
47063;Cavarc;2004-12-31 01:00:00
47097;Feugarolles;2004-12-31 01:00:00
47215;Pujols;2004-12-31 01:00:00
01392;Samognat;2004-01-08 01:00:00
01238;Massieux;2004-01-08 01:00:00
47056;Castelnau-sur-Gupie;2004-12-31 01:00:00
80112;Bonnay;2004-12-01 01:00:00
32361;Saint-Arroman;2004-09-30 02:00:00
47202;Paulhiac;2004-12-31 01:00:00
01348;Saint-Didier-sur-Chalaronne;2004-01-08 01:00:00
62874;Wanquetin;2004-11-12 01:00:00
81140;Lavaur;2004-08-03 02:00:00
81299;Teyssode;2004-05-11 02:00:00
46062;Castelfranc;2004-05-17 02:00:00
38562;Vizille;2004-01-12 01:00:00
47082;Dondas;2004-12-31 01:00:00
47085;Durance;2004-12-31 01:00:00
97108;Capesterre-de-Marie-Galante;2004-03-26 01:00:00
62765;Saint-Omer;2004-12-15 01:00:00
81284;Le Sequestre;2004-12-02 01:00:00
47223;Rives;2004-12-31 01:00:00
81275;Salles;2004-12-28 01:00:00
81170;Monestiés;2004-12-28 01:00:00
84060;Lagarde-d'Apt;2004-01-16 01:00:00
52269;Langres;2004-03-08 01:00:00
46225;Prayssac;2004-05-17 02:00:00
47001;Agen;2004-12-31 01:00:00
47207;Pompiey;2004-12-31 01:00:00
65348;Ourdis-Cotdoussan;2004-06-14 02:00:00
73250;Saint-Julien-Mont-Denis;2004-05-12 02:00:00
80411;Le Hamel;2004-12-01 01:00:00
01423;Toussieux;2004-01-08 01:00:00
32397;Saint-Michel;2004-09-30 02:00:00
47236;Sainte-Colombe-de-Duras;2004-12-31 01:00:00
62331;Feuchy;2004-06-07 02:00:00
47280;Saint-Sylvestre-sur-Lot;2004-12-31 01:00:00
62048;Auchel;2004-10-07 02:00:00
62510;Liévin;2004-05-25 02:00:00
47313;Tourtrès;2004-12-21 01:00:00
47299;Sérignac-Péboudou;2004-12-31 01:00:00
02758;Vailly-sur-Aisne;2004-11-22 01:00:00
62228;Clerques;2004-04-29 02:00:00
68057;Buethwiller;2004-03-01 01:00:00
95491;Le Plessis-Bouchard;2004-02-19 01:00:00
62170;Bouvigny-Boyeffles;2004-10-05 02:00:00
74030;La Baume;2004-11-19 01:00:00
95253;Frémainville;2004-02-19 01:00:00
73176;Montvalezan;2004-06-10 02:00:00
47188;Montignac-de-Lauzun;2004-12-31 01:00:00
84114;Saint-Pantaléon;2004-01-29 01:00:00
84145;Villars;2004-02-13 01:00:00
81060;Carmaux;2004-12-28 01:00:00
47177;Monheurt;2004-12-31 01:00:00
47034;Bouglon;2004-12-31 01:00:00
62065;Avion;2004-08-31 02:00:00
07138;Lavilledieu;2004-11-17 01:00:00
47197;Nomdieu;2004-12-31 01:00:00
87140;Saint-Brice-sur-Vienne;2004-12-16 01:00:00
65475;Villemur;2004-06-14 02:00:00
47070;Condezaygues;2004-12-31 01:00:00
47192;Monviel;2004-12-31 01:00:00
47130;Lagruère;2004-12-31 01:00:00
68018;Balschwiller;2004-03-01 01:00:00
47247;Saint-Jean-de-Duras;2004-12-31 01:00:00
47144;Lavergne;2004-12-31 01:00:00
79274;Saint-Martin-de-Mâcon;2004-05-27 02:00:00
60169;Courcelles-lès-Gisors;2004-06-01 02:00:00
47171;Monbalen;2004-12-31 01:00:00
47225;Roquefort;2004-12-31 01:00:00
81261;Saint-Lieux-lès-Lavaur;2004-05-27 02:00:00
32103;Chélan;2004-09-30 02:00:00
62133;Billy-Montigny;2004-10-05 02:00:00
62573;Meurchin;2004-12-20 01:00:00
80403;Guyencourt-sur-Noye;2004-12-01 01:00:00
47051;Castelculier;2004-12-31 01:00:00
47244;Sainte-Gemme-Martaillac;2004-12-31 01:00:00
62380;Gouy-Servins;2004-11-12 01:00:00
80482;Limeux;2004-12-01 01:00:00
65132;Castéra-Lanusse;2004-06-14 02:00:00
47059;Caubon-Saint-Sauveur;2004-12-31 01:00:00
16353;Saint-Sornin;2004-03-08 01:00:00
47046;Calonges;2004-12-31 01:00:00
84048;Gignac;2004-01-20 01:00:00
97122;Port-Louis;2004-07-15 02:00:00
21674;Veuxhaulles-sur-Aube;2004-04-22 02:00:00
68066;Colmar;2004-03-05 01:00:00
47159;Le Mas-d'Agenais;2004-12-31 01:00:00
62107;Bénifontaine;2004-10-05 02:00:00
47262;Saint-Nicolas-de-la-Balerme;2004-12-31 01:00:00
80050;Bacouel-sur-Selle;2004-12-01 01:00:00
47030;Blaymont;2004-12-31 01:00:00
47064;Cazideroque;2004-12-31 01:00:00
60233;Feuquières;2004-11-29 01:00:00
47194;Moustier;2004-12-31 01:00:00
47205;Pindères;2004-12-31 01:00:00
74206;Orcier;2004-10-17 02:00:00
47126;Lachapelle;2004-12-31 01:00:00
62077;Bajus;2004-12-15 01:00:00
62508;Lières;2004-10-07 02:00:00
62730;Ruminghem;2004-04-29 02:00:00
61150;Échauffour;2004-01-26 01:00:00
32015;Aujan-Mournède;2004-02-03 01:00:00
47050;Cassignas;2004-12-31 01:00:00
47098;Fieux;2004-12-31 01:00:00
47317;Verteuil-d'Agenais;2004-12-31 01:00:00
62017;Aix-en-Ergny;2004-10-25 02:00:00
38064;Cessieu;2004-01-12 01:00:00
47124;Lacaussade;2004-12-31 01:00:00
81277;Saussenac;2004-12-02 01:00:00
52346;Mussey-sur-Marne;2004-04-20 02:00:00
66160;Reynès;2004-06-22 02:00:00
47078;Damazan;2004-12-31 01:00:00
47061;Caumont-sur-Garonne;2004-12-31 01:00:00
62666;Pont-à-Vendin;2004-12-15 01:00:00
62727;Ruitz;2004-11-30 01:00:00
81008;Almayrac;2004-12-28 01:00:00
47111;Granges-sur-Lot;2004-12-31 01:00:00
69286;Rillieux-la-Pape;2004-01-09 01:00:00
81112;Labastide-de-Lévis;2004-12-01 01:00:00
79141;Irais;2004-05-27 02:00:00
38039;Bernin;2004-01-12 01:00:00
62692;Rebergues;2004-04-29 02:00:00
61032;Beaufai;2004-01-26 01:00:00
81004;Albi;2004-12-28 01:00:00
32053;Bézues-Bajon;2004-02-03 01:00:00
52297;Luzy-sur-Marne;2004-03-22 01:00:00
68330;Strueth;2004-03-25 01:00:00
62764;Saint-Nicolas;2004-06-07 02:00:00
47255;Saint-Martin-de-Beauville;2004-12-31 01:00:00
62039;Arleux-en-Gohelle;2004-08-31 02:00:00
02461;Marest-Dampcourt;2004-11-22 01:00:00
62250;Courrières;2004-10-05 02:00:00
38397;Saint-Ismier;2004-01-12 01:00:00
52058;Bologne;2004-03-29 02:00:00
47175;Monflanquin;2004-12-31 01:00:00
87062;Eybouleuf;2004-12-16 01:00:00
01347;Saint-Didier-de-Formans;2004-01-08 01:00:00
32300;Orbessan;2004-09-30 02:00:00
38214;Lumbin;2004-01-12 01:00:00
73320;Villargondran;2004-05-12 02:00:00
62351;Fouquières-lès-Lens;2004-10-05 02:00:00
80156;Bussy-lès-Daours;2004-12-01 01:00:00
84118;Saint-Saturnin-lès-Apt;2004-02-23 01:00:00
87139;Saint-Bonnet-de-Bellac;2004-11-22 01:00:00
47114;Grézet-Cavagnan;2004-12-31 01:00:00
95633;Vaudherland;2004-02-19 01:00:00
61456;Saint-Sulpice-sur-Risle;2004-11-16 01:00:00
32126;Estampes;2004-02-04 01:00:00
47158;Marmont-Pachas;2004-12-31 01:00:00
84047;Gargas;2004-01-16 01:00:00
47305;Tayrac;2004-12-31 01:00:00
47162;Massoulès;2004-12-31 01:00:00
80164;Camon;2004-12-01 01:00:00
47208;Pompogne;2004-12-31 01:00:00
80461;Lamotte-Brebière;2004-12-01 01:00:00
16281;La Rochefoucauld-en-Angoumois;2004-06-25 02:00:00
01285;Parcieux;2004-01-08 01:00:00
47227;Ruffiac;2004-12-31 01:00:00
74261;Saxel;2004-10-17 02:00:00
47101;Fourques-sur-Garonne;2004-12-31 01:00:00
32414;Sarragachies;2004-09-30 02:00:00
32155;Le Houga;2004-09-30 02:00:00
62035;Annezin;2004-06-08 02:00:00
38239;Moirans;2004-01-12 01:00:00
47150;Longueville;2004-12-31 01:00:00
81154;Marnaves;2004-12-28 01:00:00
65297;Mansan;2004-06-14 02:00:00
47073;Cours;2004-12-31 01:00:00
73173;Montricher-Albanne;2004-05-12 02:00:00
38547;Villard-Bonnot;2004-01-12 01:00:00
84103;Rustrel;2004-02-26 01:00:00
52452;Saint-Martin-lès-Langres;2004-03-08 01:00:00
38133;Coublevie;2004-01-12 01:00:00
16406;Moulins-sur-Tardoire;2004-03-08 01:00:00
47027;Bias;2004-12-31 01:00:00
38249;Montbonnot-Saint-Martin;2004-01-12 01:00:00
47189;Montignac-Toupinerie;2004-12-31 01:00:00
62498;Lens;2004-10-05 02:00:00
80246;Dommartin;2004-12-01 01:00:00
47321;Villeneuve-de-Duras;2004-12-31 01:00:00
47316;Varès;2004-12-31 01:00:00
95213;Épiais-Rhus;2004-02-19 01:00:00
47231;Saint-Avit;2004-12-31 01:00:00
84138;Valréas;2002-05-28 02:00:00
26306;Sainte-Jalle;2002-10-23 02:00:00
66009;Arles-sur-Tech;2002-05-30 02:00:00
38298;Le Péage-de-Roussillon;2002-06-11 02:00:00
66026;Brouilla;2002-03-25 01:00:00
57319;Herny;2002-05-24 02:00:00
54570;Villecey-sur-Mad;2002-12-30 01:00:00
95271;Génicourt;2002-11-08 01:00:00
66147;Porté-Puymorens;2002-05-23 02:00:00
25194;Dannemarie;2002-03-05 01:00:00
65332;Oléac-Debat;2004-06-14 02:00:00
38314;Pontcharra;2004-01-12 01:00:00
19107;Larche;2004-07-28 02:00:00
47041;Bruch;2004-12-31 01:00:00
79089;Le Chillou;2004-05-27 02:00:00
47214;Puch-d'Agenais;2004-12-31 01:00:00
32108;Corneillan;2004-09-30 02:00:00
47120;Jusix;2004-12-31 01:00:00
81266;Saint-Paul-Cap-de-Joux;2004-04-07 02:00:00
74140;Habère-Poche;2004-10-17 02:00:00
47206;Pinel-Hauterive;2004-12-31 01:00:00
74034;Le Biot;2004-10-17 02:00:00
81165;Milhars;2004-12-28 01:00:00
80212;Corbie;2004-12-01 01:00:00
47196;Nicole;2004-12-31 01:00:00
47326;Virazeil;2004-12-31 01:00:00
38509;La Tour-du-Pin;2004-01-12 01:00:00
47246;Saint-Hilaire-de-Lusignan;2004-12-31 01:00:00
65281;Loucrup;2004-06-14 02:00:00
84013;Beaumettes;2004-01-28 01:00:00
01075;Chaleins;2004-01-08 01:00:00
38200;Jarrie;2004-01-12 01:00:00
62004;Achicourt;2004-09-16 02:00:00
87167;Saint-Martin-Terressus;2004-08-18 02:00:00
52250;Joinville;2004-04-20 02:00:00
47016;Aubiac;2004-12-31 01:00:00
47155;Madaillan;2004-12-31 01:00:00
62324;Farbus;2004-08-31 02:00:00
32348;Roquelaure;2004-09-30 02:00:00
80752;Thézy-Glimont;2004-12-01 01:00:00
47151;Loubès-Bernac;2004-12-31 01:00:00
47191;Montpouillan;2004-12-31 01:00:00
47129;Lagarrigue;2004-12-31 01:00:00
21544;Sainte-Colombe-en-Auxois;2004-04-22 02:00:00
74038;Bogève;2004-10-17 02:00:00
32468;Aussos;2004-11-16 01:00:00
38053;Bourgoin-Jallieu;2004-01-12 01:00:00
47304;Taillebourg;2004-12-31 01:00:00
47167;Mézin;2004-12-31 01:00:00
84014;Beaumont-de-Pertuis;2004-01-16 01:00:00
07169;Ozon;2004-10-20 02:00:00
47311;Tourliac;2004-12-31 01:00:00
62340;Floringhem;2004-12-15 01:00:00
62532;Lozinghem;2004-12-15 01:00:00
60592;Saint-Pierre-es-Champs;2004-09-22 02:00:00
81271;Saint-Sulpice-la-Pointe;2004-12-01 01:00:00
47237;Sainte-Colombe-de-Villeneuve;2004-12-31 01:00:00
81199;Padiès;2004-12-28 01:00:00
52156;Curel;2004-04-26 02:00:00
16067;Bunzac;2004-03-16 01:00:00
32107;Condom;2004-04-07 02:00:00
46231;Puy-l'Évêque;2004-05-17 02:00:00
65276;Lizos;2004-06-14 02:00:00
81156;Marssac-sur-Tarn;2004-12-02 01:00:00
47252;Sainte-Livrade-sur-Lot;2004-12-31 01:00:00
65203;Gez-ez-Angles;2004-06-14 02:00:00
47113;Grayssas;2004-12-31 01:00:00
01225;Lurcy;2004-01-08 01:00:00
62132;Billy-Berclau;2004-12-20 01:00:00
47220;Razimet;2004-12-31 01:00:00
80725;Salouël;2004-12-01 01:00:00
66126;Oms;2004-06-22 02:00:00
62055;Audrehem;2004-04-29 02:00:00
61214;L'Aigle;2004-11-16 01:00:00
62007;Acq;2004-11-04 01:00:00
16280;Rivières;2004-03-12 01:00:00
47045;Calignac;2004-12-31 01:00:00
79016;Assais-les-Jumeaux;2004-05-27 02:00:00
52548;Vraincourt;2004-04-05 02:00:00
62842;Vendin-le-Vieil;2004-12-15 01:00:00
62817;Tilloy-lès-Mofflaines;2004-06-07 02:00:00
47285;Samazan;2004-12-31 01:00:00
47284;Salles;2004-12-31 01:00:00
47104;Frégimont;2004-12-31 01:00:00
47254;Saint-Martin-Curton;2004-12-31 01:00:00
80627;Plachy-Buyon;2004-12-01 01:00:00
62869;Wailly;2004-09-16 02:00:00
32151;Goux;2004-09-30 02:00:00
38193;L'Isle-d'Abeau;2004-01-12 01:00:00
62892;Willerval;2004-08-31 02:00:00
47012;Anzex;2004-12-31 01:00:00
