jrc_event_id,raster_file,jrc_start_date,jrc_end_date,insee_com,jrc_commune_name,nuts3_code,nuts3_name,max_depth_cm,flooded_pixels,flooded_area_m2,gaspar_event_uid,cod_nat_catnat,gaspar_commune_name,num_risque_jo,lib_risque_jo,gaspar_start_date,gaspar_end_date,start_diff_days,end_diff_days,abs_start_diff_days,abs_end_diff_days,total_abs_date_diff_days,exact_date_match,within_7d_start_end_window,window_expanded_interval_overlap,interval_overlap_days,date_window_days
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89130,Deux Rivières,FRC14,Yonne,306.0,303,121200.0,INTE1806551A__20180115__20180205,INTE1806551A,Deux Rivières,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89156,Esnon,FRC14,Yonne,693.0,1081,432400.0,INTE1806551A__20180115__20180205,INTE1806551A,Esnon,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89309,Pont-sur-Yonne,FRC14,Yonne,302.0,2200,880000.0,INTE1806551A__20180115__20180205,INTE1806551A,Pont-sur-Yonne,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89407,Tanlay,FRC14,Yonne,547.0,1165,466000.0,INTE1806551A__20180115__20180205,INTE1806551A,Tanlay,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89443,Véron,FRC14,Yonne,271.0,616,246400.0,INTE1806551A__20180115__20180205,INTE1806551A,Véron,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89465,Villeperrot,FRC14,Yonne,540.0,395,158000.0,INTE1806551A__20180115__20180205,INTE1806551A,Villeperrot,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,89480,Vinneuf,FRC14,Yonne,517.0,956,382400.0,INTE1806551A__20180115__20180205,INTE1806551A,Vinneuf,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,91421,Montgeron,FR104,Essonne,44.0,215,86000.0,INTE1806551A__20180115__20180205,INTE1806551A,Montgeron,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,91600,Soisy-sur-Seine,FR104,Essonne,16.0,72,28800.0,INTE1806551A__20180115__20180205,INTE1806551A,Soisy-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,95523,La Roche-Guyon,FR108,Val-d’Oise,421.0,581,232400.0,INTE1806551A__20180115__20180205,INTE1806551A,La Roche-Guyon,ICB,Inondations et/ou Coulées de Boue,2018-01-15,2018-02-05,0,0,0,0,0,True,True,True,22,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21006,Aisey-sur-Seine,FRC11,Côte-d’Or,60.0,32,12800.0,INTE1806551A__20180121__20180130,INTE1806551A,Aisey-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21021,Arc-sur-Tille,FRC11,Côte-d’Or,173.0,1419,567600.0,INTE1806551A__20180121__20180130,INTE1806551A,Arc-sur-Tille,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21034,Autricourt,FRC11,Côte-d’Or,558.0,1367,546800.0,INTE1806551A__20180121__20180130,INTE1806551A,Autricourt,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21058,Belan-sur-Ource,FRC11,Côte-d’Or,337.0,1788,715200.0,INTE1806551A__20180121__20180130,INTE1806551A,Belan-sur-Ource,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21105,Bressey-sur-Tille,FRC11,Côte-d’Or,96.0,1452,580800.0,INTE1806551A__20180121__20180130,INTE1806551A,Bressey-sur-Tille,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21109,Brion-sur-Ource,FRC11,Côte-d’Or,276.0,621,248400.0,INTE1806551A__20180121__20180130,INTE1806551A,Brion-sur-Ource,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21172,Chivres,FRC11,Côte-d’Or,300.0,11049,4419600.0,INTE1806551A__20180121__20180130,INTE1806551A,Chivres,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21208,Courtivron,FRC11,Côte-d’Or,48.0,96,38400.0,INTE1806551A__20180121__20180130,INTE1806551A,Courtivron,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21239,Échenon,FRC11,Côte-d’Or,309.0,6141,2456400.0,INTE1806551A__20180121__20180130,INTE1806551A,Échenon,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21240,Échevannes,FRC11,Côte-d’Or,91.0,13,5200.0,INTE1806551A__20180121__20180130,INTE1806551A,Échevannes,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21292,Genlis,FRC11,Côte-d’Or,40.0,1445,578000.0,INTE1806551A__20180121__20180130,INTE1806551A,Genlis,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21309,Griselles,FRC11,Côte-d’Or,443.0,1393,557200.0,INTE1806551A__20180121__20180130,INTE1806551A,Griselles,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21317,Is-sur-Tille,FRC11,Côte-d’Or,99.0,1248,499200.0,INTE1806551A__20180121__20180130,INTE1806551A,Is-sur-Tille,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21320,Izier,FRC11,Côte-d’Or,52.0,1507,602800.0,INTE1806551A__20180121__20180130,INTE1806551A,Izier,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21322,Jallanges,FRC11,Côte-d’Or,235.0,1110,444000.0,INTE1806551A__20180121__20180130,INTE1806551A,Jallanges,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21336,Laignes,FRC11,Côte-d’Or,113.0,1106,442400.0,INTE1806551A__20180121__20180130,INTE1806551A,Laignes,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21370,Magny-sur-Tille,FRC11,Côte-d’Or,42.0,791,316400.0,INTE1806551A__20180121__20180130,INTE1806551A,Magny-sur-Tille,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21371,Les Maillys,FRC11,Côte-d’Or,665.0,27785,11114000.0,INTE1806551A__20180121__20180130,INTE1806551A,Les Maillys,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21385,Marey-sur-Tille,FRC11,Côte-d’Or,104.0,675,270000.0,INTE1806551A__20180121__20180130,INTE1806551A,Marey-sur-Tille,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21389,Marmagne,FRC11,Côte-d’Or,79.0,1199,479600.0,INTE1806551A__20180121__20180130,INTE1806551A,Marmagne,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21487,Pluvet,FRC11,Côte-d’Or,34.0,2932,1172800.0,INTE1806551A__20180121__20180130,INTE1806551A,Pluvet,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21557,Saint-Marc-sur-Seine,FRC11,Côte-d’Or,46.0,93,37200.0,INTE1806551A__20180121__20180130,INTE1806551A,Saint-Marc-sur-Seine,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21599,Selongey,FRC11,Côte-d’Or,60.0,70,28000.0,INTE1806551A__20180121__20180130,INTE1806551A,Selongey,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21638,Til-Châtel,FRC11,Côte-d’Or,50.0,179,71600.0,INTE1806551A__20180121__20180130,INTE1806551A,Til-Châtel,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21674,Veuxhaulles-sur-Aube,FRC11,Côte-d’Or,282.0,167,66800.0,INTE1806551A__20180121__20180130,INTE1806551A,Veuxhaulles-sur-Aube,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21699,Villers-les-Pots,FRC11,Côte-d’Or,348.0,1622,648800.0,INTE1806551A__20180121__20180130,INTE1806551A,Villers-les-Pots,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,21717,Voulaines-les-Templiers,FRC11,Côte-d’Or,135.0,255,102000.0,INTE1806551A__20180121__20180130,INTE1806551A,Voulaines-les-Templiers,ICB,Inondations et/ou Coulées de Boue,2018-01-21,2018-01-30,-6,6,6,6,12,False,True,True,10,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,76056,Bardouville,FRD22,Seine-Maritime,54.0,67,26800.0,INTE1810998A__20180122__20180204,INTE1810998A,Bardouville,ICB,Inondations et/ou Coulées de Boue,2018-01-22,2018-02-04,-7,1,7,1,8,False,True,True,14,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,76436,Le Mesnil-sous-Jumièges,FRD22,Seine-Maritime,237.0,592,236800.0,INTE1810998A__20180122__20180204,INTE1810998A,Le Mesnil-sous-Jumièges,ICB,Inondations et/ou Coulées de Boue,2018-01-22,2018-02-04,-7,1,7,1,8,False,True,True,14,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10030,Barberey-Saint-Sulpice,FRF22,Aube,448.0,322,128800.0,INTE1826529A__20180120__20180210,INTE1826529A,Barberey-Saint-Sulpice,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10033,Bar-sur-Aube,FRF22,Aube,463.0,783,313200.0,INTE1826529A__20180120__20180210,INTE1826529A,Bar-sur-Aube,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10034,Bar-sur-Seine,FRF22,Aube,143.0,161,64400.0,INTE1826529A__20180120__20180210,INTE1826529A,Bar-sur-Seine,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10055,Bourguignons,FRF22,Aube,24.0,76,30400.0,INTE1826529A__20180120__20180210,INTE1826529A,Bourguignons,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10060,Bréviandes,FRF22,Aube,284.0,1183,473200.0,INTE1826529A__20180120__20180210,INTE1826529A,Bréviandes,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10073,Chalette-sur-Voire,FRF22,Aube,182.0,5,2000.0,INTE1826529A__20180120__20180210,INTE1826529A,Chalette-sur-Voire,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10081,La Chapelle-Saint-Luc,FRF22,Aube,93.0,164,65600.0,INTE1826529A__20180120__20180210,INTE1826529A,La Chapelle-Saint-Luc,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10089,Châtres,FRF22,Aube,402.0,592,236800.0,INTE1826529A__20180120__20180210,INTE1826529A,Châtres,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10095,Le Chêne,FRF22,Aube,360.0,1847,738800.0,INTE1826529A__20180120__20180210,INTE1826529A,Le Chêne,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10114,Crancey,FRF22,Aube,840.0,3446,1378400.0,INTE1826529A__20180120__20180210,INTE1826529A,Crancey,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10176,Jaucourt,FRF22,Aube,150.0,396,158400.0,INTE1826529A__20180120__20180210,INTE1826529A,Jaucourt,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168,WD_MERGE_2018-01-15---2018-02-05_duration_21_days_cluster_356_A0_001736_A_002252_lat_04804_lon_00395_size_0168.tif,2018-01-15,2018-02-05,10178,Jessains,FRF22,Aube,642.0,192,76800.0,INTE1826529A__20180120__20180210,INTE1826529A,Jessains,IRN,Inondations Remontée Nappe,2018-01-20,2018-02-10,-5,-5,5,5,10,False,True,True,17,7
