event_id,raster_file,raster_path,source_year_folder,start_date,end_date,duration_days,flood_id,gfm_extent_km2,enhanced_extent_km2,centroid_lat_cents,centroid_lon_cents,spatial_spread_units,nuts0_code,nuts0_name,max_depth_cm,flooded_pixels,flooded_area_m2,n_lau
WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_151_A0_000001_A_000002_lat_04796_lon_-0387_size_0049,WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_151_A0_000001_A_000002_lat_04796_lon_-0387_size_0049.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_151_A0_000001_A_000002_lat_04796_lon_-0387_size_0049.tif,2019,2019-06-17,2019-06-24,7,151,1,2,4796,-387,49,FR,France,1108.0,1790,716000.0,16
WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_154_A0_000022_A_000024_lat_04497_lon_01178_size_0040,WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_154_A0_000022_A_000024_lat_04497_lon_01178_size_0040.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_154_A0_000022_A_000024_lat_04497_lon_01178_size_0040.tif,2019,2019-06-17,2019-06-24,7,154,22,24,4497,1178,40,IT,Italia,251.0,60485,24194000.0,39
WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_155_A0_000013_A_000027_lat_05170_lon_01459_size_0033,WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_155_A0_000013_A_000027_lat_05170_lon_01459_size_0033.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_155_A0_000013_A_000027_lat_05170_lon_01459_size_0033.tif,2019,2019-06-17,2019-06-24,7,155,13,27,5170,1459,33,DE,Deutschland,6572.0,54258,21703200.0,34
WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_155_A0_000013_A_000027_lat_05170_lon_01459_size_0033,WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_155_A0_000013_A_000027_lat_05170_lon_01459_size_0033.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_155_A0_000013_A_000027_lat_05170_lon_01459_size_0033.tif,2019,2019-06-17,2019-06-24,7,155,13,27,5170,1459,33,PL,Polska,334.0,14739,5895600.0,7
WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_156_A0_000008_A_000009_lat_04395_lon_02303_size_0017,WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_156_A0_000008_A_000009_lat_04395_lon_02303_size_0017.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_156_A0_000008_A_000009_lat_04395_lon_02303_size_0017.tif,2019,2019-06-17,2019-06-24,7,156,8,9,4395,2303,17,BG,България ,600.0,1639,655600.0,5
WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_156_A0_000008_A_000009_lat_04395_lon_02303_size_0017,WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_156_A0_000008_A_000009_lat_04395_lon_02303_size_0017.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-06-24_duration_7_days_cluster_156_A0_000008_A_000009_lat_04395_lon_02303_size_0017.tif,2019,2019-06-17,2019-06-24,7,156,8,9,4395,2303,17,RO,România,243.0,22842,9136800.0,18
WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_150_A0_000042_A_000061_lat_04029_lon_-0723_size_0134,WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_150_A0_000042_A_000061_lat_04029_lon_-0723_size_0134.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_150_A0_000042_A_000061_lat_04029_lon_-0723_size_0134.tif,2019,2019-06-17,2019-07-01,14,150,42,61,4029,-723,134,ES,España,236.0,25904,10361600.0,26
WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_150_A0_000042_A_000061_lat_04029_lon_-0723_size_0134,WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_150_A0_000042_A_000061_lat_04029_lon_-0723_size_0134.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_150_A0_000042_A_000061_lat_04029_lon_-0723_size_0134.tif,2019,2019-06-17,2019-07-01,14,150,42,61,4029,-723,134,PT,Portugal,937.0,119594,47837600.0,43
WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_153_A0_000017_A_000020_lat_04356_lon_00459_size_0016,WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_153_A0_000017_A_000020_lat_04356_lon_00459_size_0016.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-17---2019-07-01_duration_14_days_cluster_153_A0_000017_A_000020_lat_04356_lon_00459_size_0016.tif,2019,2019-06-17,2019-07-01,14,153,17,20,4356,459,16,FR,France,345.0,49999,19999600.0,13
WD_MERGE_2019-06-24---2019-07-01_duration_7_days_cluster_161_A0_000001_A_000001_lat_05102_lon_00652_size_0007,WD_MERGE_2019-06-24---2019-07-01_duration_7_days_cluster_161_A0_000001_A_000001_lat_05102_lon_00652_size_0007.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-24---2019-07-01_duration_7_days_cluster_161_A0_000001_A_000001_lat_05102_lon_00652_size_0007.tif,2019,2019-06-24,2019-07-01,7,161,1,1,5102,652,7,DE,Deutschland,3687.0,3158,1263200.0,9
WD_MERGE_2019-06-24---2019-07-01_duration_7_days_cluster_161_A0_000001_A_000001_lat_05102_lon_00652_size_0007,WD_MERGE_2019-06-24---2019-07-01_duration_7_days_cluster_161_A0_000001_A_000001_lat_05102_lon_00652_size_0007.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-06-24---2019-07-01_duration_7_days_cluster_161_A0_000001_A_000001_lat_05102_lon_00652_size_0007.tif,2019,2019-06-24,2019-07-01,7,161,1,1,5102,652,7,NL,Nederland,24.0,88,35200.0,2
WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_164_A0_000009_A_000010_lat_04874_lon_-0374_size_0015,WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_164_A0_000009_A_000010_lat_04874_lon_-0374_size_0015.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_164_A0_000009_A_000010_lat_04874_lon_-0374_size_0015.tif,2019,2019-07-01,2019-07-08,7,164,9,10,4874,-374,15,FR,France,3702.0,4784,1913600.0,15
WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_165_A0_000012_A_000016_lat_06556_lon_-2240_size_0034,WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_165_A0_000012_A_000016_lat_06556_lon_-2240_size_0034.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_165_A0_000012_A_000016_lat_06556_lon_-2240_size_0034.tif,2019,2019-07-01,2019-07-08,7,165,12,16,6556,-2240,34,IS,Ísland,10402.0,22304,8921600.0,8
WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247,WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,2019,2019-07-01,2019-07-08,7,166,6,7,4997,1635,247,AT,Österreich,65.0,28,11200.0,6
WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247,WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,2019,2019-07-01,2019-07-08,7,166,6,7,4997,1635,247,CZ,Česko,430.0,1708,683200.0,24
WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247,WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,2019,2019-07-01,2019-07-08,7,166,6,7,4997,1635,247,DE,Deutschland,40.0,861,344400.0,2
WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247,WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,2019,2019-07-01,2019-07-08,7,166,6,7,4997,1635,247,HU,Magyarország,187.0,3278,1311200.0,14
WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247,WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,2019,2019-07-01,2019-07-08,7,166,6,7,4997,1635,247,PL,Polska,223.0,8942,3576800.0,17
WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247,WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-07-08_duration_7_days_cluster_166_A0_000006_A_000007_lat_04997_lon_01635_size_0247.tif,2019,2019-07-01,2019-07-08,7,166,6,7,4997,1635,247,SK,Slovensko,92.0,4342,1736800.0,10
WD_MERGE_2019-07-01---2019-08-05_duration_28_days_cluster_163_A0_000015_A_000024_lat_03756_lon_-0661_size_0099,WD_MERGE_2019-07-01---2019-08-05_duration_28_days_cluster_163_A0_000015_A_000024_lat_03756_lon_-0661_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-08-05_duration_28_days_cluster_163_A0_000015_A_000024_lat_03756_lon_-0661_size_0099.tif,2019,2019-07-01,2019-08-05,28,163,15,24,3756,-661,99,ES,España,913.0,31505,12602000.0,30
WD_MERGE_2019-07-01---2019-08-05_duration_28_days_cluster_163_A0_000015_A_000024_lat_03756_lon_-0661_size_0099,WD_MERGE_2019-07-01---2019-08-05_duration_28_days_cluster_163_A0_000015_A_000024_lat_03756_lon_-0661_size_0099.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-08-05_duration_28_days_cluster_163_A0_000015_A_000024_lat_03756_lon_-0661_size_0099.tif,2019,2019-07-01,2019-08-05,28,163,15,24,3756,-661,99,PT,Portugal,688.0,23266,9306400.0,22
WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155,WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155.tif,2019,2019-07-01,2019-09-23,84,168,123,184,6953,2645,155,FI,Suomi/Finland,1004.0,29851,11940400.0,6
WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155,WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155.tif,2019,2019-07-01,2019-09-23,84,168,123,184,6953,2645,155,NO,Norge,22221.0,314251,125700400.0,23
WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155,WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-01---2019-09-23_duration_84_days_cluster_168_A0_000123_A_000184_lat_06953_lon_02645_size_0155.tif,2019,2019-07-01,2019-09-23,84,168,123,184,6953,2645,155,SE,Sverige,78.0,264,105600.0,1
WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_172_A0_000004_A_000004_lat_04949_lon_-0128_size_0018,WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_172_A0_000004_A_000004_lat_04949_lon_-0128_size_0018.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_172_A0_000004_A_000004_lat_04949_lon_-0128_size_0018.tif,2019,2019-07-08,2019-07-15,7,172,4,4,4949,-128,18,FR,France,111.0,707,282800.0,10
WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_173_A0_000016_A_000019_lat_05425_lon_-0576_size_0027,WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_173_A0_000016_A_000019_lat_05425_lon_-0576_size_0027.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_173_A0_000016_A_000019_lat_05425_lon_-0576_size_0027.tif,2019,2019-07-08,2019-07-15,7,173,16,19,5425,-576,27,IE,Éire/Ireland,317.0,845,338000.0,5
WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_174_A0_000025_A_000033_lat_06655_lon_01588_size_0014,WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_174_A0_000025_A_000033_lat_06655_lon_01588_size_0014.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_174_A0_000025_A_000033_lat_06655_lon_01588_size_0014.tif,2019,2019-07-08,2019-07-15,7,174,25,33,6655,1588,14,NO,Norge,16138.0,16986,6794400.0,5
WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_174_A0_000025_A_000033_lat_06655_lon_01588_size_0014,WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_174_A0_000025_A_000033_lat_06655_lon_01588_size_0014.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_174_A0_000025_A_000033_lat_06655_lon_01588_size_0014.tif,2019,2019-07-08,2019-07-15,7,174,25,33,6655,1588,14,SE,Sverige,6990.0,66130,26452000.0,2
WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_175_A0_000016_A_000017_lat_06323_lon_02300_size_0085,WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_175_A0_000016_A_000017_lat_06323_lon_02300_size_0085.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_175_A0_000016_A_000017_lat_06323_lon_02300_size_0085.tif,2019,2019-07-08,2019-07-15,7,175,16,17,6323,2300,85,FI,Suomi/Finland,537.0,44665,17866000.0,36
WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_175_A0_000016_A_000017_lat_06323_lon_02300_size_0085,WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_175_A0_000016_A_000017_lat_06323_lon_02300_size_0085.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-07-15_duration_7_days_cluster_175_A0_000016_A_000017_lat_06323_lon_02300_size_0085.tif,2019,2019-07-08,2019-07-15,7,175,16,17,6323,2300,85,SE,Sverige,117.0,114,45600.0,1
WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172,WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172.tif,2019,2019-07-08,2019-09-09,63,344,258,465,6167,930,172,DK,Danmark,249.0,5161,2064400.0,7
WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172,WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172.tif,2019,2019-07-08,2019-09-09,63,344,258,465,6167,930,172,NO,Norge,32557.0,989622,395848800.0,86
WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172,WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-08---2019-09-09_duration_63_days_cluster_344_A0_000258_A_000465_lat_06167_lon_00930_size_0172.tif,2019,2019-07-08,2019-09-09,63,344,258,465,6167,930,172,SE,Sverige,3020.0,181858,72743200.0,10
WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_178_A0_000009_A_000010_lat_04132_lon_-0501_size_0038,WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_178_A0_000009_A_000010_lat_04132_lon_-0501_size_0038.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_178_A0_000009_A_000010_lat_04132_lon_-0501_size_0038.tif,2019,2019-07-15,2019-07-22,7,178,9,10,4132,-501,38,ES,España,662.0,27090,10836000.0,129
WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_179_A0_000001_A_000001_lat_05485_lon_-0840_size_0012,WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_179_A0_000001_A_000001_lat_05485_lon_-0840_size_0012.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_179_A0_000001_A_000001_lat_05485_lon_-0840_size_0012.tif,2019,2019-07-15,2019-07-22,7,179,1,1,5485,-840,12,IE,Éire/Ireland,1015.0,1293,517200.0,5
WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_180_A0_000004_A_000005_lat_06534_lon_-2259_size_0011,WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_180_A0_000004_A_000005_lat_06534_lon_-2259_size_0011.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_180_A0_000004_A_000005_lat_06534_lon_-2259_size_0011.tif,2019,2019-07-15,2019-07-22,7,180,4,5,6534,-2259,11,IS,Ísland,7562.0,2093,837200.0,8
WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_183_A0_000014_A_000019_lat_05437_lon_00987_size_0035,WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_183_A0_000014_A_000019_lat_05437_lon_00987_size_0035.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_183_A0_000014_A_000019_lat_05437_lon_00987_size_0035.tif,2019,2019-07-15,2019-07-22,7,183,14,19,5437,987,35,DE,Deutschland,222.0,39675,15870000.0,68
WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_183_A0_000014_A_000019_lat_05437_lon_00987_size_0035,WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_183_A0_000014_A_000019_lat_05437_lon_00987_size_0035.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_183_A0_000014_A_000019_lat_05437_lon_00987_size_0035.tif,2019,2019-07-15,2019-07-22,7,183,14,19,5437,987,35,DK,Danmark,180.0,9210,3684000.0,2
WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_184_A0_000001_A_000002_lat_05388_lon_02467_size_0040,WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_184_A0_000001_A_000002_lat_05388_lon_02467_size_0040.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-15---2019-07-22_duration_7_days_cluster_184_A0_000001_A_000002_lat_05388_lon_02467_size_0040.tif,2019,2019-07-15,2019-07-22,7,184,1,2,5388,2467,40,LT,Lietuva,106.0,669,267600.0,3
WD_MERGE_2019-07-15---2019-08-05_duration_21_days_cluster_182_A0_000029_A_000044_lat_06534_lon_-1710_size_0113,WD_MERGE_2019-07-15---2019-08-05_duration_21_days_cluster_182_A0_000029_A_000044_lat_06534_lon_-1710_size_0113.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-15---2019-08-05_duration_21_days_cluster_182_A0_000029_A_000044_lat_06534_lon_-1710_size_0113.tif,2019,2019-07-15,2019-08-05,21,182,29,44,6534,-1710,113,IS,Ísland,8974.0,110472,44188800.0,11
WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_187_A0_000007_A_000009_lat_05438_lon_-0562_size_0015,WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_187_A0_000007_A_000009_lat_05438_lon_-0562_size_0015.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_187_A0_000007_A_000009_lat_05438_lon_-0562_size_0015.tif,2019,2019-07-22,2019-07-29,7,187,7,9,5438,-562,15,IE,Éire/Ireland,162.0,262,104800.0,1
WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_189_A0_000041_A_000053_lat_06752_lon_01751_size_0125,WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_189_A0_000041_A_000053_lat_06752_lon_01751_size_0125.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_189_A0_000041_A_000053_lat_06752_lon_01751_size_0125.tif,2019,2019-07-22,2019-07-29,7,189,41,53,6752,1751,125,NO,Norge,12948.0,48107,19242800.0,9
WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_189_A0_000041_A_000053_lat_06752_lon_01751_size_0125,WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_189_A0_000041_A_000053_lat_06752_lon_01751_size_0125.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-22---2019-07-29_duration_7_days_cluster_189_A0_000041_A_000053_lat_06752_lon_01751_size_0125.tif,2019,2019-07-22,2019-07-29,7,189,41,53,6752,1751,125,SE,Sverige,9111.0,85551,34220400.0,3
WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_193_A0_000001_A_000002_lat_04248_lon_-0231_size_0106,WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_193_A0_000001_A_000002_lat_04248_lon_-0231_size_0106.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_193_A0_000001_A_000002_lat_04248_lon_-0231_size_0106.tif,2019,2019-07-29,2019-08-05,7,193,1,2,4248,-231,106,ES,España,5964.0,5596,2238400.0,34
WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_194_A0_000009_A_000013_lat_06531_lon_-2257_size_0010,WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_194_A0_000009_A_000013_lat_06531_lon_-2257_size_0010.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_194_A0_000009_A_000013_lat_06531_lon_-2257_size_0010.tif,2019,2019-07-29,2019-08-05,7,194,9,13,6531,-2257,10,IS,Ísland,1875.0,6492,2596800.0,10
WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_195_A0_000004_A_000005_lat_04946_lon_-0135_size_0019,WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_195_A0_000004_A_000005_lat_04946_lon_-0135_size_0019.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_195_A0_000004_A_000005_lat_04946_lon_-0135_size_0019.tif,2019,2019-07-29,2019-08-05,7,195,4,5,4946,-135,19,FR,France,96.0,849,339600.0,11
WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_198_A0_000001_A_000001_lat_04778_lon_02756_size_0044,WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_198_A0_000001_A_000001_lat_04778_lon_02756_size_0044.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-07-29---2019-08-05_duration_7_days_cluster_198_A0_000001_A_000001_lat_04778_lon_02756_size_0044.tif,2019,2019-07-29,2019-08-05,7,198,1,1,4778,2756,44,RO,România,265.0,2371,948400.0,2
WD_MERGE_2019-08-05---2019-08-12_duration_7_days_cluster_202_A0_000008_A_000014_lat_06359_lon_-1827_size_0014,WD_MERGE_2019-08-05---2019-08-12_duration_7_days_cluster_202_A0_000008_A_000014_lat_06359_lon_-1827_size_0014.tif,D:\M2_MoSEF\DataCollection\data\JRC_flood_depth_maps\2019\WD_MERGE_2019-08-05---2019-08-12_duration_7_days_cluster_202_A0_000008_A_000014_lat_06359_lon_-1827_size_0014.tif,2019,2019-08-05,2019-08-12,7,202,8,14,6359,-1827,14,IS,Ísland,6174.0,35244,14097600.0,4
