cod_commune,commune_name,n_flood_events,first_event,last_event
12176,Onet-le-Château,5,1989-04-25,2022-05-20
12197,Réquista,5,1994-11-04,2022-05-24
12204,La Roque-Sainte-Marguerite,5,1992-09-26,2022-05-20
12243,Saint-Rome-de-Cernon,5,1992-09-26,2022-05-20
12248,Saint-Sernin-sur-Rance,5,1994-09-22,2022-05-20
12292,Versols-et-Lapeyre,5,1992-09-26,2022-05-20
13003,Alleins,5,2015-06-12,2025-10-28
13008,Aurons,5,2003-12-01,2025-10-28
13011,Les Baux-de-Provence,5,1991-10-13,2022-12-14
13025,Châteauneuf-le-Rouge,5,1993-09-22,2022-05-20
13038,Fontvieille,5,1999-10-20,2022-05-20
13045,Graveson,5,2002-09-08,2025-10-02
13097,Saint-Martin-de-Crau,5,1999-10-20,2025-10-02
13107,Simiane-Collongue,5,1994-01-06,2022-05-20
14015,Anisy,5,1995-01-27,2022-05-20
14037,Malherbe-sur-Ajon,5,1990-02-14,2022-05-20
14053,Beaumais,5,1995-01-17,2024-08-22
14085,Bonneville-la-Louvet,5,1995-01-17,2022-05-20
14102,Le Breuil-en-Auge,5,1988-12-05,2022-05-20
14123,Cairon,5,1995-01-17,2022-05-20
14141,Castillon-en-Auge,5,1999-12-25,2024-08-22
14143,Caumont-sur-Aure,5,1994-07-01,2022-05-20
14172,Commes,5,1988-01-15,2022-05-24
14183,Cossesseville,5,1993-01-10,2022-05-20
14191,Courseulles-sur-Mer,5,1988-01-15,2022-05-20
14202,Cricquebœuf,5,1988-01-15,2022-05-20
14204,Cricqueville-en-Bessin,5,1993-10-12,2022-05-24
14220,Deauville,5,1990-02-26,2022-05-20
14228,Douvres-la-Délivrande,5,1995-01-17,2022-05-20
14245,Ernes,5,1995-01-17,2022-05-20
14282,Foulognes,5,1994-07-01,2022-05-20
14303,Glos,5,1988-12-05,2022-05-20
14312,Grandcamp-Maisy,5,1988-01-15,2022-05-20
14322,Guéron,5,1988-01-15,2022-05-20
14333,Honfleur,5,1999-12-25,2025-04-30
14335,Hotot-en-Auge,5,1995-01-17,2025-03-26
14338,Houlgate,5,1983-01-30,2022-05-20
14367,Lison,5,1995-01-17,2022-05-20
14377,Longues-sur-Mer,5,1988-01-15,2022-05-20
14403,Marolles,5,1997-08-12,2022-05-20
14405,Martigny-sur-l'Ante,5,1999-05-19,2022-05-20
14406,Moulins-en-Bessin,5,1995-01-17,2022-05-20
14410,Méry-Bissières-en-Auge,5,1995-01-17,2022-05-20
14449,Monts-en-Bessin,5,1995-01-17,2022-05-20
14452,Morteaux-Coulibœuf,5,1995-01-17,2022-05-20
14460,Moyaux,5,1997-08-12,2022-05-20
14467,Noron-l'Abbaye,5,1995-01-17,2022-05-20
14480,Osmanville,5,1988-01-15,2022-05-20
14495,Périers-sur-le-Dan,5,1999-12-25,2022-05-20
14498,Pertheville-Ners,5,1999-12-25,2022-05-20
14547,Rubercy,5,1988-01-15,2022-05-20
14552,Ryes,5,1988-01-15,2022-05-20
14557,Saint-Arnoult,5,1999-12-25,2022-05-20
14565,Saint-Côme-de-Fresné,5,1983-01-30,2022-05-20
14570,Valorbiquet,5,1988-12-05,2022-05-20
14574,Saint-Désir,5,1988-12-05,2022-05-20
14576,Val-de-Vie,5,1988-12-05,2024-08-22
14658,Noues de Sienne,5,1995-01-17,2022-05-20
14663,Saint-Vigor-le-Grand,5,1994-07-01,2022-05-20
14675,Soliers,5,1997-08-25,2022-05-20
14685,Thaon,5,1995-01-17,2025-02-11
14699,Touques,5,1999-12-25,2022-05-20
14709,Tracy-sur-Mer,5,1988-01-15,2022-05-20
14726,Valdallière,5,1990-02-14,2022-05-20
14728,Vaucelles,5,1990-02-12,2025-04-30
14737,Versainville,5,1987-09-01,2022-05-20
14743,Victot-Pontfol,5,1988-12-05,2025-03-26
15006,Anglards-de-Salers,5,1992-09-21,2022-05-24
15019,Bassignac,5,1994-11-04,2022-05-20
15038,Champs-sur-Tarentaine-Marchal,5,1990-02-12,2022-05-20
15063,Drugeac,5,1999-12-25,2022-05-24
15074,Giou-de-Mamou,5,1987-07-06,2022-05-20
15120,Mauriac,5,1999-12-25,2022-05-24
15188,Saint-Georges,5,1994-11-04,2022-05-20
15207,Saint-Poncy,5,1994-11-04,2022-05-20
16001,Abzac,5,1982-12-08,1999-12-29
16012,Angeac-Champagne,5,1982-12-08,1999-12-29
16013,Angeac-Charente,5,1982-12-08,2022-05-24
16029,Bardenac,5,1982-12-08,2009-05-11
16032,Bassac,5,1982-12-08,2021-02-09
16056,Bourg-Charente,5,1982-12-08,2024-03-04
16075,Champagne-Vigny,5,1982-12-08,2024-06-04
16081,La Chapelle,5,1982-12-08,2021-02-09
16084,Charras,5,1982-12-08,2013-10-20
16086,Chassenon,5,1982-12-08,1999-12-29
16117,Curac,5,1982-12-08,2012-04-29
16119,Dignac,5,1982-12-08,2012-04-29
16120,Dirac,5,1982-12-08,2000-05-03
16143,Fouquebrune,5,1982-12-08,2007-06-10
16151,Genté,5,1982-12-08,2022-05-20
16192,Terres-de-Haute-Charente,5,1982-12-08,2018-07-04
16196,Luxé,5,1982-12-08,2021-02-09
16204,Bellevigne,5,1982-12-08,2022-05-20
16207,Marcillac-Lanville,5,1982-12-08,2021-02-09
16217,Merpins,5,1982-12-08,2024-04-09
16222,Montboyer,5,1982-12-08,2024-06-04
16238,Moutonneau,5,1982-12-08,2013-07-27
16245,Nieuil,5,1982-12-08,2009-05-11
16269,Pranzac,5,1982-12-08,2009-05-11
16271,Puymoyen,5,1982-12-08,2013-07-27
16323,Saint-Germain-de-Montbron,5,1982-12-08,2009-05-11
16337,Saint-Maurice-des-Lions,5,1982-12-08,1999-12-29
16353,Saint-Sornin,5,1982-12-08,2009-05-11
16355,Saint-Sulpice-de-Cognac,5,1982-12-08,2022-05-20
16370,Sireuil,5,1982-12-08,2021-02-09
16388,Trois-Palis,5,1982-12-08,2021-02-09
16393,Vars,5,1982-12-08,2021-02-09
16395,Vaux-Rouillac,5,1982-12-08,2016-05-27
16400,Verteuil-sur-Charente,5,1982-12-08,2018-06-11
16406,Moulins-sur-Tardoire,5,1982-12-08,2024-02-02
16420,Voulgézac,5,1982-12-08,2021-02-04
17003,Aigrefeuille-d'Aunis,5,1982-12-08,2022-05-24
17009,Angliers,5,1982-12-08,2025-04-30
17018,Ardillières,5,1982-12-08,2024-02-02
17026,Authon-Ébéon,5,1982-12-08,2022-05-24
17035,Bazauges,5,1982-12-08,2022-05-24
17041,Benon,5,1982-12-08,2024-02-02
17053,Bords,5,1982-12-08,2022-05-24
17056,Bougneau,5,1982-12-08,2022-05-24
17057,Bouhet,5,1982-12-08,2024-02-02
17058,Bourcefranc-le-Chapus,5,1982-12-08,2024-02-02
17075,Cabariot,5,1982-12-08,2022-05-24
17076,Celles,5,1982-12-08,2022-05-24
17079,Chaillevette,5,1982-12-08,2022-05-24
17081,Chamouillac,5,1982-12-08,2022-05-24
17082,Champagnac,5,1982-12-08,2022-05-24
17084,Champagnolles,5,1982-12-08,2024-02-02
17085,Champdolent,5,1982-12-08,2024-02-02
17098,Chenac-Saint-Seurin-d'Uzet,5,1982-12-08,2022-05-24
17107,Ciré-d'Aunis,5,1982-12-08,2022-05-24
17113,La Clotte,5,1982-12-08,2022-05-24
17115,Colombiers,5,1982-12-08,2022-05-24
17129,Courpignac,5,1982-12-08,2022-05-24
17130,Coux,5,1982-12-08,2022-05-24
17131,Cozes,5,1982-12-08,2022-05-24
17135,Cressé,5,1982-12-08,2022-05-24
17145,Échebrune,5,1982-12-08,2022-05-24
17152,Épargnes,5,1982-12-08,2022-05-24
17156,Expiremont,5,1982-12-08,2022-05-24
17165,Fontenet,5,1982-12-08,2022-05-24
17171,Geay,5,1982-12-08,2022-05-24
17175,Germignac,5,1982-12-08,2022-12-14
17188,Haimps,5,1982-12-08,2022-05-24
17190,L'Houmeau,5,1982-12-08,2022-05-24
17201,La Laigne,5,1982-12-08,2022-05-24
17203,Landrais,5,1982-12-08,2025-04-30
17204,Léoville,5,1982-12-08,2022-05-24
17208,Longèves,5,1982-12-08,2024-02-02
17216,Lussant,5,1982-12-08,2022-05-24
17225,Les Mathes,5,1982-12-08,2022-05-24
17228,Médis,5,1982-12-08,2022-05-24
17232,Meursac,5,1982-12-08,2022-05-24
17233,Meux,5,1982-12-08,2022-05-24
17236,Mirambeau,5,1982-12-08,2022-05-24
17240,Montendre,5,1982-12-08,2022-05-24
17249,Mortiers,5,1982-12-08,2022-05-24
17252,Le Mung,5,1982-12-08,2022-05-24
17253,Muron,5,1982-12-08,2022-05-24
17262,Nieul-lès-Saintes,5,1982-12-08,2022-05-24
17267,Nuaillé-d'Aunis,5,1982-12-08,2024-02-02
17278,Pisany,5,1982-12-08,2022-05-24
17295,Réaux sur Trèfle,5,1982-12-08,2022-05-24
17299,Rochefort,5,1982-12-08,2022-05-24
17308,Saint-Agnant,5,1982-12-08,2022-05-24
17309,Saint-Aigulin,5,1982-12-08,2022-05-24
17311,Saint-Augustin,5,1982-12-08,2022-05-24
17320,Saint-Coutant-le-Grand,5,1982-12-08,2022-05-24
17330,Sainte-Gemme,5,1982-12-08,2024-02-02
17336,Saint-Georges-des-Coteaux,5,1982-12-08,2024-10-22
17342,Saint-Germain-du-Seudre,5,1982-12-08,2024-02-02
17345,Saint-Hilaire-du-Bois,5,1982-12-08,2022-05-24
17372,Saint-Médard,5,1982-12-08,2022-05-24
17376,Saint-Ouen-d'Aunis,5,1982-12-08,2025-04-30
17382,Saint-Pierre-d'Amilly,5,1982-12-08,2022-05-24
17386,Saint-Pierre-du-Palais,5,1982-12-08,2022-05-24
17394,Saint-Saturnin-du-Bois,5,1982-12-08,2024-02-02
17398,Saint-Seurin-de-Palenne,5,1982-12-08,2022-05-24
17403,Saint-Simon-de-Bordes,5,1982-12-08,2024-06-12
17405,Saint-Sorlin-de-Conac,5,1982-12-08,2022-05-24
17413,Saint-Vivien,5,1982-12-08,2025-04-30
17422,Seigné,5,1982-12-08,2022-05-24
17424,Semoussac,5,1982-12-08,2022-12-14
17425,Semussac,5,1982-12-08,2022-05-24
17426,Le Seure,5,1982-12-08,2024-02-02
17435,Taillant,5,1982-12-08,2022-05-24
17449,Tonnay-Charente,5,1982-12-08,2022-05-24
17451,Les Touches-de-Périgny,5,1982-12-08,2024-10-22
17452,La Tremblade,5,1982-12-08,2024-08-22
17455,La Vallée,5,1982-12-08,2022-05-24
17459,Varaize,5,1982-12-08,2022-05-24
17462,Vénérand,5,1982-12-08,2024-02-02
17466,Vérines,5,1982-12-08,2025-04-30
18021,Bannegon,5,1999-12-25,2024-07-10
18023,Baugy,5,1999-12-25,2024-08-22
18027,Bengy-sur-Craon,5,1999-12-25,2024-07-10
18039,Bué,5,1990-05-18,2022-05-20
18049,La Chapelle-Montlinard,5,1999-12-25,2024-07-10
18067,Clémont,5,1982-12-08,2022-05-20
18075,Cours-les-Barres,5,1999-12-25,2024-07-10
18079,Crézancy-en-Sancerre,5,1990-05-18,2022-05-24
18081,Crosses,5,1999-12-25,2024-08-22
18083,Culan,5,1999-12-25,2024-07-10
18087,Dun-sur-Auron,5,1999-12-25,2024-07-10
18110,Herry,5,1999-12-25,2024-07-10
18112,Ids-Saint-Roch,5,1999-12-25,2024-11-15
18118,Jouet-sur-l'Aubois,5,1999-12-25,2022-05-20
18138,Marmagne,5,1999-12-25,2024-07-10
18141,Mehun-sur-Yèvre,5,1999-12-25,2024-07-10
18150,Méry-sur-Cher,5,1993-04-30,2022-05-20
18151,Montigny,5,1996-05-08,2022-05-24
18164,Neuvy-le-Barrois,5,1999-05-31,2025-02-11
18172,Orval,5,1994-07-01,2024-07-10
18197,Saint-Amand-Montrond,5,1999-12-25,2025-04-04
18204,Saint-Denis-de-Palin,5,1999-12-25,2025-03-26
18211,Saint-Georges-sur-Moulon,5,1999-12-25,2024-11-15
18216,Saint-Hilaire-en-Lignières,5,1994-08-05,2022-05-20
18218,Saint-Just,5,1999-12-25,2024-07-10
18219,Saint-Laurent,5,1988-05-13,2024-12-04
18230,Saint-Pierre-les-Bois,5,1999-12-25,2024-07-10
18247,Savigny-en-Septaine,5,1999-12-25,2024-08-22
18257,Sury-près-Léré,5,1999-12-25,2022-05-20
18267,Trouy,5,1995-08-06,2022-10-10
18269,Vailly-sur-Sauldre,5,1999-12-25,2022-05-20
18283,Villecelin,5,1999-12-25,2024-07-10
18287,Vinon,5,1999-12-25,2022-05-20
18289,Vornay,5,1999-12-25,2024-08-22
19007,Altillac,5,1990-02-14,2022-05-20
19012,Astaillac,5,1990-02-14,2022-05-20
19023,Beynat,5,1992-09-21,2022-05-20
19037,Chamboulive,5,1993-08-14,2024-11-15
19044,La Chapelle-aux-Saints,5,1992-09-21,2022-05-24
19057,Collonges-la-Rouge,5,1999-12-25,2025-07-01
19066,Cublac,5,1983-07-19,2022-05-24
19067,Curemonte,5,1992-09-21,2025-02-11
19105,Lanteuil,5,1992-09-21,2024-12-04
19119,Lostanges,5,1992-09-21,2022-05-20
19123,Malemort,5,1983-07-19,2022-05-20
19124,Mansac,5,1983-07-19,2025-05-27
19126,Marcillac-la-Croze,5,1992-09-21,2022-05-20
19138,Meyssac,5,1992-09-21,2024-11-15
19146,Naves,5,1983-07-19,2022-05-20
19152,Nonards,5,1992-09-21,2022-05-24
19170,Queyssac-les-Vignes,5,1992-09-21,2022-05-24
19182,Saint-Aulaire,5,1983-07-19,2025-05-27
19191,Saint-Cernin-de-Larche,5,1996-01-09,2025-10-28
19192,Saint-Chamant,5,1992-09-22,2022-05-24
19194,Saint-Clément,5,1983-07-19,2022-05-20
19205,Saint-Geniez-ô-Merle,5,1999-12-25,2022-05-20
19255,Seilhac,5,1983-07-19,2022-05-20
19259,Sexcles,5,1990-02-14,2022-05-20
19273,Turenne,5,1992-09-21,2022-05-20
19280,Végennes,5,1992-09-21,2022-05-24
21021,Arc-sur-Tille,5,1993-10-14,2024-08-22
21080,Blaisy-Bas,5,1988-05-13,2016-04-22
21166,Chenôve,5,1992-05-26,2022-05-20
21249,Esbarres,5,1982-12-08,2013-05-05
21265,Fixin,5,1987-07-06,2022-05-20
21273,Fleurey-sur-Ouche,5,2002-09-19,2024-04-18
21292,Genlis,5,1983-04-01,2024-04-18
21300,Gissey-sur-Ouche,5,1982-12-08,2024-04-18
21301,Glanon,5,1982-12-08,2018-01-28
21317,Is-sur-Tille,5,2006-03-10,2024-08-22
21332,Labergement-lès-Seurre,5,1982-12-08,2013-06-20
21352,Longeault-Pluvault,5,1983-04-01,2024-04-18
21363,Magnien,5,1982-12-08,2024-12-24
21370,Magny-sur-Tille,5,1983-04-01,2018-01-30
21371,Les Maillys,5,1982-12-08,2024-10-22
21389,Marmagne,5,1988-05-08,2024-10-22
21487,Pluvet,5,1983-04-01,2024-04-18
21534,Ruffey-lès-Beaune,5,1988-05-13,2024-08-22
21557,Saint-Marc-sur-Seine,5,1988-05-13,2024-10-22
21615,Sussey,5,1993-06-09,2024-04-18
21643,Tréclun,5,1982-12-08,2013-05-06
21645,Trouhans,5,1982-12-08,2024-04-18
22014,Bourseul,5,1988-01-15,2022-05-24
22020,Broons,5,1989-09-11,2022-09-30
22025,Callac,5,1995-01-17,2022-05-24
22026,Calorguen,5,1987-06-15,2005-06-23
22031,Carnoët,5,1995-01-17,2013-12-24
22041,Coatascorn,5,1988-01-15,2022-05-24
22052,Duault,5,1995-01-17,2022-05-24
22071,Guitté,5,1988-01-15,2000-05-11
22134,Louannec,5,1988-01-15,2005-07-27
22135,Louargat,5,1995-01-17,2022-05-24
22157,Le Moustoir,5,1995-01-17,2022-05-24
22166,Penvénan,5,1988-01-15,2022-05-20
22195,Pleubian,5,1988-01-15,2022-05-20
22204,Ploëzal,5,1988-01-15,2022-09-30
22228,Plounévez-Moëdec,5,1988-01-15,2013-12-24
22240,Plumaugat,5,1988-01-15,2022-09-30
22241,Plumieux,5,1988-01-15,2001-01-05
22248,Pommerit-le-Vicomte,5,1995-01-17,2022-05-24
22251,Pordic,5,1995-01-17,2022-05-20
22274,Saint-André-des-Eaux,5,1988-01-15,2022-05-24
22299,Saint-Hélen,5,1995-01-17,2020-06-17
22352,Tréfumel,5,1988-01-15,2022-05-24
22359,Trégrom,5,1988-01-15,2022-05-20
22360,Trégueux,5,1999-12-25,2022-05-24
22376,Trévé,5,1993-06-08,2014-01-02
22377,Tréveneuc,5,1995-01-17,2025-10-02
22389,Yffiniac,5,1988-01-15,2022-05-20
24004,Ajat,5,1983-07-17,2022-05-20
24011,Antonne-et-Trigonant,5,1993-09-22,2025-05-27
24015,Audrix,5,1988-05-14,2022-05-20
24018,Auriac-du-Périgord,5,1983-07-17,2022-05-20
24019,Azerat,5,1983-07-17,2022-05-20
24020,La Bachellerie,5,1983-07-17,2022-05-20
24031,Beauregard-et-Bassac,5,1983-07-17,2022-05-24
24035,Pays de Belvès,5,1993-09-21,2022-05-20
24036,Berbiguières,5,1988-05-14,2022-05-20
24038,Bertric-Burée,5,1983-07-17,2022-05-20
24057,Bourg-des-Maisons,5,1983-07-17,2022-05-20
24062,Bouteilles-Saint-Sébastien,5,1983-07-17,2022-05-20
24077,Campsegret,5,1983-07-17,2022-05-20
24089,Cazoulès,5,1983-07-17,2022-05-20
24096,Champagnac-de-Belair,5,1983-07-17,2022-05-20
24108,La Chapelle-Gonaguet,5,1999-12-25,2022-05-20
24109,La Chapelle-Grésignac,5,1983-07-17,2022-05-20
24117,Les Coteaux Périgourdins,5,1983-07-17,2022-05-20
24119,Cherval,5,1983-07-17,2022-05-20
24122,Cladech,5,1993-12-23,2022-05-20
24126,Colombier,5,1996-08-20,2022-05-20
24133,La Coquille,5,1983-07-26,2022-05-20
24139,Coursac,5,1999-12-25,2022-05-20
24144,Creyssac,5,1983-07-17,2022-05-20
24146,Creyssensac-et-Pissot,5,1983-07-17,2022-05-20
24157,Douzillac,5,1991-09-25,2022-05-20
24158,Dussac,5,1988-04-16,2022-05-20
24162,Escoire,5,1993-09-22,2022-05-24
24174,Fanlac,5,1983-07-17,2022-05-20
24182,Le Fleix,5,1993-12-30,2022-05-20
24211,Issac,5,1983-07-17,2022-05-20
24218,Jumilhac-le-Grand,5,1993-09-22,2022-05-20
24222,La Force,5,1993-12-30,2022-05-20
24223,Lalinde,5,1993-12-30,2022-05-20
24227,Lanouaille,5,1993-09-22,2022-05-20
24236,Léguillac-de-l'Auche,5,1999-12-25,2025-05-27
24254,Marnac,5,1993-12-30,2022-05-20
24255,Marquay,5,1999-12-25,2022-05-20
24257,Marsalès,5,1988-05-14,2022-05-20
24264,Ménesplet,5,1983-07-26,2025-05-27
24293,Monplaisant,5,1993-09-21,2022-05-20
24299,Mussidan,5,1993-12-30,2025-05-27
24303,Nanteuil-Auriac-de-Bourzac,5,1983-07-17,2022-05-20
24304,Nantheuil,5,1993-09-22,2022-05-20
24305,Nanthiat,5,1993-09-22,2023-10-20
24326,Peyzac-le-Moustier,5,1993-12-30,2022-05-20
24329,Le Pizou,5,1983-07-26,2022-05-20
24331,Pomport,5,1999-12-25,2024-08-22
24356,Rouffignac-Saint-Cernin-de-Reilhac,5,1983-07-17,2022-05-20
24362,Val de Louyre et Caudeau,5,1983-07-17,2022-05-20
24379,Saint-Avit-Sénieur,5,1999-12-25,2022-05-20
24388,Saint-Chamassy,5,1989-07-06,2022-05-20
24404,Saint-Félix-de-Reillac-et-Mortemart,5,1983-07-17,2022-05-20
24409,Saint-Front-de-Pradoux,5,1993-12-30,2025-05-27
24414,Saint-Georges-de-Montclard,5,1983-07-17,2022-05-20
24416,Saint-Germain-de-Belvès,5,1996-01-10,2022-05-20
24419,Saint-Germain-et-Mons,5,1993-12-23,2022-05-20
24422,Saint-Hilaire-d'Estissac,5,1983-07-17,2022-05-20
24425,Saint-Jean-de-Côle,5,1993-12-23,2022-05-20
24429,Saint-Jory-las-Bloux,5,1988-06-16,2022-05-20
24432,Saint-Julien-de-Lampon,5,1983-07-17,2022-05-20
24448,Saint-Martial-d'Albarède,5,1993-09-22,2022-05-20
24449,Saint-Martial-d'Artenset,5,1983-07-26,2022-05-20
24452,Saint-Martial-Viveyrol,5,1983-07-17,2022-05-20
24456,Saint-Martin-des-Combes,5,1983-07-17,2022-05-20
24462,Saint-Médard-de-Mussidan,5,1993-12-30,2022-05-20
24463,Saint-Médard-d'Excideuil,5,1993-09-22,2022-05-20
24468,Saint-Michel-de-Villadeix,5,1983-07-17,2022-05-20
24470,Sainte-Mondane,5,1983-07-17,2022-05-20
24472,Saint-Nexans,5,1999-12-25,2022-05-20
24480,Saint-Paul-de-Serre,5,1983-07-17,2022-05-20
24482,Saint-Paul-Lizonne,5,1983-07-17,2022-05-20
24484,Saint-Pierre-de-Chignac,5,1983-07-17,2022-05-20
24485,Saint-Pierre-de-Côle,5,1988-06-16,2022-10-14
24491,Saint-Rabier,5,1983-07-17,2022-05-20
24505,Saint-Sulpice-d'Excideuil,5,1999-12-25,2023-10-20
24510,Saint-Vincent-de-Cosse,5,1982-12-08,2022-05-20
24511,Saint-Vincent-Jalmoutiers,5,1983-07-26,2022-05-20
24523,Saussignac,5,1993-12-23,2025-07-21
24526,Savignac-Lédrier,5,1993-09-22,2022-05-20
24537,Siorac-de-Ribérac,5,1983-07-17,2022-05-20
24540,Sorges et Ligueux en Périgord,5,1988-06-16,2022-05-20
24543,Sourzac,5,1993-12-30,2025-05-27
24559,Tursac,5,1989-07-06,2022-05-20
24563,Valojoulx,5,1993-12-30,2022-05-20
24573,Verteillac,5,1983-07-17,2022-05-20
24574,Veyrignac,5,1983-07-17,2022-05-20
24576,Veyrines-de-Vergt,5,1983-07-17,2022-05-20
24580,Villac,5,1983-07-17,2022-05-20
24582,Villars,5,1983-07-17,2022-05-20
25011,Allenjoie,5,1983-05-23,2020-06-17
25067,Blussans,5,1982-12-08,2024-08-22
25072,Bonnal,5,1982-12-08,1999-12-29
25098,Buffard,5,1982-12-08,1999-12-29
25112,Chalezeule,5,1983-05-23,2021-07-16
25185,Cussey-sur-Lison,5,1982-12-08,2016-06-25
25222,Étalans,5,1982-12-08,2021-01-29
25253,Fourg,5,1982-12-08,2018-06-06
25312,Hyèvre-Magny,5,1983-05-23,2006-03-12
25339,Lods,5,1982-12-08,2018-01-23
25382,Moncey,5,1982-12-08,1999-12-29
25395,Montfaucon,5,1982-12-08,1999-12-29
25415,Mouthier-Haute-Pierre,5,1982-12-08,2018-02-05
25416,Myon,5,1982-12-08,2016-06-25
25429,Novillars,5,1982-12-08,1999-12-29
25436,Orve,5,1982-12-08,1999-12-29
25460,Le Val,5,1982-12-08,2025-02-11
25495,Roche-lez-Beaupré,5,1982-12-08,1999-12-29
25502,Roset-Fluans,5,1982-12-08,1999-12-29
25505,Rougemont,5,1982-12-08,1999-12-29
25510,Ruffey-le-Château,5,1982-12-08,1999-12-29
25524,Saint-Maurice-Colombier,5,1982-12-08,2016-06-25
25527,Saint-Vit,5,1982-12-08,2009-06-26
25532,Saône,5,1982-12-08,2001-04-30
25539,Seloncourt,5,1983-05-23,2007-08-09
25558,Tarcenay-Foucherans,5,1982-12-08,2016-06-25
25564,Torpes,5,1982-12-08,1999-12-29
25591,Vaufrey,5,1990-02-14,2022-05-20
26037,Beaumont-lès-Valence,5,1993-09-09,2022-05-20
26052,Bonlieu-sur-Roubion,5,1988-10-09,2022-05-20
26058,Bourg-lès-Valence,5,1993-09-09,2022-05-20
26087,Châtillon-Saint-Jean,5,1999-09-25,2022-05-20
26088,Chatuzange-le-Goubet,5,1993-10-02,2022-05-20
26095,Cléon-d'Andran,5,1988-10-09,2023-02-15
26112,Curnier,5,1992-09-22,2022-05-20
26121,Espeluche,5,1988-10-09,2022-05-20
26138,La Garde-Adhémar,5,1988-10-09,2022-05-20
26145,Les Granges-Gontardes,5,1988-10-09,2022-05-20
26149,Hostun,5,1993-10-02,2022-05-20
26162,Lens-Lestang,5,1988-10-09,2022-05-20
26180,Mérindol-les-Oliviers,5,1992-09-22,2022-05-20
26188,Mollans-sur-Ouvèze,5,1992-08-29,2022-05-20
26191,Montboucher-sur-Jabron,5,1988-10-09,2022-05-20
26192,Montbrison-sur-Lez,5,1992-08-29,2022-05-20
26207,Montmiral,5,1993-09-09,2022-05-20
26212,Montvendre,5,1993-10-02,2022-05-20
26213,Moras-en-Valloire,5,1988-10-09,2023-10-05
26217,La Motte-Fanjas,5,1996-07-07,2022-05-20
26218,Mours-Saint-Eusèbe,5,1987-09-25,2022-05-20
26220,Nyons,5,1992-08-29,2022-05-20
26226,Le Pègue,5,1992-08-29,2022-05-20
26234,Piégros-la-Clastre,5,1994-01-05,2022-05-20
26238,Les Pilles,5,1992-09-22,2022-05-20
26250,Pont-de-l'Isère,5,1993-10-02,2022-05-20
26258,Puy-Saint-Martin,5,1988-10-09,2022-05-20
26264,Rémuzat,5,1992-09-22,2022-05-20
26272,Rochefort-en-Valdaine,5,1988-10-09,2022-05-20
26275,Rochegude,5,1992-08-29,2022-05-20
26276,Roche-Saint-Secret-Béconne,5,1992-09-22,2022-05-20
26277,La Roche-sur-Grane,5,1988-10-09,2022-05-24
26278,La Roche-sur-le-Buis,5,1983-05-16,2022-05-20
26284,Roussas,5,1988-10-09,2022-05-20
26287,Roynac,5,1988-10-09,2022-05-20
26288,Sahune,5,1992-09-22,2022-05-20
26304,Saint-Ferréol-Trente-Pas,5,1992-09-22,2022-05-20
26307,Saint-Jean-en-Royans,5,1992-05-19,2022-05-20
26313,Saint-Marcel-lès-Valence,5,1992-08-29,2022-05-20
26314,Saint-Martin-d'Août,5,1988-10-09,2022-05-20
26316,Saint-Martin-le-Colonel,5,2002-06-06,2023-08-23
26340,Séderon,5,1992-09-22,2023-07-18
26355,Triors,5,1999-09-25,2022-05-20
26367,Venterol,5,1992-09-22,2022-05-20
26379,Granges-les-Beaumont,5,1993-09-09,2022-05-20
27006,Aizier,5,1993-06-09,2018-01-04
27025,Autheuil-Authouillet,5,1995-01-17,2025-04-04
27031,Aviron,5,1983-08-19,2001-03-27
27039,Barneville-sur-Seine,5,1994-07-19,2020-03-14
27045,Bazincourt-sur-Epte,5,1993-01-10,2018-04-12
27105,Grand Bourgtheroulde,5,1995-01-17,2016-05-28
27114,Breuilpont,5,1995-01-17,2018-05-28
27115,Breux-sur-Avre,5,1993-01-10,2001-03-27
27118,Brosville,5,1995-01-17,2001-04-06
27154,Chavigny-Bailleul,5,1983-08-19,2024-10-22
27183,La Couture-Boussey,5,1983-07-05,2018-05-31
27193,Croth,5,1983-07-05,2001-04-15
27196,Les Damps,5,1995-01-17,2018-02-05
27201,Daubeuf-la-Campagne,5,1988-05-07,2022-05-20
27224,Épreville-près-le-Neubourg,5,1988-05-07,2022-05-20
27230,Ézy-sur-Eure,5,1983-06-26,2001-04-30
27251,Fontaine-l'Abbé,5,1999-12-25,2018-06-13
27263,Le Perrey,5,1995-01-17,2000-05-09
27278,Garennes-sur-Eure,5,1983-07-05,2001-03-30
27339,Hondouville,5,1983-08-19,2001-06-30
27355,Ivry-la-Bataille,5,1983-07-05,2018-06-12
27360,Jumelles,5,1983-08-19,2018-05-31
27391,Marcilly-sur-Eure,5,1989-03-09,2001-03-30
27397,Ménilles,5,1995-01-17,2018-06-13
27398,Menneval,5,1999-12-25,2021-06-23
27413,Montfort-sur-Risle,5,1995-01-17,2001-04-30
27426,Neaufles-Saint-Martin,5,1993-12-15,2024-07-02
27438,Nonancourt,5,1993-01-10,2017-06-02
27456,Pinterville,5,1995-01-17,2022-05-20
27498,Rouge-Perriers,5,1988-05-07,2022-05-20
27537,Saint-Étienne-du-Vauvray,5,1995-01-17,2018-02-02
27562,Saint-Marcel,5,1997-08-04,2018-02-05
27580,Saint-Ouen-de-Thouberville,5,1994-07-19,2025-10-02
