jrc_event_id,gaspar_event_uid,cod_nat_catnat,jrc_start_date,jrc_end_date,gaspar_start_date,gaspar_end_date,matched_departments,exact_date_department_matches,start_end_window_unit_matches,cross_start_end_window_unit_matches,expanded_interval_overlap_unit_matches,mean_abs_start_diff_days,mean_abs_end_diff_days,mean_total_abs_date_diff_days,min_total_abs_date_diff_days,max_interval_overlap_days,jrc_event_start_date,jrc_event_end_date,jrc_total_communes,jrc_total_nuts3,jrc_total_departments,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments,jrc_match_share,gaspar_match_share,jrc_match_rank,reciprocal_best_match
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2119792A__20210131__20210204,INTE2119792A,2020-12-28,2021-02-08,2021-01-31,2021-02-04,1,0,0,0,1,34.0,4.0,38.0,38,5,2020-12-28,2021-02-08,1267,42,42,2021-01-31,2021-02-04,1,1,0.023809523809523808,1.0,49,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2410378A__20210203__20210209,IOME2410378A,2020-12-28,2021-02-08,2021-02-03,2021-02-09,1,0,0,0,1,37.0,1.0,38.0,38,6,2020-12-28,2021-02-08,1267,42,42,2021-02-03,2021-02-09,1,1,0.023809523809523808,1.0,50,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2411920A__20210131__20210204,IOME2411920A,2020-12-28,2021-02-08,2021-01-31,2021-02-04,1,0,0,0,1,34.0,4.0,38.0,38,5,2020-12-28,2021-02-08,1267,42,42,2021-01-31,2021-02-04,1,1,0.023809523809523808,1.0,51,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2411920A__20210201__20210205,IOME2411920A,2020-12-28,2021-02-08,2021-02-01,2021-02-05,1,0,0,0,1,35.0,3.0,38.0,38,5,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-05,1,1,0.023809523809523808,1.0,52,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2411920A__20210203__20210209,IOME2411920A,2020-12-28,2021-02-08,2021-02-03,2021-02-09,1,0,0,0,1,37.0,1.0,38.0,38,6,2020-12-28,2021-02-08,1267,42,42,2021-02-03,2021-02-09,1,1,0.023809523809523808,1.0,53,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201227__20210101,INTE2104714A,2020-12-28,2021-02-08,2020-12-27,2021-01-01,1,0,0,0,1,1.0,38.0,39.0,39,5,2020-12-28,2021-02-08,1267,42,42,2020-12-27,2021-01-01,1,1,0.023809523809523808,1.0,54,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201228__20201231,INTE2104714A,2020-12-28,2021-02-08,2020-12-28,2020-12-31,1,0,0,0,1,0.0,39.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-31,1,1,0.023809523809523808,1.0,55,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2105706A__20210128__20210131,INTE2105706A,2020-12-28,2021-02-08,2021-01-28,2021-01-31,1,0,0,0,1,31.0,8.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2021-01-28,2021-01-31,6,1,0.023809523809523808,1.0,56,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20201229__20210101,INTE2112076A,2020-12-28,2021-02-08,2020-12-29,2021-01-01,1,0,0,0,1,1.0,38.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2020-12-29,2021-01-01,1,1,0.023809523809523808,1.0,57,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2114774A__20210201__20210204,INTE2114774A,2020-12-28,2021-02-08,2021-02-01,2021-02-04,1,0,0,0,1,35.0,4.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-04,1,1,0.023809523809523808,1.0,58,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2119792A__20210130__20210202,INTE2119792A,2020-12-28,2021-02-08,2021-01-30,2021-02-02,1,0,0,0,1,33.0,6.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2021-01-30,2021-02-02,1,1,0.023809523809523808,1.0,59,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2410378A__20210122__20210125,IOME2410378A,2020-12-28,2021-02-08,2021-01-22,2021-01-25,1,0,0,0,1,25.0,14.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2021-01-22,2021-01-25,1,1,0.023809523809523808,1.0,60,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2411920A__20210201__20210204,IOME2411920A,2020-12-28,2021-02-08,2021-02-01,2021-02-04,1,0,0,0,1,35.0,4.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-04,1,1,0.023809523809523808,1.0,61,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2101163A__20201228__20201230,INTE2101163A,2020-12-28,2021-02-08,2020-12-28,2020-12-30,1,0,0,0,1,0.0,40.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-30,1,1,0.023809523809523808,1.0,62,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201228__20201230,INTE2104714A,2020-12-28,2021-02-08,2020-12-28,2020-12-30,1,0,0,0,1,0.0,40.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-30,1,1,0.023809523809523808,1.0,63,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201229__20201231,INTE2104714A,2020-12-28,2021-02-08,2020-12-29,2020-12-31,1,0,0,0,1,1.0,39.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2020-12-29,2020-12-31,2,1,0.023809523809523808,1.0,64,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20210101__20210103,INTE2104714A,2020-12-28,2021-02-08,2021-01-01,2021-01-03,1,0,0,0,1,4.0,36.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-01-01,2021-01-03,1,1,0.023809523809523808,1.0,65,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2105706A__20201227__20201231,INTE2105706A,2020-12-28,2021-02-08,2020-12-27,2020-12-31,1,0,0,0,1,1.0,39.0,40.0,40,4,2020-12-28,2021-02-08,1267,42,42,2020-12-27,2020-12-31,1,1,0.023809523809523808,1.0,66,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2105706A__20210114__20210116,INTE2105706A,2020-12-28,2021-02-08,2021-01-14,2021-01-16,1,0,0,0,1,17.0,23.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-01-14,2021-01-16,1,1,0.023809523809523808,1.0,67,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2107265A__20201227__20201231,INTE2107265A,2020-12-28,2021-02-08,2020-12-27,2020-12-31,1,0,0,0,1,1.0,39.0,40.0,40,4,2020-12-28,2021-02-08,1267,42,42,2020-12-27,2020-12-31,1,1,0.023809523809523808,1.0,68,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2107265A__20210201__20210203,INTE2107265A,2020-12-28,2021-02-08,2021-02-01,2021-02-03,1,0,0,0,1,35.0,5.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-03,2,1,0.023809523809523808,1.0,69,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2107265A__20210202__20210212,INTE2107265A,2020-12-28,2021-02-08,2021-02-02,2021-02-12,1,0,0,0,1,36.0,4.0,40.0,40,7,2020-12-28,2021-02-08,1267,42,42,2021-02-02,2021-02-12,2,1,0.023809523809523808,1.0,70,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20201228__20201230,INTE2112076A,2020-12-28,2021-02-08,2020-12-28,2020-12-30,1,0,0,0,1,0.0,40.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-30,1,1,0.023809523809523808,1.0,71,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20210201__20210203,INTE2112076A,2020-12-28,2021-02-08,2021-02-01,2021-02-03,1,0,0,0,1,35.0,5.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-03,1,1,0.023809523809523808,1.0,72,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2114774A__20210131__20210202,INTE2114774A,2020-12-28,2021-02-08,2021-01-31,2021-02-02,1,0,0,0,1,34.0,6.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-01-31,2021-02-02,1,1,0.023809523809523808,1.0,73,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2119792A__20210202__20210204,INTE2119792A,2020-12-28,2021-02-08,2021-02-02,2021-02-04,1,0,0,0,1,36.0,4.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-02-02,2021-02-04,1,1,0.023809523809523808,1.0,74,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2127287A__20210130__20210201,INTE2127287A,2020-12-28,2021-02-08,2021-01-30,2021-02-01,1,0,0,0,1,33.0,7.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-01-30,2021-02-01,1,1,0.023809523809523808,1.0,75,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2313527A__20210201__20210203,IOME2313527A,2020-12-28,2021-02-08,2021-02-01,2021-02-03,1,0,0,0,1,35.0,5.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-03,1,1,0.023809523809523808,1.0,76,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2410378A__20210201__20210203,IOME2410378A,2020-12-28,2021-02-08,2021-02-01,2021-02-03,1,0,0,0,1,35.0,5.0,40.0,40,3,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-03,1,1,0.023809523809523808,1.0,77,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2101163A__20201229__20201230,INTE2101163A,2020-12-28,2021-02-08,2020-12-29,2020-12-30,1,0,0,0,1,1.0,40.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-29,2020-12-30,3,1,0.023809523809523808,1.0,78,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201227__20201230,INTE2104714A,2020-12-28,2021-02-08,2020-12-27,2020-12-30,1,0,0,0,1,1.0,40.0,41.0,41,3,2020-12-28,2021-02-08,1267,42,42,2020-12-27,2020-12-30,1,1,0.023809523809523808,1.0,79,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201231__20210101,INTE2104714A,2020-12-28,2021-02-08,2020-12-31,2021-01-01,1,0,0,0,1,3.0,38.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-31,2021-01-01,1,1,0.023809523809523808,1.0,80,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20210115__20210116,INTE2104714A,2020-12-28,2021-02-08,2021-01-15,2021-01-16,1,0,0,0,1,18.0,23.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2021-01-15,2021-01-16,1,1,0.023809523809523808,1.0,81,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2105706A__20210131__20210201,INTE2105706A,2020-12-28,2021-02-08,2021-01-31,2021-02-01,1,0,0,0,1,34.0,7.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2021-01-31,2021-02-01,1,1,0.023809523809523808,1.0,82,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2107265A__20201228__20201229,INTE2107265A,2020-12-28,2021-02-08,2020-12-28,2020-12-29,1,0,0,0,1,0.0,41.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-29,1,1,0.023809523809523808,1.0,83,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20201228__20201229,INTE2112076A,2020-12-28,2021-02-08,2020-12-28,2020-12-29,1,0,0,0,1,0.0,41.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-29,2,1,0.023809523809523808,1.0,84,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20201229__20201230,INTE2112076A,2020-12-28,2021-02-08,2020-12-29,2020-12-30,1,0,0,0,1,1.0,40.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-29,2020-12-30,1,1,0.023809523809523808,1.0,85,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2114774A__20201229__20201230,INTE2114774A,2020-12-28,2021-02-08,2020-12-29,2020-12-30,1,0,0,0,1,1.0,40.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-29,2020-12-30,1,1,0.023809523809523808,1.0,86,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2118484A__20201228__20201229,INTE2118484A,2020-12-28,2021-02-08,2020-12-28,2020-12-29,1,0,0,0,1,0.0,41.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-29,1,1,0.023809523809523808,1.0,87,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2118484A__20210121__20210122,INTE2118484A,2020-12-28,2021-02-08,2021-01-21,2021-01-22,1,0,0,0,1,24.0,17.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2021-01-21,2021-01-22,1,1,0.023809523809523808,1.0,88,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2119792A__20210105__20210106,INTE2119792A,2020-12-28,2021-02-08,2021-01-05,2021-01-06,1,0,0,0,1,8.0,33.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2021-01-05,2021-01-06,3,1,0.023809523809523808,1.0,89,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2411920A__20210201__20210202,IOME2411920A,2020-12-28,2021-02-08,2021-02-01,2021-02-02,1,0,0,0,1,35.0,6.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-02,1,1,0.023809523809523808,1.0,90,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2101163A__20201227__20201229,INTE2101163A,2020-12-28,2021-02-08,2020-12-27,2020-12-29,1,0,0,0,1,1.0,41.0,42.0,42,2,2020-12-28,2021-02-08,1267,42,42,2020-12-27,2020-12-29,1,1,0.023809523809523808,1.0,91,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201227__20201229,INTE2104714A,2020-12-28,2021-02-08,2020-12-27,2020-12-29,1,0,0,0,1,1.0,41.0,42.0,42,2,2020-12-28,2021-02-08,1267,42,42,2020-12-27,2020-12-29,6,1,0.023809523809523808,1.0,92,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201228__20201228,INTE2104714A,2020-12-28,2021-02-08,2020-12-28,2020-12-28,1,0,0,0,1,0.0,42.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2020-12-28,2020-12-28,1,1,0.023809523809523808,1.0,93,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201229__20201229,INTE2104714A,2020-12-28,2021-02-08,2020-12-29,2020-12-29,1,0,0,0,1,1.0,41.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2020-12-29,2020-12-29,3,1,0.023809523809523808,1.0,94,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20210114__20210114,INTE2104714A,2020-12-28,2021-02-08,2021-01-14,2021-01-14,1,0,0,0,1,17.0,25.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2021-01-14,2021-01-14,1,1,0.023809523809523808,1.0,95,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2105706A__20201227__20201229,INTE2105706A,2020-12-28,2021-02-08,2020-12-27,2020-12-29,1,0,0,0,1,1.0,41.0,42.0,42,2,2020-12-28,2021-02-08,1267,42,42,2020-12-27,2020-12-29,1,1,0.023809523809523808,1.0,96,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2107265A__20210129__20210129,INTE2107265A,2020-12-28,2021-02-08,2021-01-29,2021-01-29,1,0,0,0,1,32.0,10.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2021-01-29,2021-01-29,1,1,0.023809523809523808,1.0,97,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20201227__20201229,INTE2112076A,2020-12-28,2021-02-08,2020-12-27,2020-12-29,1,0,0,0,1,1.0,41.0,42.0,42,2,2020-12-28,2021-02-08,1267,42,42,2020-12-27,2020-12-29,1,1,0.023809523809523808,1.0,98,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20210114__20210114,INTE2112076A,2020-12-28,2021-02-08,2021-01-14,2021-01-14,1,0,0,0,1,17.0,25.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2021-01-14,2021-01-14,1,1,0.023809523809523808,1.0,99,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20210122__20210122,INTE2112076A,2020-12-28,2021-02-08,2021-01-22,2021-01-22,1,0,0,0,1,25.0,17.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2021-01-22,2021-01-22,1,1,0.023809523809523808,1.0,100,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2114774A__20210129__20210129,INTE2114774A,2020-12-28,2021-02-08,2021-01-29,2021-01-29,1,0,0,0,1,32.0,10.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2021-01-29,2021-01-29,1,1,0.023809523809523808,1.0,101,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2118484A__20210129__20210129,INTE2118484A,2020-12-28,2021-02-08,2021-01-29,2021-01-29,1,0,0,0,1,32.0,10.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2021-01-29,2021-01-29,1,1,0.023809523809523808,1.0,102,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2119792A__20210129__20210129,INTE2119792A,2020-12-28,2021-02-08,2021-01-29,2021-01-29,1,0,0,0,1,32.0,10.0,42.0,42,1,2020-12-28,2021-02-08,1267,42,42,2021-01-29,2021-01-29,1,1,0.023809523809523808,1.0,103,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2114774A__20210203__20210216,INTE2114774A,2020-12-28,2021-02-08,2021-02-03,2021-02-16,1,0,0,0,1,37.0,8.0,45.0,45,6,2020-12-28,2021-02-08,1267,42,42,2021-02-03,2021-02-16,5,1,0.023809523809523808,1.0,104,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2121339A__20210203__20210216,INTE2121339A,2020-12-28,2021-02-08,2021-02-03,2021-02-16,1,0,0,0,1,37.0,8.0,45.0,45,6,2020-12-28,2021-02-08,1267,42,42,2021-02-03,2021-02-16,1,1,0.023809523809523808,1.0,105,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2411920A__20210203__20210216,IOME2411920A,2020-12-28,2021-02-08,2021-02-03,2021-02-16,1,0,0,0,1,37.0,8.0,45.0,45,6,2020-12-28,2021-02-08,1267,42,42,2021-02-03,2021-02-16,1,1,0.023809523809523808,1.0,106,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2201262A__20201201__20210228,INTE2201262A,2020-12-28,2021-02-08,2020-12-01,2021-02-28,1,0,0,0,1,27.0,20.0,47.0,47,43,2020-12-28,2021-02-08,1267,42,42,2020-12-01,2021-02-28,12,1,0.023809523809523808,1.0,107,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2104714A__20201223__20201223,INTE2104714A,2020-12-28,2021-02-08,2020-12-23,2020-12-23,1,0,0,0,1,5.0,47.0,52.0,52,0,2020-12-28,2021-02-08,1267,42,42,2020-12-23,2020-12-23,2,1,0.023809523809523808,1.0,108,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,IOME2311006A__20210201__20210228,IOME2311006A,2020-12-28,2021-02-08,2021-02-01,2021-02-28,1,0,0,0,1,35.0,20.0,55.0,55,8,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-28,1,1,0.023809523809523808,1.0,109,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2112076A__20210201__20210204,INTE2112076A,2020-12-28,2021-02-08,2021-02-01,2021-02-04,1,0,0,0,1,35.0,4.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-04,6,2,0.023809523809523808,0.5,110,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2118484A__20210201__20210202,INTE2118484A,2020-12-28,2021-02-08,2021-02-01,2021-02-02,1,0,0,0,1,35.0,6.0,41.0,41,2,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-02,2,2,0.023809523809523808,0.5,111,False
WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295,INTE2105706A__20210201__20210204,INTE2105706A,2020-12-28,2021-02-08,2021-02-01,2021-02-04,1,0,0,0,1,35.0,4.0,39.0,39,4,2020-12-28,2021-02-08,1267,42,42,2021-02-01,2021-02-04,27,3,0.023809523809523808,0.3333333333333333,112,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,INTE2525618A__20231130__20231230,INTE2525618A,2023-11-27,2023-12-25,2023-11-30,2023-12-30,1,0,1,0,1,3.0,5.0,8.0,8,26,2023-11-27,2023-12-25,1491,44,44,2023-11-30,2023-12-30,1,1,0.022727272727272728,1.0,12,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2402725A__20231206__20231224,IOME2402725A,2023-11-27,2023-12-25,2023-12-06,2023-12-24,1,0,0,0,1,9.0,1.0,10.0,10,19,2023-11-27,2023-12-25,1491,44,44,2023-12-06,2023-12-24,4,1,0.022727272727272728,1.0,13,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2403657A__20231206__20231224,IOME2403657A,2023-11-27,2023-12-25,2023-12-06,2023-12-24,1,0,0,0,1,9.0,1.0,10.0,10,19,2023-11-27,2023-12-25,1491,44,44,2023-12-06,2023-12-24,4,1,0.022727272727272728,1.0,14,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2407754A__20231206__20231224,IOME2407754A,2023-11-27,2023-12-25,2023-12-06,2023-12-24,1,0,0,0,1,9.0,1.0,10.0,10,19,2023-11-27,2023-12-25,1491,44,44,2023-12-06,2023-12-24,7,1,0.022727272727272728,1.0,15,False
WD_MERGE_2023-11-27---2023-12-25_duration_28_days_cluster_355_A0_001153_A_001442_lat_04922_lon_00020_size_0374,IOME2413412A__20231206__20231224,IOME2413412A,2023-11-27,2023-12-25,2023-12-06,2023-12-24,1,0,0,0,1,9.0,1.0,10.0,10,19,2023-11-27,2023-12-25,1491,44,44,2023-12-06,2023-12-24,1,1,0.022727272727272728,1.0,16,False
