event_id,year,start_date,end_date,duration_days,cluster_id,n_tiles,n_tiles_processed,event_path,n_communes,communes,n_candidates_tested,n_overlap_skipped
2020-09-28---2020-11-30_cluster_273,2020,2020-09-28,2020-11-30,63,273,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-11-30_duration_63_days_cluster_273_A0_000452_A_000562_lat_05173_lon_-0314_size_0364.tif,18,Angles; Appeville; Auvers; Beuzeville-la-Bastille; Carentan-les-Marais; Couëron; Créances; Frossay; La Plaine-sur-Mer; Liesville-sur-Douve; Miniac-Morvan; Picauville; Préfailles; Remilly Les Marais; Saint-Lumine-de-Coutais; Tribehou; Varenguebec; Étaules,25470,6106
2020-10-05---2020-10-12_cluster_282,2020,2020-10-05,2020-10-12,7,282,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-05---2020-10-12_duration_7_days_cluster_282_A0_000011_A_000017_lat_04505_lon_01001_size_0020.tif,0,,69,249
2020-10-05---2020-10-12_cluster_284,2020,2020-10-05,2020-10-12,7,284,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-05---2020-10-12_duration_7_days_cluster_284_A0_000108_A_000140_lat_05301_lon_04900_size_0010.tif,0,,0,0
2020-10-05---2020-11-23_cluster_281,2020,2020-10-05,2020-11-23,42,281,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-05---2020-11-23_duration_42_days_cluster_281_A0_000109_A_000141_lat_04046_lon_-0199_size_0217.tif,2,Orist; Pey,815,1975
2020-10-05---2020-11-30_cluster_283,2020,2020-10-05,2020-11-30,49,283,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-05---2020-11-30_duration_49_days_cluster_283_A0_000475_A_000651_lat_05174_lon_01630_size_0347.tif,0,,0,11900
2020-10-12---2020-10-19_cluster_287,2020,2020-10-12,2020-10-19,7,287,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-12---2020-10-19_duration_7_days_cluster_287_A0_000008_A_000009_lat_05749_lon_-0724_size_0016.tif,0,,0,0
2020-10-12---2020-10-19_cluster_288,2020,2020-10-12,2020-10-19,7,288,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-12---2020-10-19_duration_7_days_cluster_288_A0_000006_A_000007_lat_03487_lon_01119_size_0012.tif,0,,0,0
2020-10-12---2020-10-19_cluster_289,2020,2020-10-12,2020-10-19,7,289,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-12---2020-10-19_duration_7_days_cluster_289_A0_000001_A_000003_lat_07978_lon_01557_size_0007.tif,0,,0,0
2020-10-12---2020-10-19_cluster_290,2020,2020-10-12,2020-10-19,7,290,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-12---2020-10-19_duration_7_days_cluster_290_A0_000004_A_000005_lat_05020_lon_03164_size_0012.tif,0,,0,0
2020-10-12---2020-10-19_cluster_293,2020,2020-10-12,2020-10-19,7,293,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-10-12---2020-10-19_duration_7_days_cluster_293_A0_000002_A_000003_lat_03969_lon_04895_size_0034.tif,0,,0,0
2020-11-09---2021-01-04_cluster_393,2020,2020-11-09,2021-01-04,56,393,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-09---2021-01-04_duration_56_days_cluster_393_A0_000699_A_000848_lat_05106_lon_-0049_size_0220.tif,59,Airel; Amigny-Rouy; Appeville; Autreppes; Auvers; Avessac; Besné; Beuvrequen; Boutteville; Bricqueville; Brécy-Brières; Brétigny; Carentan-les-Marais; Colombières; Créances; Deuillet; Donges; Endoufielle; Givry; Gorges; Graignes-Mesnil-Angot; Jouvençon; La Ferté-sur-Chiers; La Neuville-à-Maire; Le Chemin; Les Petites-Armoises; Liesville-sur-Douve; Malestroit; Manicamp; Massérac; Miniac-Morvan; Méautis; Origny-Sainte-Benoite; Peillac; Picauville; Pierric; Pont-Hébert; Pontoise-lès-Noyon; Port-Saint-Père; Proisy; Puycornet; Raids; Remies; Remilly Les Marais; Reviers; Saint-André-de-Bohon; Saint-Fromond; Saint-Jean-de-Daye; Saint-Martin-d'Aubigny; Saint-Nicolas-de-Redon; Saint-Vincent-sur-Oust; Servais; Sinceny; Terre-et-Marais; Tribehou; Trévières; Varenguebec; Varesnes; Wimille,34371,375
2020-11-30---2020-12-07_cluster_332,2020,2020-11-30,2020-12-07,7,332,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_332_A0_000006_A_000010_lat_03501_lon_01103_size_0034.tif,0,,0,0
2020-11-30---2020-12-07_cluster_333,2020,2020-11-30,2020-12-07,7,333,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_333_A0_000001_A_000002_lat_05519_lon_02096_size_0030.tif,0,,0,0
2020-11-30---2020-12-07_cluster_334,2020,2020-11-30,2020-12-07,7,334,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_334_A0_000007_A_000010_lat_06993_lon_02392_size_0077.tif,0,,0,0
2020-11-30---2020-12-07_cluster_335,2020,2020-11-30,2020-12-07,7,335,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_335_A0_000010_A_000013_lat_03887_lon_03544_size_0054.tif,0,,0,0
2020-11-30---2020-12-07_cluster_336,2020,2020-11-30,2020-12-07,7,336,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_336_A0_000050_A_000063_lat_06558_lon_05177_size_0067.tif,0,,0,0
2020-11-30---2020-12-07_cluster_337,2020,2020-11-30,2020-12-07,7,337,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_337_A0_000001_A_000002_lat_04078_lon_04303_size_0012.tif,0,,0,0
2020-11-30---2020-12-07_cluster_338,2020,2020-11-30,2020-12-07,7,338,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_338_A0_000008_A_000016_lat_03811_lon_04516_size_0013.tif,0,,0,0
2020-11-30---2020-12-07_cluster_339,2020,2020-11-30,2020-12-07,7,339,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-07_duration_7_days_cluster_339_A0_001149_A_002961_lat_05043_lon_05119_size_0071.tif,0,,0,0
2020-11-30---2020-12-21_cluster_331,2020,2020-11-30,2020-12-21,14,331,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2020-12-21_duration_14_days_cluster_331_A0_000111_A_000131_lat_04419_lon_01599_size_0103.tif,0,,12152,8254
2020-11-30---2021-01-04_cluster_394,2020,2020-11-30,2021-01-04,35,394,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-11-30---2021-01-04_duration_35_days_cluster_394_A0_000853_A_001042_lat_04937_lon_-0214_size_0264.tif,68,Airel; Appeville; Auvers; Avessac; Besné; Bidache; Boutteville; Bricqueville; Briollay; Brives-sur-Charente; Candresse; Carentan-les-Marais; Colombiers; Colombières; Courcoury; Créances; Dax; Donges; Gorges; Graignes-Mesnil-Angot; Les Gonds; Liesville-sur-Douve; Machecoul-Saint-Même; Malestroit; Massérac; Miniac-Morvan; Méautis; Onard; Orist; Peillac; Pey; Picauville; Pierric; Pont-Hébert; Port-Saint-Père; Raids; Redon; Remilly Les Marais; Reviers; Rouffiac; Saint-André-de-Bohon; Saint-Denis-du-Payré; Saint-Estèphe; Saint-Fromond; Saint-Jean-de-Daye; Saint-Jean-de-Lier; Saint-Jean-la-Poterie; Saint-Lumine-de-Coutais; Saint-Malo-de-Guersac; Saint-Mars-de-Coutais; Saint-Mars-du-Désert; Saint-Martin-d'Aubigny; Saint-Nicolas-de-Redon; Saint-Philbert-de-Grand-Lieu; Saint-Sever-de-Saintonge; Saint-Vincent-sur-Oust; Saint-Étienne-d'Orthe; Sévérac; Tercis-les-Bains; Terre-et-Marais; Tribehou; Trignac; Trévières; Varenguebec; Vicq-d'Auribat; Yzosse; Écouflant; Étaules,30865,3521
2020-12-07---2020-12-14_cluster_340,2020,2020-12-07,2020-12-14,7,340,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-07---2020-12-14_duration_7_days_cluster_340_A0_000004_A_000005_lat_03611_lon_01046_size_0001.tif,0,,0,0
2020-12-07---2020-12-14_cluster_341,2020,2020-12-07,2020-12-14,7,341,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-07---2020-12-14_duration_7_days_cluster_341_A0_000003_A_000004_lat_04115_lon_01397_size_0015.tif,0,,0,0
2020-12-07---2020-12-14_cluster_344,2020,2020-12-07,2020-12-14,7,344,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-07---2020-12-14_duration_7_days_cluster_344_A0_000001_A_000002_lat_04121_lon_04599_size_0019.tif,0,,0,0
2020-12-07---2020-12-14_cluster_345,2020,2020-12-07,2020-12-14,7,345,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-07---2020-12-14_duration_7_days_cluster_345_A0_000537_A_000755_lat_04582_lon_04810_size_0018.tif,0,,0,0
2020-12-14---2020-12-21_cluster_346,2020,2020-12-14,2020-12-21,7,346,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-14---2020-12-21_duration_7_days_cluster_346_A0_000041_A_000062_lat_04035_lon_-0868_size_0038.tif,0,,0,0
2020-12-14---2020-12-21_cluster_347,2020,2020-12-14,2020-12-21,7,347,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-14---2020-12-21_duration_7_days_cluster_347_A0_000006_A_000009_lat_03494_lon_01112_size_0022.tif,0,,0,0
2020-12-14---2020-12-21_cluster_348,2020,2020-12-14,2020-12-21,7,348,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-14---2020-12-21_duration_7_days_cluster_348_A0_000001_A_000001_lat_03929_lon_03523_size_0057.tif,0,,0,0
2020-12-14---2020-12-21_cluster_349,2020,2020-12-14,2020-12-21,7,349,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-14---2020-12-21_duration_7_days_cluster_349_A0_000005_A_000008_lat_04640_lon_03512_size_0036.tif,0,,0,0
2020-12-14---2020-12-21_cluster_350,2020,2020-12-14,2020-12-21,7,350,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-14---2020-12-21_duration_7_days_cluster_350_A0_000001_A_000001_lat_04075_lon_04297_size_0015.tif,0,,0,0
2020-12-14---2020-12-21_cluster_351,2020,2020-12-14,2020-12-21,7,351,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-14---2020-12-21_duration_7_days_cluster_351_A0_000048_A_000070_lat_05299_lon_04897_size_0004.tif,0,,0,0
2020-12-21---2020-12-28_cluster_352,2020,2020-12-21,2020-12-28,7,352,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-21---2020-12-28_duration_7_days_cluster_352_A0_000012_A_000015_lat_03603_lon_01051_size_0009.tif,0,,0,0
2020-12-21---2020-12-28_cluster_353,2020,2020-12-21,2020-12-28,7,353,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-21---2020-12-28_duration_7_days_cluster_353_A0_000001_A_000002_lat_07804_lon_01454_size_0029.tif,0,,0,0
2020-12-21---2020-12-28_cluster_358,2020,2020-12-21,2020-12-28,7,358,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-21---2020-12-28_duration_7_days_cluster_358_A0_000394_A_000909_lat_06426_lon_04229_size_0060.tif,0,,0,0
2020-12-21---2020-12-28_cluster_360,2020,2020-12-21,2020-12-28,7,360,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-21---2020-12-28_duration_7_days_cluster_360_A0_000004_A_000006_lat_04869_lon_04532_size_0014.tif,0,,0,0
2020-12-21---2020-12-28_cluster_361,2020,2020-12-21,2020-12-28,7,361,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-21---2020-12-28_duration_7_days_cluster_361_A0_000003_A_000004_lat_04346_lon_04715_size_0035.tif,0,,0,0
2020-12-21---2020-12-28_cluster_362,2020,2020-12-21,2020-12-28,7,362,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-21---2020-12-28_duration_7_days_cluster_362_A0_002412_A_005693_lat_05060_lon_05080_size_0050.tif,0,,0,0
2020-12-28---2021-01-04_cluster_363,2020,2020-12-28,2021-01-04,7,363,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_363_A0_000016_A_000022_lat_04553_lon_01620_size_0020.tif,0,,0,0
2020-12-28---2021-01-04_cluster_364,2020,2020-12-28,2021-01-04,7,364,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_364_A0_000012_A_000014_lat_04141_lon_01955_size_0018.tif,0,,0,0
2020-12-28---2021-01-04_cluster_365,2020,2020-12-28,2021-01-04,7,365,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_365_A0_000001_A_000002_lat_05493_lon_02106_size_0052.tif,0,,0,0
2020-12-28---2021-01-04_cluster_366,2020,2020-12-28,2021-01-04,7,366,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_366_A0_000003_A_000004_lat_04480_lon_02780_size_0002.tif,0,,0,0
2020-12-28---2021-01-04_cluster_367,2020,2020-12-28,2021-01-04,7,367,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_367_A0_000075_A_000091_lat_06272_lon_03662_size_0030.tif,0,,0,0
2020-12-28---2021-01-04_cluster_369,2020,2020-12-28,2021-01-04,7,369,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_369_A0_000001_A_000002_lat_04794_lon_04298_size_0008.tif,0,,0,0
2020-12-28---2021-01-04_cluster_1,2021,2020-12-28,2021-01-04,7,1,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_001_A0_000008_A_000010_lat_03705_lon_00986_size_0009.tif,0,,0,0
2020-12-28---2021-01-04_cluster_2,2021,2020-12-28,2021-01-04,7,2,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_002_A0_000012_A_000014_lat_04141_lon_01956_size_0024.tif,0,,0,0
2020-12-28---2021-01-04_cluster_3,2021,2020-12-28,2021-01-04,7,3,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_003_A0_000001_A_000001_lat_06914_lon_01607_size_0015.tif,0,,0,0
2020-12-28---2021-01-04_cluster_4,2021,2020-12-28,2021-01-04,7,4,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_004_A0_000030_A_000060_lat_03776_lon_03415_size_0031.tif,0,,0,0
2020-12-28---2021-01-04_cluster_5,2021,2020-12-28,2021-01-04,7,5,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_005_A0_000001_A_000001_lat_04724_lon_04048_size_0014.tif,0,,0,0
2020-12-28---2021-01-04_cluster_6,2021,2020-12-28,2021-01-04,7,6,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-01-04_duration_7_days_cluster_006_A0_000014_A_000019_lat_05303_lon_04896_size_0005.tif,0,,0,0
2020-12-28---2021-01-25_cluster_348,2021,2020-12-28,2021-01-25,21,348,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-01-25_duration_21_days_cluster_348_A0_000098_A_000114_lat_05572_lon_01964_size_0512.tif,0,,0,0
2020-12-28---2021-02-08_cluster_345,2021,2020-12-28,2021-02-08,42,345,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-02-08_duration_42_days_cluster_345_A0_001379_A_001714_lat_05131_lon_-0153_size_0295.tif,120,Aire; Airel; Ambly-Fleury; Ambly-sur-Meuse; Amigny-Rouy; Ancemont; Appeville; Athis; Aulnay-sur-Marne; Autreppes; Auvers; Bannoncourt; Belleray; Belleville-sur-Meuse; Beuvrequen; Blacy; Blaignan-Prignac; Bouquemont; Boutteville; Bricqueville; Briollay; Brives-sur-Charente; Brétigny; Bussac-sur-Charente; Carentan-les-Marais; Champneuville; Charny-sur-Meuse; Chauvoncourt; Chouilly; Cléry; Colombiers; Colombières; Commercy; Concevreux; Cormicy; Courcoury; Créances; Deuillet; Dieue-sur-Meuse; Donges; Fontcouverte; Givry; Graignes-Mesnil-Angot; Houtkerque; Jâlons; La Ferté-sur-Chiers; La Neuville-à-Maire; La Tranche-sur-Mer; Le Chemin; Les Gonds; Les Monthairons; Les Peintures; Les Petites-Armoises; Lesparre-Médoc; Liesville-sur-Douve; Luzy-Saint-Martin; Maizey; Margut; Marre; Matougues; Merpins; Miniac-Morvan; Mont-devant-Sassey; Mosnes; Mutigney; Méautis; Oiry; Pagney; Picauville; Pont-Hébert; Pontoise-lès-Noyon; Port-Saint-Père; Pouan-les-Vallées; Rances; Remies; Remilly Les Marais; Remilly-Aillicourt; Rouffiac; Rouvrois-sur-Meuse; Saint-André-de-Bohon; Saint-Denis-du-Payré; Saint-Estèphe; Saint-Fromond; Saint-Gibrien; Saint-Jean-de-Daye; Saint-Mars-de-Coutais; Saint-Nicolas-de-Pierrepont; Saint-Sever-de-Saintonge; Saint-Sornin; Saint-Thomas-en-Argonne; Saint-Vaast-la-Hougue; Saint-Vaize; Salignac-sur-Charente; Sassey-sur-Meuse; Servais; Servon-Melzicourt; Seuil; Seveux-Motey; Sinceny; Taizy; Thervay; Thizay; Tribehou; Vandy; Varenguebec; Varesnes; Vaux-lès-Mouron; Vaux-lès-Mouzon; Vellexon-Queutrey-et-Vaudey; Verneuil; Verneuil-sur-Indre; Verrières; Vieux-lès-Asfeld; Villers-devant-Mouzon; Vitreux; Void-Vacon; Wimille; Woimbey; Écouflant; Étrelles-sur-Aube,30850,3163
2020-12-28---2021-02-15_cluster_346,2021,2020-12-28,2021-02-15,42,346,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-02-15_duration_42_days_cluster_346_A0_000317_A_000399_lat_05319_lon_00874_size_0420.tif,33,Baldenheim; Balléville; Beveuge; Blussans; Bénaménil; Cendrey; Chanteheux; Conflandey; Ebersmunster; Flagey-Rigney; Fleurey-lès-Faverney; Foussemagne; Froidefontaine; Fréménil; Germondans; Hilsenheim; Montlebon; Morelmaison; Muttersholtz; Ollans; Purgerot; Ranzevelle; Raville-sur-Sânon; Rigney; Rosières-aux-Salines; Rossfeld; Saint-Georges-Armont; Saint-Maurice-Colombier; Saint-Sulpice; Villers-la-Ville; Waltenheim-sur-Zorn; Westhouse; Éhuns,3713,27227
2020-12-28---2021-02-15_cluster_347,2021,2020-12-28,2021-02-15,42,347,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2020-12-28---2021-02-15_duration_42_days_cluster_347_A0_001004_A_001277_lat_04400_lon_02377_size_0421.tif,0,,0,333
2021-01-04---2021-01-11_cluster_7,2021,2021-01-04,2021-01-11,7,7,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_007_A0_000056_A_000091_lat_03903_lon_-0804_size_0199.tif,0,,0,0
2021-01-04---2021-01-11_cluster_8,2021,2021-01-04,2021-01-11,7,8,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_008_A0_000021_A_000027_lat_04372_lon_-0112_size_0010.tif,5,Candresse; Dax; Orist; Pey; Tercis-les-Bains,815,813
2021-01-04---2021-01-11_cluster_9,2021,2021-01-04,2021-01-11,7,9,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_009_A0_000006_A_000008_lat_04422_lon_02385_size_0036.tif,0,,0,0
2021-01-04---2021-01-11_cluster_10,2021,2021-01-04,2021-01-11,7,10,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_010_A0_000004_A_000005_lat_06269_lon_02363_size_0129.tif,0,,0,0
2021-01-04---2021-01-11_cluster_12,2021,2021-01-04,2021-01-11,7,12,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_012_A0_000054_A_000066_lat_06533_lon_05194_size_0049.tif,0,,0,0
2021-01-04---2021-01-11_cluster_14,2021,2021-01-04,2021-01-11,7,14,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-01-11_duration_7_days_cluster_014_A0_000002_A_000003_lat_04682_lon_04495_size_0039.tif,0,,0,0
2021-01-04---2021-03-08_cluster_350,2021,2021-01-04,2021-03-08,63,350,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-04---2021-03-08_duration_63_days_cluster_350_A0_000854_A_001077_lat_05058_lon_-0039_size_0413.tif,65,Angers; Appeville; Athis; Aulnay-sur-Marne; Auvers; Besné; Beuzeville-la-Bastille; Blaignan-Prignac; Briollay; Brives-sur-Charente; Brétigny; Carentan-les-Marais; Chouilly; Condé-Sainte-Libiaire; Courcoury; Donges; Feillens; Fontcouverte; Geay; Hazembourg; Jâlons; La Plaine-sur-Mer; La Ronde; La Tranche-sur-Mer; Le Croisic; Le Mung; Les Gonds; Lesparre-Médoc; Liesville-sur-Douve; Luzy-Saint-Martin; Manziat; Matougues; Merpins; Miniac-Morvan; Mont-devant-Sassey; Montoir-de-Bretagne; Mozé-sur-Louet; Méautis; Oiry; Port-Saint-Père; Pouan-les-Vallées; Préfailles; Rochefort-sur-Loire; Rouffiac; Saint-André-des-Eaux; Saint-Estèphe; Saint-Malo-de-Guersac; Saint-Marcel; Saint-Molf; Saint-Nazaire; Saint-Sever-de-Saintonge; Saint-Vaize; Salignac-sur-Charente; Sassey-sur-Meuse; Servon-Melzicourt; Thizay; Tribehou; Trignac; Val-du-Layon; Varenguebec; Varesnes; Verneuil-sur-Indre; Villers-devant-Mouzon; Écouflant; Étrelles-sur-Aube,25470,6106
2021-01-11---2021-01-18_cluster_15,2021,2021-01-11,2021-01-18,7,15,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-11---2021-01-18_duration_7_days_cluster_015_A0_000011_A_000017_lat_03916_lon_-0366_size_0011.tif,0,,0,0
2021-01-11---2021-01-18_cluster_16,2021,2021-01-11,2021-01-18,7,16,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-11---2021-01-18_duration_7_days_cluster_016_A0_000003_A_000003_lat_03606_lon_01050_size_0006.tif,0,,0,0
2021-01-11---2021-01-18_cluster_18,2021,2021-01-11,2021-01-18,7,18,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2021_filtered\WD_MERGE_2021-01-11---2021-01-18_duration_7_days_cluster_018_A0_000002_A_000003_lat_05641_lon_03042_size_0015.tif,0,,0,0
