event_id,year,start_date,end_date,duration_days,cluster_id,n_tiles,n_tiles_processed,event_path,n_communes,communes,n_candidates_tested,n_overlap_skipped
2020-06-01---2020-06-08_cluster_134,2020,2020-06-01,2020-06-08,7,134,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_134_A0_000003_A_000005_lat_05107_lon_-0488_size_0076.tif,0,,0,171
2020-06-01---2020-06-08_cluster_135,2020,2020-06-01,2020-06-08,7,135,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_135_A0_000002_A_000002_lat_05391_lon_-0959_size_0011.tif,0,,0,0
2020-06-01---2020-06-08_cluster_136,2020,2020-06-01,2020-06-08,7,136,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_136_A0_000009_A_000012_lat_06489_lon_-2192_size_0003.tif,0,,0,0
2020-06-01---2020-06-08_cluster_137,2020,2020-06-01,2020-06-08,7,137,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_137_A0_000016_A_000018_lat_05386_lon_-0533_size_0060.tif,0,,0,0
2020-06-01---2020-06-08_cluster_138,2020,2020-06-01,2020-06-08,7,138,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_138_A0_000014_A_000016_lat_04355_lon_00458_size_0016.tif,0,,3599,1154
2020-06-01---2020-06-08_cluster_139,2020,2020-06-01,2020-06-08,7,139,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_139_A0_000004_A_000005_lat_05188_lon_00474_size_0030.tif,0,,0,0
2020-06-01---2020-06-08_cluster_140,2020,2020-06-01,2020-06-08,7,140,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_140_A0_000034_A_000047_lat_06531_lon_01827_size_0073.tif,0,,0,0
2020-06-01---2020-06-08_cluster_141,2020,2020-06-01,2020-06-08,7,141,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-01---2020-06-08_duration_7_days_cluster_141_A0_000014_A_000016_lat_06295_lon_02256_size_0022.tif,0,,0,0
2020-06-08---2020-06-15_cluster_145,2020,2020-06-08,2020-06-15,7,145,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-08---2020-06-15_duration_7_days_cluster_145_A0_000011_A_000012_lat_04516_lon_01235_size_0036.tif,0,,0,0
2020-06-08---2020-06-15_cluster_149,2020,2020-06-08,2020-06-15,7,149,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-08---2020-06-15_duration_7_days_cluster_149_A0_000011_A_000013_lat_05948_lon_02928_size_0021.tif,0,,0,0
2020-06-15---2020-06-22_cluster_151,2020,2020-06-15,2020-06-22,7,151,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-15---2020-06-22_duration_7_days_cluster_151_A0_000009_A_000012_lat_06585_lon_-1583_size_0016.tif,0,,0,0
2020-06-15---2020-06-22_cluster_152,2020,2020-06-15,2020-06-22,7,152,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-15---2020-06-22_duration_7_days_cluster_152_A0_000002_A_000004_lat_03708_lon_00984_size_0031.tif,0,,0,0
2020-06-15---2020-06-22_cluster_153,2020,2020-06-15,2020-06-22,7,153,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-15---2020-06-22_duration_7_days_cluster_153_A0_000002_A_000002_lat_05305_lon_00771_size_0006.tif,0,,0,0
2020-06-15---2020-06-22_cluster_155,2020,2020-06-15,2020-06-22,7,155,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-15---2020-06-22_duration_7_days_cluster_155_A0_000003_A_000004_lat_05061_lon_02828_size_0026.tif,0,,0,0
2020-06-22---2020-06-29_cluster_159,2020,2020-06-22,2020-06-29,7,159,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_159_A0_000004_A_000004_lat_04875_lon_-0368_size_0010.tif,0,,752,264
2020-06-22---2020-06-29_cluster_160,2020,2020-06-22,2020-06-29,7,160,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_160_A0_000019_A_000027_lat_06507_lon_-2249_size_0032.tif,0,,0,0
2020-06-22---2020-06-29_cluster_161,2020,2020-06-22,2020-06-29,7,161,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_161_A0_000016_A_000018_lat_04360_lon_00455_size_0012.tif,0,,3599,1154
2020-06-22---2020-06-29_cluster_162,2020,2020-06-22,2020-06-29,7,162,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_162_A0_000004_A_000004_lat_05080_lon_01742_size_0016.tif,0,,0,0
2020-06-22---2020-06-29_cluster_164,2020,2020-06-22,2020-06-29,7,164,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_164_A0_000002_A_000003_lat_07445_lon_01899_size_0002.tif,0,,0,0
2020-06-22---2020-06-29_cluster_165,2020,2020-06-22,2020-06-29,7,165,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_165_A0_000016_A_000019_lat_06069_lon_02522_size_0028.tif,0,,0,0
2020-06-22---2020-06-29_cluster_167,2020,2020-06-22,2020-06-29,7,167,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_167_A0_000047_A_000059_lat_05300_lon_04898_size_0010.tif,0,,0,0
2020-06-22---2020-06-29_cluster_168,2020,2020-06-22,2020-06-29,7,168,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-06-22---2020-06-29_duration_7_days_cluster_168_A0_000001_A_000001_lat_03823_lon_04720_size_0028.tif,0,,0,0
2020-07-06---2020-07-13_cluster_173,2020,2020-07-06,2020-07-13,7,173,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-06---2020-07-13_duration_7_days_cluster_173_A0_000004_A_000004_lat_05082_lon_-0110_size_0005.tif,0,,0,244
2020-07-06---2020-07-13_cluster_174,2020,2020-07-06,2020-07-13,7,174,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-06---2020-07-13_duration_7_days_cluster_174_A0_000001_A_000001_lat_05192_lon_00460_size_0020.tif,0,,0,0
2020-07-06---2020-07-13_cluster_175,2020,2020-07-06,2020-07-13,7,175,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-06---2020-07-13_duration_7_days_cluster_175_A0_000004_A_000011_lat_07719_lon_01639_size_0017.tif,0,,0,0
2020-07-13---2020-07-27_cluster_180,2020,2020-07-13,2020-07-27,14,180,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-13---2020-07-27_duration_14_days_cluster_180_A0_000004_A_000005_lat_04407_lon_00469_size_0070.tif,0,,3599,1154
2020-07-20---2020-07-27_cluster_190,2020,2020-07-20,2020-07-27,7,190,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-20---2020-07-27_duration_7_days_cluster_190_A0_000005_A_000006_lat_04871_lon_-0381_size_0019.tif,0,,752,264
2020-07-20---2020-07-27_cluster_193,2020,2020-07-20,2020-07-27,7,193,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-20---2020-07-27_duration_7_days_cluster_193_A0_000005_A_000006_lat_05044_lon_02387_size_0099.tif,0,,0,0
2020-07-20---2020-07-27_cluster_194,2020,2020-07-20,2020-07-27,7,194,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-20---2020-07-27_duration_7_days_cluster_194_A0_000002_A_000002_lat_04933_lon_03320_size_0012.tif,0,,0,0
2020-07-20---2020-07-27_cluster_195,2020,2020-07-20,2020-07-27,7,195,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-20---2020-07-27_duration_7_days_cluster_195_A0_000001_A_000002_lat_03933_lon_03452_size_0023.tif,0,,0,0
2020-07-20---2020-07-27_cluster_196,2020,2020-07-20,2020-07-27,7,196,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-07-20---2020-07-27_duration_7_days_cluster_196_A0_000008_A_000011_lat_04595_lon_04770_size_0045.tif,0,,0,0
2020-08-03---2020-08-10_cluster_205,2020,2020-08-03,2020-08-10,7,205,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_205_A0_000003_A_000005_lat_03518_lon_-0569_size_0021.tif,0,,0,0
2020-08-03---2020-08-10_cluster_206,2020,2020-08-03,2020-08-10,7,206,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_206_A0_000001_A_000001_lat_05171_lon_-0489_size_0003.tif,0,,0,171
2020-08-03---2020-08-10_cluster_207,2020,2020-08-03,2020-08-10,7,207,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_207_A0_000002_A_000002_lat_05601_lon_-0401_size_0021.tif,0,,0,0
2020-08-03---2020-08-10_cluster_208,2020,2020-08-03,2020-08-10,7,208,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_208_A0_000008_A_000010_lat_05327_lon_01063_size_0041.tif,0,,0,0
2020-08-03---2020-08-10_cluster_209,2020,2020-08-03,2020-08-10,7,209,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_209_A0_000001_A_000001_lat_04059_lon_02270_size_0006.tif,0,,0,0
2020-08-03---2020-08-10_cluster_210,2020,2020-08-03,2020-08-10,7,210,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_210_A0_000001_A_000001_lat_04953_lon_02317_size_0018.tif,0,,0,0
2020-08-03---2020-08-10_cluster_212,2020,2020-08-03,2020-08-10,7,212,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_212_A0_000008_A_000010_lat_04659_lon_03482_size_0037.tif,0,,0,0
2020-08-03---2020-08-10_cluster_213,2020,2020-08-03,2020-08-10,7,213,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_213_A0_000005_A_000010_lat_05071_lon_03679_size_0153.tif,0,,0,0
2020-08-03---2020-08-10_cluster_214,2020,2020-08-03,2020-08-10,7,214,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-03---2020-08-10_duration_7_days_cluster_214_A0_000003_A_000003_lat_06864_lon_05577_size_0020.tif,0,,0,0
2020-08-10---2020-08-17_cluster_216,2020,2020-08-10,2020-08-17,7,216,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-10---2020-08-17_duration_7_days_cluster_216_A0_000001_A_000001_lat_04348_lon_00458_size_0015.tif,0,,3599,1154
2020-08-10---2020-08-17_cluster_217,2020,2020-08-10,2020-08-17,7,217,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-10---2020-08-17_duration_7_days_cluster_217_A0_000010_A_000011_lat_05350_lon_-0062_size_0039.tif,0,,0,0
2020-08-10---2020-08-17_cluster_218,2020,2020-08-10,2020-08-17,7,218,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-10---2020-08-17_duration_7_days_cluster_218_A0_000008_A_000009_lat_04629_lon_01960_size_0088.tif,0,,0,0
2020-08-10---2020-08-17_cluster_219,2020,2020-08-10,2020-08-17,7,219,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-10---2020-08-17_duration_7_days_cluster_219_A0_000002_A_000003_lat_05969_lon_01673_size_0015.tif,0,,0,0
2020-08-10---2020-08-17_cluster_220,2020,2020-08-10,2020-08-17,7,220,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-10---2020-08-17_duration_7_days_cluster_220_A0_000001_A_000001_lat_06643_lon_04208_size_0026.tif,0,,0,0
2020-08-10---2020-08-17_cluster_221,2020,2020-08-10,2020-08-17,7,221,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-10---2020-08-17_duration_7_days_cluster_221_A0_000024_A_000028_lat_04606_lon_03835_size_0026.tif,0,,0,0
2020-08-17---2020-08-24_cluster_222,2020,2020-08-17,2020-08-24,7,222,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-17---2020-08-24_duration_7_days_cluster_222_A0_000009_A_000011_lat_04824_lon_-0344_size_0064.tif,1,Saint-Molf,752,264
2020-08-17---2020-08-24_cluster_223,2020,2020-08-17,2020-08-24,7,223,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-17---2020-08-24_duration_7_days_cluster_223_A0_000003_A_000004_lat_05402_lon_-0977_size_0022.tif,0,,0,0
2020-08-17---2020-08-24_cluster_224,2020,2020-08-17,2020-08-24,7,224,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-17---2020-08-24_duration_7_days_cluster_224_A0_000006_A_000007_lat_05533_lon_00887_size_0043.tif,0,,0,0
2020-08-24---2020-08-31_cluster_227,2020,2020-08-24,2020-08-31,7,227,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-24---2020-08-31_duration_7_days_cluster_227_A0_000034_A_000044_lat_05320_lon_-0802_size_0048.tif,0,,0,0
2020-08-24---2020-08-31_cluster_228,2020,2020-08-24,2020-08-31,7,228,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-24---2020-08-31_duration_7_days_cluster_228_A0_000012_A_000015_lat_05080_lon_-0114_size_0010.tif,0,,0,244
2020-08-24---2020-08-31_cluster_229,2020,2020-08-24,2020-08-31,7,229,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-24---2020-08-31_duration_7_days_cluster_229_A0_000002_A_000002_lat_05362_lon_-0050_size_0049.tif,0,,0,0
2020-08-24---2020-08-31_cluster_230,2020,2020-08-24,2020-08-31,7,230,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-24---2020-08-31_duration_7_days_cluster_230_A0_000006_A_000010_lat_05003_lon_01628_size_0177.tif,0,,0,0
2020-08-24---2020-08-31_cluster_231,2020,2020-08-24,2020-08-31,7,231,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-24---2020-08-31_duration_7_days_cluster_231_A0_000005_A_000006_lat_05972_lon_01695_size_0022.tif,0,,0,0
2020-08-24---2020-08-31_cluster_235,2020,2020-08-24,2020-08-31,7,235,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-24---2020-08-31_duration_7_days_cluster_235_A0_000004_A_000013_lat_05306_lon_04672_size_0017.tif,0,,0,0
2020-08-31---2020-09-07_cluster_236,2020,2020-08-31,2020-09-07,7,236,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-31---2020-09-07_duration_7_days_cluster_236_A0_000002_A_000002_lat_05484_lon_-0835_size_0014.tif,0,,0,0
2020-08-31---2020-09-07_cluster_237,2020,2020-08-31,2020-09-07,7,237,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-31---2020-09-07_duration_7_days_cluster_237_A0_000001_A_000001_lat_04425_lon_-0018_size_0027.tif,0,,4770,1607
2020-08-31---2020-09-07_cluster_238,2020,2020-08-31,2020-09-07,7,238,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-31---2020-09-07_duration_7_days_cluster_238_A0_000001_A_000002_lat_05095_lon_00606_size_0031.tif,0,,1235,1098
2020-08-31---2020-09-07_cluster_239,2020,2020-08-31,2020-09-07,7,239,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-31---2020-09-07_duration_7_days_cluster_239_A0_000024_A_000046_lat_06428_lon_01340_size_0041.tif,0,,0,0
2020-08-31---2020-09-07_cluster_240,2020,2020-08-31,2020-09-07,7,240,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-31---2020-09-07_duration_7_days_cluster_240_A0_000007_A_000011_lat_04773_lon_02097_size_0029.tif,0,,0,0
2020-08-31---2020-09-07_cluster_241,2020,2020-08-31,2020-09-07,7,241,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-31---2020-09-07_duration_7_days_cluster_241_A0_000001_A_000001_lat_05279_lon_02740_size_0017.tif,0,,0,0
2020-08-31---2020-09-07_cluster_242,2020,2020-08-31,2020-09-07,7,242,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-08-31---2020-09-07_duration_7_days_cluster_242_A0_000004_A_000005_lat_03796_lon_03004_size_0010.tif,0,,0,0
2020-09-14---2020-09-21_cluster_250,2020,2020-09-14,2020-09-21,7,250,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_250_A0_000032_A_000048_lat_04073_lon_-0865_size_0005.tif,0,,0,0
2020-09-14---2020-09-21_cluster_251,2020,2020-09-14,2020-09-21,7,251,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_251_A0_000013_A_000017_lat_05039_lon_-0358_size_0159.tif,0,,4633,2847
2020-09-14---2020-09-21_cluster_252,2020,2020-09-14,2020-09-21,7,252,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_252_A0_000001_A_000001_lat_04474_lon_01188_size_0023.tif,0,,0,0
2020-09-14---2020-09-21_cluster_253,2020,2020-09-14,2020-09-21,7,253,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_253_A0_000001_A_000001_lat_05298_lon_02577_size_0022.tif,0,,0,0
2020-09-14---2020-09-21_cluster_255,2020,2020-09-14,2020-09-21,7,255,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_255_A0_000007_A_000010_lat_06457_lon_03474_size_0125.tif,0,,0,0
2020-09-14---2020-09-21_cluster_256,2020,2020-09-14,2020-09-21,7,256,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_256_A0_000038_A_000061_lat_03794_lon_03349_size_0045.tif,0,,0,0
2020-09-14---2020-09-21_cluster_259,2020,2020-09-14,2020-09-21,7,259,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_259_A0_000005_A_000007_lat_04611_lon_04764_size_0046.tif,0,,0,0
2020-09-14---2020-09-21_cluster_260,2020,2020-09-14,2020-09-21,7,260,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-14---2020-09-21_duration_7_days_cluster_260_A0_000001_A_000002_lat_05059_lon_05010_size_0007.tif,0,,0,0
2020-09-21---2020-09-28_cluster_261,2020,2020-09-21,2020-09-28,7,261,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-21---2020-09-28_duration_7_days_cluster_261_A0_000001_A_000001_lat_04341_lon_-0318_size_0027.tif,0,,815,813
2020-09-21---2020-09-28_cluster_262,2020,2020-09-21,2020-09-28,7,262,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-21---2020-09-28_duration_7_days_cluster_262_A0_000009_A_000010_lat_05423_lon_-0565_size_0033.tif,0,,0,0
2020-09-21---2020-09-28_cluster_264,2020,2020-09-21,2020-09-28,7,264,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-21---2020-09-28_duration_7_days_cluster_264_A0_000038_A_000064_lat_06445_lon_01301_size_0066.tif,0,,0,0
2020-09-21---2020-09-28_cluster_265,2020,2020-09-21,2020-09-28,7,265,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-21---2020-09-28_duration_7_days_cluster_265_A0_000060_A_000065_lat_03950_lon_02204_size_0008.tif,0,,0,0
2020-09-21---2020-09-28_cluster_266,2020,2020-09-21,2020-09-28,7,266,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-21---2020-09-28_duration_7_days_cluster_266_A0_000001_A_000001_lat_05956_lon_01684_size_0030.tif,0,,0,0
2020-09-21---2020-09-28_cluster_269,2020,2020-09-21,2020-09-28,7,269,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-21---2020-09-28_duration_7_days_cluster_269_A0_000001_A_000002_lat_04071_lon_04305_size_0008.tif,0,,0,0
2020-09-21---2020-09-28_cluster_270,2020,2020-09-21,2020-09-28,7,270,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-21---2020-09-28_duration_7_days_cluster_270_A0_000021_A_000035_lat_05300_lon_04890_size_0006.tif,0,,0,0
2020-09-28---2020-10-05_cluster_271,2020,2020-09-28,2020-10-05,7,271,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_271_A0_000002_A_000003_lat_04766_lon_-0292_size_0018.tif,0,,752,264
2020-09-28---2020-10-05_cluster_272,2020,2020-09-28,2020-10-05,7,272,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_272_A0_000011_A_000015_lat_06562_lon_-2229_size_0032.tif,0,,0,0
2020-09-28---2020-10-05_cluster_274,2020,2020-09-28,2020-10-05,7,274,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_274_A0_000007_A_000011_lat_05347_lon_00007_size_0006.tif,0,,0,0
2020-09-28---2020-10-05_cluster_275,2020,2020-09-28,2020-10-05,7,275,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_275_A0_000001_A_000001_lat_04706_lon_01963_size_0039.tif,0,,0,0
2020-09-28---2020-10-05_cluster_276,2020,2020-09-28,2020-10-05,7,276,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_276_A0_000003_A_000003_lat_05714_lon_01917_size_0075.tif,0,,0,0
2020-09-28---2020-10-05_cluster_277,2020,2020-09-28,2020-10-05,7,277,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_277_A0_000014_A_000016_lat_05846_lon_04040_size_0201.tif,0,,0,0
2020-09-28---2020-10-05_cluster_278,2020,2020-09-28,2020-10-05,7,278,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_278_A0_004018_A_007482_lat_04948_lon_04561_size_0045.tif,0,,0,0
2020-09-28---2020-10-05_cluster_280,2020,2020-09-28,2020-10-05,7,280,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2020_filtered\WD_MERGE_2020-09-28---2020-10-05_duration_7_days_cluster_280_A0_000005_A_000010_lat_05505_lon_05330_size_0010.tif,0,,0,0
